"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR10084895","SRR6475644","SRR10298208","SRR9694200","SRR14766409","SRR2102508","SRR5904974","SRR7011962","NDSU4","SRR15146548","SRR14766432","SRR2077395","SRR14766337","SRR5883586","SRR1578511"
"gntT_1","","High-affinity gluconate transporter",576,576,1,1,3242,NA,NA,"",962,1496,1495,"AIHABEGN_00447","JMHMHBON_00967","MOBEGOEH_00447","GDOIKAKM_00446","MPAHEGDA_03181","PEGBKDIG_00588","EDAOGEGO_01439","KOJFNNPD_00222","MLOHFGPA_03340","EGKOAKEK_00966","MHLDJHJA_01735","CKEGPAKG_00119","FHGKKJNF_03040","PKILBCIH_01800","EJOKNHIB_01191"
"vapC_1","","tRNA(fMet)-specific endonuclease VapC",576,576,1,1,2873,NA,NA,"",278,398,397,"AIHABEGN_00318","JMHMHBON_01096","MOBEGOEH_00318","GDOIKAKM_00317","MPAHEGDA_02760","PEGBKDIG_00718","EDAOGEGO_01569","KOJFNNPD_00352","MLOHFGPA_01977","EGKOAKEK_01095","MHLDJHJA_00004","CKEGPAKG_03050","FHGKKJNF_04258","PKILBCIH_04625","EJOKNHIB_01062"
"dsbC","","Thiol:disulfide interchange protein DsbC",576,576,1,1,2864,NA,NA,"",329,713,712,"AIHABEGN_00308","JMHMHBON_01106","MOBEGOEH_00308","GDOIKAKM_00307","MPAHEGDA_02770","PEGBKDIG_00728","EDAOGEGO_01579","KOJFNNPD_00362","MLOHFGPA_01967","EGKOAKEK_01105","MHLDJHJA_00014","CKEGPAKG_03060","FHGKKJNF_04248","PKILBCIH_04635","EJOKNHIB_01052"
"group_763","","hypothetical protein",576,576,1,1,2854,NA,NA,"",761,893,884,"AIHABEGN_00298","JMHMHBON_01116","MOBEGOEH_00298","GDOIKAKM_00297","MPAHEGDA_02780","PEGBKDIG_00738","EDAOGEGO_01589","KOJFNNPD_00372","MLOHFGPA_01957","EGKOAKEK_01115","MHLDJHJA_00024","CKEGPAKG_03070","FHGKKJNF_04238","PKILBCIH_04645","EJOKNHIB_01042"
"group_854","","hypothetical protein",576,576,1,1,6103,NA,NA,"",314,503,498,"AIHABEGN_01401","JMHMHBON_01610","MOBEGOEH_01401","GDOIKAKM_01401","MPAHEGDA_03793","PEGBKDIG_02593","EDAOGEGO_00197","KOJFNNPD_02503","MLOHFGPA_02634","EGKOAKEK_02145","MHLDJHJA_03878","CKEGPAKG_01857","FHGKKJNF_04595","PKILBCIH_00247","EJOKNHIB_02145"
"bcsQ","","Cellulose biosynthesis protein BcsQ",576,576,1,1,1786,NA,NA,"",380,752,750,"AIHABEGN_01791","JMHMHBON_02462","MOBEGOEH_02502","GDOIKAKM_02196","MPAHEGDA_00809","PEGBKDIG_00193","EDAOGEGO_00638","KOJFNNPD_01347","MLOHFGPA_02781","EGKOAKEK_02535","MHLDJHJA_00392","CKEGPAKG_00773","FHGKKJNF_00023","PKILBCIH_02479","EJOKNHIB_02563"
"yliI_1","","hypothetical protein",576,576,1,1,4297,NA,NA,"",317,497,496,"AIHABEGN_00765","JMHMHBON_01881","MOBEGOEH_01057","GDOIKAKM_00765","MPAHEGDA_02345","PEGBKDIG_02253","EDAOGEGO_02285","KOJFNNPD_00738","MLOHFGPA_00351","EGKOAKEK_01801","MHLDJHJA_01228","CKEGPAKG_02101","FHGKKJNF_03597","PKILBCIH_01482","EJOKNHIB_01509"
"group_99","","hypothetical protein",576,576,1,1,4727,NA,NA,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",425,425,425,"AIHABEGN_02410","JMHMHBON_00740","MOBEGOEH_01603","GDOIKAKM_01603","MPAHEGDA_02744","PEGBKDIG_02356","EDAOGEGO_03162","KOJFNNPD_01941","MLOHFGPA_02106","EGKOAKEK_00007","MHLDJHJA_02683","CKEGPAKG_04472","FHGKKJNF_00517","PKILBCIH_00845","EJOKNHIB_00007"
"yehC","","putative fimbrial chaperone YehC",576,576,1,1,5872,NA,NA,"",395,680,679,"AIHABEGN_03532","JMHMHBON_03534","MOBEGOEH_03447","GDOIKAKM_02815","MPAHEGDA_02436","PEGBKDIG_03067","EDAOGEGO_02645","KOJFNNPD_03601","MLOHFGPA_00794","EGKOAKEK_03485","MHLDJHJA_01999","CKEGPAKG_02748","FHGKKJNF_01164","PKILBCIH_03360","EJOKNHIB_03162"
"hrpB","","ATP-dependent RNA helicase HrpB",575,575,1,1,2403,135,2,"",1808,2474,2472,"AIHABEGN_03808","JMHMHBON_03755","MOBEGOEH_03800","GDOIKAKM_03427","MPAHEGDA_01535","PEGBKDIG_03757","EDAOGEGO_03513","KOJFNNPD_03672","MLOHFGPA_00537","EGKOAKEK_03730","MHLDJHJA_02934","","FHGKKJNF_04085","PKILBCIH_03579","EJOKNHIB_03792"
"ccmF","","Cytochrome c-type biogenesis protein CcmF",575,575,1,1,1435,18,3,"",212,1931,1921,"AIHABEGN_04680","JMHMHBON_04675","MOBEGOEH_04669","GDOIKAKM_04675","MPAHEGDA_04649","PEGBKDIG_04663","EDAOGEGO_04715","KOJFNNPD_04684","MLOHFGPA_04703","EGKOAKEK_04610","MHLDJHJA_04616","CKEGPAKG_04480","FHGKKJNF_04540","PKILBCIH_04698","EJOKNHIB_04839"
"sseJ","","Secreted effector protein SseJ",575,575,1,1,4979,13,1,"",932,1226,1225,"AIHABEGN_02174","JMHMHBON_00504","MOBEGOEH_01839","GDOIKAKM_01840","MPAHEGDA_00287","PEGBKDIG_04203","EDAOGEGO_03399","KOJFNNPD_01705","MLOHFGPA_00932","EGKOAKEK_00244","MHLDJHJA_00961","CKEGPAKG_01668","FHGKKJNF_01676","PKILBCIH_00608","EJOKNHIB_00245"
"group_1379","","hypothetical protein",575,575,1,1,528,4,2,"",518,548,547,"AIHABEGN_02785","JMHMHBON_03003","MOBEGOEH_03013","GDOIKAKM_04393","MPAHEGDA_01365","PEGBKDIG_04068","EDAOGEGO_01599","KOJFNNPD_03307","MLOHFGPA_00206","EGKOAKEK_03079","MHLDJHJA_03546","CKEGPAKG_01214","FHGKKJNF_01757","PKILBCIH_04363","EJOKNHIB_03649"
"rpoS","","RNA polymerase sigma factor RpoS",575,575,1,1,3254,1,230,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",98,1067,976,"AIHABEGN_00436","JMHMHBON_00978","MOBEGOEH_00436","GDOIKAKM_00435","MPAHEGDA_03170","PEGBKDIG_00599","EDAOGEGO_01450","KOJFNNPD_00233","MLOHFGPA_03329","EGKOAKEK_00977","MHLDJHJA_01724","CKEGPAKG_00108","FHGKKJNF_03051","PKILBCIH_01811","EJOKNHIB_01180"
"group_1533","","hypothetical protein",575,575,1,1,4435,2,51,"",281,611,609,"AIHABEGN_00888","JMHMHBON_02004","MOBEGOEH_00934","GDOIKAKM_00888","MPAHEGDA_04229","PEGBKDIG_02130","EDAOGEGO_02408","KOJFNNPD_00861","","EGKOAKEK_01678","MHLDJHJA_01105","CKEGPAKG_02224","FHGKKJNF_02856","PKILBCIH_01359","EJOKNHIB_01632"
"cyaA","","Adenylate cyclase",575,575,1,1,3321,25,1,"",1637,2546,2544,"AIHABEGN_04325","JMHMHBON_04198","MOBEGOEH_04243","GDOIKAKM_04209","MPAHEGDA_03825","PEGBKDIG_03884","EDAOGEGO_04207","KOJFNNPD_04140","","EGKOAKEK_04244","MHLDJHJA_03958","CKEGPAKG_03378","FHGKKJNF_02327","PKILBCIH_04008","EJOKNHIB_04339"
"cyaY","","Iron-sulfur cluster assembly protein CyaY",575,575,1,1,3320,25,2,"",305,320,319,"AIHABEGN_04324","JMHMHBON_04199","MOBEGOEH_04244","GDOIKAKM_04210","MPAHEGDA_03824","PEGBKDIG_03885","EDAOGEGO_04208","KOJFNNPD_04139","","EGKOAKEK_04245","MHLDJHJA_03959","CKEGPAKG_03377","FHGKKJNF_02328","PKILBCIH_04009","EJOKNHIB_04340"
"group_1663","","hypothetical protein",575,575,1,1,5626,6,4,"",473,473,473,"AIHABEGN_03719","JMHMHBON_03348","MOBEGOEH_03634","GDOIKAKM_03001","MPAHEGDA_04347","PEGBKDIG_04636","EDAOGEGO_02833","KOJFNNPD_03974","MLOHFGPA_03608","EGKOAKEK_04562","MHLDJHJA_04458","CKEGPAKG_04403","FHGKKJNF_03919","PKILBCIH_04562","EJOKNHIB_03350"
"group_1794","","hypothetical protein",575,575,1,1,4431,2,47,"",602,611,602,"AIHABEGN_00886","JMHMHBON_02002","MOBEGOEH_00936","GDOIKAKM_00886","MPAHEGDA_04231","PEGBKDIG_02132","EDAOGEGO_02406","KOJFNNPD_00859","MLOHFGPA_00472","EGKOAKEK_01680","MHLDJHJA_01107","CKEGPAKG_02222","FHGKKJNF_02858","PKILBCIH_01361","EJOKNHIB_01630"
"group_1915","yecS_2","L-cystine transport system permease protein YecS",575,575,1,1,4975,195,1,"",632,632,632,"AIHABEGN_02178","JMHMHBON_00508","MOBEGOEH_01835","GDOIKAKM_01836","MPAHEGDA_00283","PEGBKDIG_02590","EDAOGEGO_03395","KOJFNNPD_01709","MLOHFGPA_00936","EGKOAKEK_00240","MHLDJHJA_00957","CKEGPAKG_01664","FHGKKJNF_01680","PKILBCIH_00612","EJOKNHIB_00241"
"group_1933","","hypothetical protein",575,575,1,1,5014,29,2,"",173,173,173,"AIHABEGN_02144","JMHMHBON_00474","MOBEGOEH_01869","GDOIKAKM_01870","MPAHEGDA_00317","PEGBKDIG_04173","EDAOGEGO_03429","KOJFNNPD_01675","MLOHFGPA_00902","EGKOAKEK_00274","MHLDJHJA_00992","CKEGPAKG_02280","FHGKKJNF_01646","PKILBCIH_00578","EJOKNHIB_00275"
"group_1975","","hypothetical protein",575,575,1,1,5110,3,12,"",737,737,737,"AIHABEGN_02068","JMHMHBON_00397","MOBEGOEH_01946","GDOIKAKM_01946","MPAHEGDA_00394","PEGBKDIG_03578","EDAOGEGO_03991","KOJFNNPD_01597","MLOHFGPA_02330","EGKOAKEK_00351","MHLDJHJA_03178","CKEGPAKG_02346","FHGKKJNF_01227","PKILBCIH_00501","EJOKNHIB_00347"
"group_1976","","hypothetical protein",575,575,1,1,5111,3,11,"",488,488,488,"AIHABEGN_02067","JMHMHBON_00396","MOBEGOEH_01947","GDOIKAKM_01947","MPAHEGDA_00395","PEGBKDIG_03579","EDAOGEGO_03990","KOJFNNPD_01596","MLOHFGPA_02331","EGKOAKEK_00352","MHLDJHJA_03179","CKEGPAKG_02347","FHGKKJNF_01226","PKILBCIH_00500","EJOKNHIB_00348"
"ygiW_1","","Protein YgiW",575,575,1,1,5113,3,9,"",392,392,392,"AIHABEGN_02065","JMHMHBON_00394","MOBEGOEH_01949","GDOIKAKM_01949","MPAHEGDA_00397","PEGBKDIG_03581","EDAOGEGO_03988","KOJFNNPD_01594","MLOHFGPA_02333","EGKOAKEK_00354","MHLDJHJA_03181","CKEGPAKG_02349","FHGKKJNF_01224","PKILBCIH_00498","EJOKNHIB_00350"
"group_1979","pncC_1","Nicotinamide-nucleotide amidohydrolase PncC",575,575,1,1,5114,3,8,"",527,527,527,"AIHABEGN_02064","JMHMHBON_00393","MOBEGOEH_01950","GDOIKAKM_01950","MPAHEGDA_00398","PEGBKDIG_03582","EDAOGEGO_03987","KOJFNNPD_01593","MLOHFGPA_02334","EGKOAKEK_00355","MHLDJHJA_03182","CKEGPAKG_02350","FHGKKJNF_01223","PKILBCIH_00497","EJOKNHIB_00351"
"group_2141","rhaR_2","HTH-type transcriptional activator RhaR",575,575,1,1,3205,178,1,"",929,929,929,"AIHABEGN_00483","JMHMHBON_00931","MOBEGOEH_00483","GDOIKAKM_00482","MPAHEGDA_03217","PEGBKDIG_00552","EDAOGEGO_01403","KOJFNNPD_00186","MLOHFGPA_02900","EGKOAKEK_00930","MHLDJHJA_01771","CKEGPAKG_00155","FHGKKJNF_03336","PKILBCIH_01764","EJOKNHIB_01227"
"pgk","","Phosphoglycerate kinase",575,575,1,1,2836,191,1,"",1163,1163,1163,"AIHABEGN_00280","JMHMHBON_01134","MOBEGOEH_00280","GDOIKAKM_00279","MPAHEGDA_02798","PEGBKDIG_00756","EDAOGEGO_02877","KOJFNNPD_00390","MLOHFGPA_01939","EGKOAKEK_01133","MHLDJHJA_00042","CKEGPAKG_03088","FHGKKJNF_03443","PKILBCIH_02569","EJOKNHIB_01024"
"group_2339","","hypothetical protein",575,575,1,1,791,147,1,"",398,398,398,"AIHABEGN_03018","JMHMHBON_03236","MOBEGOEH_02780","GDOIKAKM_03209","MPAHEGDA_02015","PEGBKDIG_02016","EDAOGEGO_01832","KOJFNNPD_03074","MLOHFGPA_04123","EGKOAKEK_03312","MHLDJHJA_01281","CKEGPAKG_00981","FHGKKJNF_00580","PKILBCIH_02934","EJOKNHIB_03418"
"group_2490","","hypothetical protein",575,575,1,1,534,4,7,"",293,293,293,"AIHABEGN_02791","JMHMHBON_03009","MOBEGOEH_03007","GDOIKAKM_04387","MPAHEGDA_01359","PEGBKDIG_04062","EDAOGEGO_01605","KOJFNNPD_03301","MLOHFGPA_00200","EGKOAKEK_03085","MHLDJHJA_03552","CKEGPAKG_01208","FHGKKJNF_01751","PKILBCIH_04357","EJOKNHIB_03643"
"group_2491","","hypothetical protein",575,575,1,1,533,4,8,"",176,176,176,"AIHABEGN_02790","JMHMHBON_03008","MOBEGOEH_03008","GDOIKAKM_04388","MPAHEGDA_01360","PEGBKDIG_04063","EDAOGEGO_01604","KOJFNNPD_03302","MLOHFGPA_00201","EGKOAKEK_03084","MHLDJHJA_03551","CKEGPAKG_01209","FHGKKJNF_01752","PKILBCIH_04358","EJOKNHIB_03644"
"group_2492","","hypothetical protein",575,575,1,1,532,4,6,"",116,116,116,"AIHABEGN_02789","JMHMHBON_03007","MOBEGOEH_03009","GDOIKAKM_04389","MPAHEGDA_01361","PEGBKDIG_04064","EDAOGEGO_01603","KOJFNNPD_03303","MLOHFGPA_00202","EGKOAKEK_03083","MHLDJHJA_03550","CKEGPAKG_01210","FHGKKJNF_01753","PKILBCIH_04359","EJOKNHIB_03645"
"group_2493","","hypothetical protein",575,575,1,1,531,4,5,"",581,581,581,"AIHABEGN_02788","JMHMHBON_03006","MOBEGOEH_03010","GDOIKAKM_04390","MPAHEGDA_01362","PEGBKDIG_04065","EDAOGEGO_01602","KOJFNNPD_03304","MLOHFGPA_00203","EGKOAKEK_03082","MHLDJHJA_03549","CKEGPAKG_01211","FHGKKJNF_01754","PKILBCIH_04360","EJOKNHIB_03646"
"group_2495","","hypothetical protein",575,575,1,1,529,4,3,"",293,293,293,"AIHABEGN_02786","JMHMHBON_03004","MOBEGOEH_03012","GDOIKAKM_04392","MPAHEGDA_01364","PEGBKDIG_04067","EDAOGEGO_01600","KOJFNNPD_03306","MLOHFGPA_00205","EGKOAKEK_03080","MHLDJHJA_03547","CKEGPAKG_01213","FHGKKJNF_01756","PKILBCIH_04362","EJOKNHIB_03648"
"ssb_2","","Single-stranded DNA-binding protein",575,575,1,1,527,4,1,"",506,506,506,"AIHABEGN_02784","JMHMHBON_03002","MOBEGOEH_03014","GDOIKAKM_04394","MPAHEGDA_01366","PEGBKDIG_04069","EDAOGEGO_01598","KOJFNNPD_03308","MLOHFGPA_00207","EGKOAKEK_03078","MHLDJHJA_03545","CKEGPAKG_01215","FHGKKJNF_01758","PKILBCIH_04364","EJOKNHIB_03650"
"group_2538","","hypothetical protein",575,575,1,1,429,10,5,"",248,248,248,"AIHABEGN_03962","JMHMHBON_03839","MOBEGOEH_04037","GDOIKAKM_03511","MPAHEGDA_02226","PEGBKDIG_02805","EDAOGEGO_03810","KOJFNNPD_03339","MLOHFGPA_02454","EGKOAKEK_04038","MHLDJHJA_02657","CKEGPAKG_02921","FHGKKJNF_03373","PKILBCIH_03250","EJOKNHIB_04029"
"group_2861","","hypothetical protein",575,575,1,1,4422,186,1,"",320,320,320,"AIHABEGN_00877","JMHMHBON_01993","MOBEGOEH_00945","GDOIKAKM_00877","MPAHEGDA_04240","PEGBKDIG_02141","EDAOGEGO_02397","KOJFNNPD_00850","MLOHFGPA_00463","EGKOAKEK_01689","MHLDJHJA_01116","CKEGPAKG_02213","FHGKKJNF_02867","PKILBCIH_01370","EJOKNHIB_01621"
"group_288","","hypothetical protein",575,575,1,1,6048,123,1,"",248,1388,1384,"AIHABEGN_01347","JMHMHBON_01664","MOBEGOEH_01347","GDOIKAKM_01347","MPAHEGDA_01685","PEGBKDIG_01429","EDAOGEGO_00251","KOJFNNPD_02557","MLOHFGPA_02580","EGKOAKEK_02091","MHLDJHJA_01917","CKEGPAKG_01803","FHGKKJNF_01586","PKILBCIH_00193","EJOKNHIB_02091"
"dmsA_2","","Dimethyl sulfoxide reductase DmsA",575,575,1,1,2118,54,2,"",1601,2429,2403,"AIHABEGN_01258","JMHMHBON_01752","MOBEGOEH_01258","GDOIKAKM_01258","MPAHEGDA_01774","PEGBKDIG_01518","EDAOGEGO_00340","KOJFNNPD_02646","MLOHFGPA_02859","EGKOAKEK_02002","MHLDJHJA_01828","CKEGPAKG_01714","FHGKKJNF_02075","PKILBCIH_00104","EJOKNHIB_02002"
"group_2937","","hypothetical protein",575,575,1,1,4559,9,4,"",458,458,458,"AIHABEGN_01001","JMHMHBON_02117","MOBEGOEH_00821","GDOIKAKM_01001","MPAHEGDA_02935","PEGBKDIG_03443","EDAOGEGO_02522","KOJFNNPD_00974","MLOHFGPA_03457","EGKOAKEK_01565","MHLDJHJA_03431","CKEGPAKG_03507","FHGKKJNF_04569","PKILBCIH_01245","EJOKNHIB_01745"
"group_2938","","hypothetical protein",575,575,1,1,4560,9,5,"",89,89,89,"AIHABEGN_01002","JMHMHBON_02118","MOBEGOEH_00820","GDOIKAKM_01002","MPAHEGDA_02936","PEGBKDIG_03442","EDAOGEGO_02523","KOJFNNPD_00975","MLOHFGPA_03458","EGKOAKEK_01564","MHLDJHJA_03432","CKEGPAKG_03506","FHGKKJNF_04570","PKILBCIH_01244","EJOKNHIB_01746"
"smfA","","Fimbria A protein",575,575,1,1,2396,44,2,"",560,560,560,"AIHABEGN_03801","JMHMHBON_03762","MOBEGOEH_03807","GDOIKAKM_03434","MPAHEGDA_03691","PEGBKDIG_04205","EDAOGEGO_03506","KOJFNNPD_04447","MLOHFGPA_00530","EGKOAKEK_03724","MHLDJHJA_03857","CKEGPAKG_01934","FHGKKJNF_01957","PKILBCIH_04373","EJOKNHIB_03799"
"group_3078","","hypothetical protein",575,575,1,1,2488,192,1,"",281,281,281,"AIHABEGN_03890","JMHMHBON_03673","MOBEGOEH_03718","GDOIKAKM_03345","MPAHEGDA_01617","PEGBKDIG_03839","EDAOGEGO_03595","KOJFNNPD_03754","MLOHFGPA_00619","EGKOAKEK_03812","MHLDJHJA_03016","CKEGPAKG_02024","FHGKKJNF_04202","PKILBCIH_03497","EJOKNHIB_03710"
"group_3189","","hypothetical protein",575,575,1,1,5628,6,6,"",569,569,569,"AIHABEGN_03717","JMHMHBON_03350","MOBEGOEH_03632","GDOIKAKM_02999","MPAHEGDA_04349","PEGBKDIG_04638","EDAOGEGO_02831","KOJFNNPD_03976","MLOHFGPA_03606","EGKOAKEK_04560","MHLDJHJA_04460","CKEGPAKG_04405","FHGKKJNF_03921","PKILBCIH_04564","EJOKNHIB_03348"
"group_3190","","hypothetical protein",575,575,1,1,5627,6,5,"",749,749,749,"AIHABEGN_03718","JMHMHBON_03349","MOBEGOEH_03633","GDOIKAKM_03000","MPAHEGDA_04348","PEGBKDIG_04637","EDAOGEGO_02832","KOJFNNPD_03975","MLOHFGPA_03607","EGKOAKEK_04561","MHLDJHJA_04459","CKEGPAKG_04404","FHGKKJNF_03920","PKILBCIH_04563","EJOKNHIB_03349"
"group_3191","","hypothetical protein",575,575,1,1,5625,6,3,"",737,737,737,"AIHABEGN_03720","JMHMHBON_03347","MOBEGOEH_03635","GDOIKAKM_03002","MPAHEGDA_04346","PEGBKDIG_04635","EDAOGEGO_02834","KOJFNNPD_03973","MLOHFGPA_03609","EGKOAKEK_04563","MHLDJHJA_04457","CKEGPAKG_04402","FHGKKJNF_03918","PKILBCIH_04561","EJOKNHIB_03351"
"group_3194","","hypothetical protein",575,575,1,1,5621,24,2,"",245,245,245,"AIHABEGN_03724","JMHMHBON_03343","MOBEGOEH_03639","GDOIKAKM_03006","MPAHEGDA_04342","PEGBKDIG_04631","EDAOGEGO_02838","KOJFNNPD_03969","MLOHFGPA_03613","EGKOAKEK_04567","MHLDJHJA_04453","CKEGPAKG_04398","FHGKKJNF_03914","PKILBCIH_04557","EJOKNHIB_03355"
"group_3196","","hypothetical protein",575,575,1,1,5619,138,1,"",185,185,185,"AIHABEGN_03726","JMHMHBON_03341","MOBEGOEH_03641","GDOIKAKM_03008","MPAHEGDA_04340","PEGBKDIG_04629","EDAOGEGO_02840","KOJFNNPD_03967","MLOHFGPA_03615","EGKOAKEK_04569","MHLDJHJA_04451","CKEGPAKG_04396","FHGKKJNF_03912","PKILBCIH_04555","EJOKNHIB_03357"
"rsmG","","Ribosomal RNA small subunit methyltransferase G",575,575,1,1,1377,152,1,"",623,623,623,"AIHABEGN_04382","JMHMHBON_04294","MOBEGOEH_04304","GDOIKAKM_04305","MPAHEGDA_03430","PEGBKDIG_03945","EDAOGEGO_04268","KOJFNNPD_04197","MLOHFGPA_03547","EGKOAKEK_04340","MHLDJHJA_03344","CKEGPAKG_03638","FHGKKJNF_01385","PKILBCIH_04104","EJOKNHIB_04400"
"pnbA","","Para-nitrobenzyl esterase",575,575,1,1,4990,1,526,"",608,1508,1504,"AIHABEGN_02166","JMHMHBON_00496","MOBEGOEH_01847","GDOIKAKM_01848","MPAHEGDA_00295","PEGBKDIG_04195","EDAOGEGO_03407","KOJFNNPD_01697","MLOHFGPA_00924","EGKOAKEK_00252","MHLDJHJA_00970","CKEGPAKG_02258","FHGKKJNF_01668","PKILBCIH_00600","EJOKNHIB_00253"
"rna_2","","Ribonuclease I",575,575,1,1,384,26,2,"",392,806,395,"AIHABEGN_03999","JMHMHBON_03876","MOBEGOEH_04000","GDOIKAKM_03548","MPAHEGDA_02189","PEGBKDIG_02842","EDAOGEGO_03847","KOJFNNPD_03376","MLOHFGPA_02491","EGKOAKEK_04000","MHLDJHJA_02620","CKEGPAKG_02884","FHGKKJNF_03980","PKILBCIH_03213","EJOKNHIB_03992"
"pipB","","Secreted effector protein PipB",575,575,1,1,4505,128,1,"",563,875,873,"AIHABEGN_00954","JMHMHBON_02070","MOBEGOEH_00868","GDOIKAKM_00954","MPAHEGDA_02889","PEGBKDIG_03490","EDAOGEGO_02475","KOJFNNPD_00927","MLOHFGPA_03278","EGKOAKEK_01612","MHLDJHJA_01039","CKEGPAKG_03554","FHGKKJNF_01432","PKILBCIH_01292","EJOKNHIB_01698"
"ccmH","","Cytochrome c-type biogenesis protein CcmH",575,575,1,1,1437,1,577,"",335,1043,1040,"AIHABEGN_04678","JMHMHBON_04677","MOBEGOEH_04671","GDOIKAKM_04677","MPAHEGDA_04647","PEGBKDIG_04661","EDAOGEGO_04713","KOJFNNPD_04686","MLOHFGPA_04705","EGKOAKEK_04608","MHLDJHJA_04614","CKEGPAKG_04478","FHGKKJNF_04542","PKILBCIH_04700","EJOKNHIB_04837"
"gntR_4","","HTH-type transcriptional regulator GntR",575,575,1,1,3902,1,498,"",368,1337,1013,"AIHABEGN_02685","JMHMHBON_02903","MOBEGOEH_02092","GDOIKAKM_02638","MPAHEGDA_01171","PEGBKDIG_03317","EDAOGEGO_00948","KOJFNNPD_02037","MLOHFGPA_01724","EGKOAKEK_02979","MHLDJHJA_00623","CKEGPAKG_02455","FHGKKJNF_00378","PKILBCIH_00940","EJOKNHIB_02805"
"dbpA","","ATP-dependent RNA helicase DbpA",575,575,1,1,4952,133,2,"",665,1373,1371,"AIHABEGN_02199","JMHMHBON_00529","MOBEGOEH_01814","GDOIKAKM_01815","MPAHEGDA_00262","PEGBKDIG_02569","EDAOGEGO_03374","KOJFNNPD_01730","MLOHFGPA_00957","EGKOAKEK_00219","MHLDJHJA_00936","CKEGPAKG_01643","FHGKKJNF_03227","PKILBCIH_00633","EJOKNHIB_00220"
"xerD_1","","Tyrosine recombinase XerD",575,575,1,1,2863,81,3,"",428,896,895,"AIHABEGN_00307","JMHMHBON_01107","MOBEGOEH_00307","GDOIKAKM_00306","MPAHEGDA_02771","PEGBKDIG_00729","EDAOGEGO_01580","KOJFNNPD_00363","MLOHFGPA_01966","EGKOAKEK_01106","MHLDJHJA_00015","CKEGPAKG_03061","FHGKKJNF_04247","PKILBCIH_04636","EJOKNHIB_01051"
"ynfF_2","","putative dimethyl sulfoxide reductase chain YnfF",575,575,1,1,393,115,1,"",1025,1946,1944,"AIHABEGN_03993","JMHMHBON_03870","MOBEGOEH_04006","GDOIKAKM_03542","MPAHEGDA_02195","PEGBKDIG_02836","EDAOGEGO_03841","KOJFNNPD_03370","MLOHFGPA_02485","EGKOAKEK_04006","MHLDJHJA_02626","CKEGPAKG_02890","FHGKKJNF_03986","PKILBCIH_03219","EJOKNHIB_03998"
"zitB","","Zinc transporter ZitB",575,575,1,1,262,95,1,"",662,938,937,"AIHABEGN_04128","JMHMHBON_04005","MOBEGOEH_03871","GDOIKAKM_03677","MPAHEGDA_04592","PEGBKDIG_02971","EDAOGEGO_04431","KOJFNNPD_03505","","EGKOAKEK_03871","MHLDJHJA_03976","CKEGPAKG_03783","FHGKKJNF_04099","PKILBCIH_03084","EJOKNHIB_03863"
"aptA","","Apulose-4-phosphate transketolase subunit A",575,575,1,1,3896,23,1,"",503,830,829,"AIHABEGN_02689","JMHMHBON_02907","MOBEGOEH_02088","GDOIKAKM_02642","MPAHEGDA_01175","PEGBKDIG_03321","EDAOGEGO_00944","KOJFNNPD_02033","MLOHFGPA_01720","EGKOAKEK_02983","MHLDJHJA_00619","CKEGPAKG_02459","FHGKKJNF_00382","PKILBCIH_00936","EJOKNHIB_02801"
"gadC","","Glutamate/gamma-aminobutyrate antiporter",575,575,1,1,3917,109,1,"",965,1421,1420,"AIHABEGN_02671","JMHMHBON_02889","MOBEGOEH_02106","GDOIKAKM_02624","MPAHEGDA_01157","PEGBKDIG_03303","EDAOGEGO_00962","KOJFNNPD_02051","MLOHFGPA_01738","EGKOAKEK_02965","MHLDJHJA_00637","CKEGPAKG_02441","FHGKKJNF_00364","PKILBCIH_00954","EJOKNHIB_02819"
"rocR","","Arginine utilization regulatory protein RocR",575,575,1,1,3919,120,2,"",869,1427,1426,"AIHABEGN_02669","JMHMHBON_02887","MOBEGOEH_02108","GDOIKAKM_02622","MPAHEGDA_01155","PEGBKDIG_03301","EDAOGEGO_00964","KOJFNNPD_02053","MLOHFGPA_01740","EGKOAKEK_02963","MHLDJHJA_00639","CKEGPAKG_02439","FHGKKJNF_00362","PKILBCIH_00956","EJOKNHIB_02821"
"group_1055","","hypothetical protein",574,574,1,1,5622,24,1,"",212,533,483,"AIHABEGN_03723","JMHMHBON_03344","MOBEGOEH_03638","GDOIKAKM_03005","MPAHEGDA_04343","PEGBKDIG_04632","EDAOGEGO_02837","KOJFNNPD_03970","MLOHFGPA_03612","EGKOAKEK_04566","MHLDJHJA_04454","CKEGPAKG_04399","FHGKKJNF_03915","PKILBCIH_04558","EJOKNHIB_03354"
