"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR14272156","SRR14272154","SRR28323368","NDSU24","SRR19513358","SRR10037239","SRR28323382","SRR7041622","SRR27779120","SRR16506855","NDSU8","SRR5666360","SRR25926991","SRR4292607","SRR5905016"
"group_2813","","IS256 family transposase ISEc39",566,566,1,1,3959,14,3,"",500,500,500,"HKKILDPC_02562","HAANCNKA_02691","FCMCIBEK_02811","DFEIMHLH_03100","NAFJMCME_02240","OOMIMPCI_02904","KOLBENFC_02920","KJAFDFOC_01512","BONMFOJB_02853","MMJAGEHG_02585","CDDPGOFG_00215","KHAGAGIB_02055","MAFDEBPG_00887","MKNEJKNF_01255","BIBHBEME_00825"
"group_2826","","putative protein",566,566,1,1,4108,169,1,"",812,812,812,"HKKILDPC_02723","HAANCNKA_02531","FCMCIBEK_02972","DFEIMHLH_02940","NAFJMCME_02401","OOMIMPCI_03064","KOLBENFC_02760","KJAFDFOC_02429","BONMFOJB_03014","MMJAGEHG_02425","CDDPGOFG_00055","KHAGAGIB_03819","MAFDEBPG_00727","MKNEJKNF_01095","BIBHBEME_03999"
"group_3177","","hypothetical protein",566,566,1,1,5657,1,262,"",152,152,152,"HKKILDPC_03498","HAANCNKA_03236","FCMCIBEK_03413","DFEIMHLH_00014","NAFJMCME_03178","OOMIMPCI_03694","KOLBENFC_03449","KJAFDFOC_02917","BONMFOJB_04481","MMJAGEHG_03423","CDDPGOFG_03347","KHAGAGIB_03588","MAFDEBPG_03183","MKNEJKNF_04110","BIBHBEME_02973"
"group_470","","hypothetical protein",566,566,1,1,4811,38,2,"",149,452,422,"HKKILDPC_02099","HAANCNKA_00320","FCMCIBEK_00088","DFEIMHLH_00757","NAFJMCME_00664","OOMIMPCI_00660","KOLBENFC_00656","KJAFDFOC_03321","BONMFOJB_00087","MMJAGEHG_01684","CDDPGOFG_01694","KHAGAGIB_04019","MAFDEBPG_01522","MKNEJKNF_03769","BIBHBEME_02637"
"rfaB","","Lipopolysaccharide 1,6-galactosyltransferase",566,566,1,1,1898,5,6,"",968,1079,1077,"HKKILDPC_01922","HAANCNKA_02153","FCMCIBEK_02577","DFEIMHLH_02795","NAFJMCME_02006","OOMIMPCI_02436","KOLBENFC_02615","","BONMFOJB_02433","MMJAGEHG_02094","CDDPGOFG_03050","KHAGAGIB_00580","MAFDEBPG_02671","MKNEJKNF_00366","BIBHBEME_04644"
"group_1654","","hypothetical protein",565,565,1,1,5653,1,266,"",485,734,701,"HKKILDPC_03494","HAANCNKA_03232","FCMCIBEK_03409","DFEIMHLH_00018","NAFJMCME_03174","OOMIMPCI_03698","KOLBENFC_03445","KJAFDFOC_02913","BONMFOJB_04477","MMJAGEHG_03419","CDDPGOFG_03343","KHAGAGIB_03592","MAFDEBPG_03187","MKNEJKNF_04114","BIBHBEME_02977"
"yeeN","","putative transcriptional regulatory protein YeeN",565,565,1,1,6144,34,3,"",479,710,703,"HKKILDPC_01439","HAANCNKA_01904","FCMCIBEK_02143","DFEIMHLH_02360","NAFJMCME_01396","OOMIMPCI_02059","KOLBENFC_02052","KJAFDFOC_04281","BONMFOJB_02183","MMJAGEHG_01438","CDDPGOFG_04755","KHAGAGIB_04365","MAFDEBPG_04222","MKNEJKNF_04176","BIBHBEME_03864"
"yddG","","Methyl viologen resistance protein YddG",565,565,1,1,5052,1,523,"",881,881,881,"HKKILDPC_02316","HAANCNKA_00103","FCMCIBEK_00305","DFEIMHLH_00540","NAFJMCME_00447","OOMIMPCI_00443","KOLBENFC_00439","KJAFDFOC_00537","BONMFOJB_00304","MMJAGEHG_01901","CDDPGOFG_00480","KHAGAGIB_01535","MAFDEBPG_02475","MKNEJKNF_03232","BIBHBEME_00130"
"yfcP_1","","putative fimbrial-like protein YfcP",565,565,1,1,2952,145,1,"",491,491,491,"HKKILDPC_00399","HAANCNKA_01220","FCMCIBEK_01143","DFEIMHLH_01241","NAFJMCME_02526","OOMIMPCI_01015","KOLBENFC_01139","KJAFDFOC_02561","BONMFOJB_01013","MMJAGEHG_00399","CDDPGOFG_02987","KHAGAGIB_00919","MAFDEBPG_02664","MKNEJKNF_00079","BIBHBEME_01550"
"group_2515","","hypothetical protein",565,565,1,1,485,1,209,"",389,389,389,"HKKILDPC_04652","HAANCNKA_04612","FCMCIBEK_04657","DFEIMHLH_01727","NAFJMCME_04645","OOMIMPCI_04677","KOLBENFC_04656","KJAFDFOC_04582","BONMFOJB_04669","MMJAGEHG_04751","CDDPGOFG_01333","KHAGAGIB_04652","MAFDEBPG_00348","MKNEJKNF_04552","BIBHBEME_04350"
"group_2516","","hypothetical protein",565,565,1,1,484,1,210,"",404,404,404,"HKKILDPC_04653","HAANCNKA_04613","FCMCIBEK_04656","DFEIMHLH_01726","NAFJMCME_04644","OOMIMPCI_04678","KOLBENFC_04657","KJAFDFOC_04581","BONMFOJB_04668","MMJAGEHG_04752","CDDPGOFG_01332","KHAGAGIB_04651","MAFDEBPG_00349","MKNEJKNF_04553","BIBHBEME_04351"
"group_3213","","hypothetical protein",565,565,1,1,5599,2,9,"",494,494,494,"HKKILDPC_03443","HAANCNKA_03181","FCMCIBEK_03358","DFEIMHLH_00071","NAFJMCME_03123","OOMIMPCI_03750","KOLBENFC_03394","KJAFDFOC_04431","BONMFOJB_04426","MMJAGEHG_04708","CDDPGOFG_03292","KHAGAGIB_03644","MAFDEBPG_04481","MKNEJKNF_04385","BIBHBEME_03769"
"arcC2","","Carbamate kinase 2",565,565,1,1,562,65,3,"",566,893,891,"HKKILDPC_02821","HAANCNKA_04349","FCMCIBEK_03070","DFEIMHLH_01789","NAFJMCME_04394","OOMIMPCI_03405","KOLBENFC_03350","KJAFDFOC_03425","BONMFOJB_03117","MMJAGEHG_02774","CDDPGOFG_00850","KHAGAGIB_01921","MAFDEBPG_00286","MKNEJKNF_03505","BIBHBEME_02594"
"dlsT_2","","Serine transporter",565,565,1,1,2657,137,1,"",176,176,176,"HKKILDPC_00109","HAANCNKA_01510","FCMCIBEK_00853","DFEIMHLH_00951","NAFJMCME_03014","OOMIMPCI_01305","KOLBENFC_00849","KJAFDFOC_01277","BONMFOJB_01303","MMJAGEHG_00109","CDDPGOFG_02826","KHAGAGIB_01210","MAFDEBPG_00460","MKNEJKNF_02426","BIBHBEME_04166"
"group_797","","hypothetical protein",565,565,1,1,816,67,1,"",344,740,739,"HKKILDPC_03046","HAANCNKA_03536","FCMCIBEK_03296","DFEIMHLH_02014","NAFJMCME_03607","OOMIMPCI_03180","KOLBENFC_03125","KJAFDFOC_02895","BONMFOJB_03342","MMJAGEHG_02999","","KHAGAGIB_01698","MAFDEBPG_00061","MKNEJKNF_01440","BIBHBEME_02116"
"group_1687","","hypothetical protein",564,564,1,1,1217,1,1088,"",206,575,574,"HKKILDPC_04599","HAANCNKA_04560","FCMCIBEK_04353","DFEIMHLH_04397","NAFJMCME_04570","OOMIMPCI_04528","KOLBENFC_04433","KJAFDFOC_03235","BONMFOJB_04353","MMJAGEHG_04759","CDDPGOFG_04560","KHAGAGIB_04271","MAFDEBPG_03487","MKNEJKNF_04622","BIBHBEME_02395"
"fdnG_2","","Formate dehydrogenase, nitrate-inducible, major subunit",564,564,1,1,5056,1,504,"",1061,2411,2401,"HKKILDPC_02318","HAANCNKA_00101","FCMCIBEK_00307","DFEIMHLH_00538","NAFJMCME_00445","OOMIMPCI_00441","KOLBENFC_00437","KJAFDFOC_00539","BONMFOJB_00306","MMJAGEHG_01903","CDDPGOFG_00482","KHAGAGIB_01537","MAFDEBPG_02473","MKNEJKNF_03234","BIBHBEME_00132"
"fdnG_1","","Formate dehydrogenase, nitrate-inducible, major subunit",564,564,1,1,5055,1,507,"",587,587,587,"HKKILDPC_02317","HAANCNKA_00102","FCMCIBEK_00306","DFEIMHLH_00539","NAFJMCME_00446","OOMIMPCI_00442","KOLBENFC_00438","KJAFDFOC_00538","BONMFOJB_00305","MMJAGEHG_01902","CDDPGOFG_00481","KHAGAGIB_01536","MAFDEBPG_02474","MKNEJKNF_03233","BIBHBEME_00131"
"group_2588","","hypothetical protein",564,564,1,1,6143,34,2,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",107,107,107,"HKKILDPC_01438","HAANCNKA_01903","FCMCIBEK_02142","DFEIMHLH_02359","NAFJMCME_01397","OOMIMPCI_02060","KOLBENFC_02053","KJAFDFOC_04282","BONMFOJB_02182","MMJAGEHG_01437","CDDPGOFG_04756","KHAGAGIB_04366","MAFDEBPG_04223","MKNEJKNF_04177","BIBHBEME_03865"
"folP","","Dihydropteroate synthase",564,564,1,1,2604,49,1,"",572,848,840,"HKKILDPC_00059","HAANCNKA_01560","FCMCIBEK_00803","DFEIMHLH_00901","NAFJMCME_03064","OOMIMPCI_01355","KOLBENFC_00799","KJAFDFOC_01327","BONMFOJB_01353","MMJAGEHG_00059","CDDPGOFG_02776","KHAGAGIB_01260","MAFDEBPG_00410","MKNEJKNF_02376","BIBHBEME_01316"
"betI","","HTH-type transcriptional regulator BetI",564,564,1,1,431,10,7,"",212,587,578,"HKKILDPC_03956","HAANCNKA_03898","FCMCIBEK_03875","","NAFJMCME_03683","OOMIMPCI_04127","KOLBENFC_04064","KJAFDFOC_01534","BONMFOJB_03844","MMJAGEHG_03884","CDDPGOFG_01291","KHAGAGIB_03359","MAFDEBPG_01983","MKNEJKNF_03969","BIBHBEME_00952"
"bioF","","8-amino-7-oxononanoate synthase",563,563,1,1,4223,53,2,"",683,1157,1151,"HKKILDPC_00696","HAANCNKA_00923","FCMCIBEK_01829","DFEIMHLH_03422","NAFJMCME_00777","OOMIMPCI_01872","KOLBENFC_01436","KJAFDFOC_03564","BONMFOJB_01869","MMJAGEHG_00696","CDDPGOFG_02664","","MAFDEBPG_03617","MKNEJKNF_03417","BIBHBEME_02451"
"group_2486","","hypothetical protein",563,563,1,1,541,168,1,"",722,722,722,"HKKILDPC_02802","HAANCNKA_04368","FCMCIBEK_03051","DFEIMHLH_01770","NAFJMCME_04375","OOMIMPCI_03424","KOLBENFC_03369","KJAFDFOC_03444","BONMFOJB_03098","MMJAGEHG_02755","","KHAGAGIB_04670","MAFDEBPG_00305","MKNEJKNF_03486","BIBHBEME_02613"
"group_3262","","hypothetical protein",563,563,1,1,1215,1,1086,"",413,413,413,"HKKILDPC_04601","HAANCNKA_04562","FCMCIBEK_04351","DFEIMHLH_04399","NAFJMCME_04568","OOMIMPCI_04530","KOLBENFC_04435","KJAFDFOC_03233","BONMFOJB_04351","MMJAGEHG_04761","CDDPGOFG_04558","KHAGAGIB_04269","MAFDEBPG_03485","MKNEJKNF_04620","BIBHBEME_02393"
"group_3263","","hypothetical protein",563,563,1,1,1216,1,1087,"",302,302,302,"HKKILDPC_04600","HAANCNKA_04561","FCMCIBEK_04352","DFEIMHLH_04398","NAFJMCME_04569","OOMIMPCI_04529","KOLBENFC_04434","KJAFDFOC_03234","BONMFOJB_04352","MMJAGEHG_04760","CDDPGOFG_04559","KHAGAGIB_04270","MAFDEBPG_03486","MKNEJKNF_04621","BIBHBEME_02394"
"yjgN_1","","Inner membrane protein YjgN",562,562,1,1,6104,110,1,"",320,320,320,"HKKILDPC_01402","HAANCNKA_01867","FCMCIBEK_02106","DFEIMHLH_02323","NAFJMCME_01433","OOMIMPCI_02096","KOLBENFC_02089","","BONMFOJB_02146","MMJAGEHG_01401","CDDPGOFG_02294","KHAGAGIB_04539","MAFDEBPG_04522","MKNEJKNF_01787",""
"stpA_2","","DNA-binding protein StpA",562,562,1,1,1219,1,1092,"",434,434,434,"HKKILDPC_04597","HAANCNKA_04558","FCMCIBEK_04355","DFEIMHLH_04395","NAFJMCME_04572","OOMIMPCI_04526","KOLBENFC_04431","KJAFDFOC_03237","BONMFOJB_04355","MMJAGEHG_04757","CDDPGOFG_04562","KHAGAGIB_04273","MAFDEBPG_03489","MKNEJKNF_04591","BIBHBEME_02397"
"group_3266","","hypothetical protein",562,562,1,1,1223,1,1096,"",95,95,95,"HKKILDPC_04594","HAANCNKA_04555","FCMCIBEK_04358","DFEIMHLH_04428","NAFJMCME_04575","OOMIMPCI_04523","KOLBENFC_04428","KJAFDFOC_03240","BONMFOJB_04358","MMJAGEHG_04553","CDDPGOFG_04145","KHAGAGIB_04276","MAFDEBPG_03492","MKNEJKNF_04588","BIBHBEME_02400"
"group_463","","hypothetical protein",562,562,1,1,5084,1,137,"",530,1091,1082,"HKKILDPC_02339","HAANCNKA_00080","FCMCIBEK_00328","DFEIMHLH_00517","NAFJMCME_00424","OOMIMPCI_00420","KOLBENFC_00416","KJAFDFOC_00560","BONMFOJB_00327","MMJAGEHG_01924","CDDPGOFG_00503","KHAGAGIB_01558","MAFDEBPG_02452","MKNEJKNF_03255","BIBHBEME_00153"
"bin3","","Putative transposon Tn552 DNA-invertase bin3",562,562,1,1,1224,1,1098,"",365,644,632,"HKKILDPC_04593","HAANCNKA_04554","FCMCIBEK_04359","DFEIMHLH_04429","NAFJMCME_04576","OOMIMPCI_04522","KOLBENFC_04427","KJAFDFOC_03241","BONMFOJB_04359","MMJAGEHG_04554","CDDPGOFG_04146","KHAGAGIB_04277","MAFDEBPG_03493","MKNEJKNF_04587","BIBHBEME_02401"
"galS_1","","HTH-type transcriptional regulator GalS",562,562,1,1,5076,73,2,"",359,980,977,"HKKILDPC_02333","HAANCNKA_00086","FCMCIBEK_00322","DFEIMHLH_00523","NAFJMCME_00430","OOMIMPCI_00426","KOLBENFC_00422","KJAFDFOC_00554","BONMFOJB_00321","MMJAGEHG_01918","CDDPGOFG_00497","KHAGAGIB_01552","MAFDEBPG_02458","MKNEJKNF_03249","BIBHBEME_00147"
"symE","","Endoribonuclease SymE",561,561,1,1,175,7,9,"",257,257,257,"HKKILDPC_03064","HAANCNKA_03518","FCMCIBEK_03314","DFEIMHLH_02032","NAFJMCME_03625","OOMIMPCI_03162","KOLBENFC_03107","","BONMFOJB_03360","MMJAGEHG_03017","CDDPGOFG_03876","KHAGAGIB_01680","MAFDEBPG_00043","MKNEJKNF_03817","BIBHBEME_04296"
"group_262","","hypothetical protein",561,561,1,1,1221,1,1094,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",272,1127,1123,"HKKILDPC_04595","HAANCNKA_04556","FCMCIBEK_04357","","NAFJMCME_04574","OOMIMPCI_04524","KOLBENFC_04429","KJAFDFOC_03239","BONMFOJB_04357","MMJAGEHG_04552","CDDPGOFG_04144","KHAGAGIB_04275","MAFDEBPG_03491","MKNEJKNF_04589","BIBHBEME_02399"
"group_1263","","hypothetical protein",560,560,1,1,3075,37,1,"",239,284,283,"HKKILDPC_00609","HAANCNKA_01010","FCMCIBEK_01353","DFEIMHLH_01451","NAFJMCME_02735","OOMIMPCI_00805","KOLBENFC_01350","","BONMFOJB_00803","MMJAGEHG_00609","CDDPGOFG_03246","KHAGAGIB_02892","MAFDEBPG_01823","MKNEJKNF_00288","BIBHBEME_03447"
"group_1652","","hypothetical protein",560,560,1,1,5660,1,259,"",290,290,290,"HKKILDPC_03501","HAANCNKA_03239","FCMCIBEK_03416","DFEIMHLH_00011","NAFJMCME_03181","OOMIMPCI_03691","KOLBENFC_03452","KJAFDFOC_02920","BONMFOJB_04484","MMJAGEHG_03426","CDDPGOFG_03350","KHAGAGIB_03585","MAFDEBPG_03180","MKNEJKNF_04107","BIBHBEME_02970"
"hybO","","Hydrogenase-2 small chain",560,560,1,1,2751,1,411,"",1118,1118,1118,"HKKILDPC_00200","HAANCNKA_01419","FCMCIBEK_00944","DFEIMHLH_01042","NAFJMCME_02923","OOMIMPCI_01214","KOLBENFC_00940","KJAFDFOC_04100","BONMFOJB_01212","MMJAGEHG_00200","CDDPGOFG_02457","KHAGAGIB_01119","MAFDEBPG_00551","MKNEJKNF_02097",""
"group_2287","","hypothetical protein",560,560,1,1,2750,1,410,"",287,287,287,"HKKILDPC_00199","HAANCNKA_01420","FCMCIBEK_00943","DFEIMHLH_01041","NAFJMCME_02924","OOMIMPCI_01215","KOLBENFC_00939","KJAFDFOC_04099","BONMFOJB_01213","MMJAGEHG_00199","CDDPGOFG_02456","KHAGAGIB_01120","MAFDEBPG_00550","MKNEJKNF_02096",""
"group_2288","","hypothetical protein",560,560,1,1,2748,1,408,"",494,494,494,"HKKILDPC_00197","HAANCNKA_01422","FCMCIBEK_00941","DFEIMHLH_01039","NAFJMCME_02926","OOMIMPCI_01217","KOLBENFC_00937","KJAFDFOC_04097","BONMFOJB_01215","MMJAGEHG_00197","CDDPGOFG_02454","KHAGAGIB_01122","MAFDEBPG_00548","MKNEJKNF_02094",""
"group_2324","","hypothetical protein",560,560,1,1,176,7,8,"",248,248,248,"HKKILDPC_03063","HAANCNKA_03519","FCMCIBEK_03313","DFEIMHLH_02031","NAFJMCME_03624","OOMIMPCI_03163","KOLBENFC_03108","KJAFDFOC_02912","BONMFOJB_03359","MMJAGEHG_03016","CDDPGOFG_04672","KHAGAGIB_01681","MAFDEBPG_00044","MKNEJKNF_03816",""
"group_3179","","hypothetical protein",560,560,1,1,5654,1,265,"",791,791,791,"HKKILDPC_03495","HAANCNKA_03233","FCMCIBEK_03410","DFEIMHLH_00017","NAFJMCME_03175","OOMIMPCI_03697","KOLBENFC_03446","KJAFDFOC_02914","BONMFOJB_04478","MMJAGEHG_03420","CDDPGOFG_03344","KHAGAGIB_03591","MAFDEBPG_03186","MKNEJKNF_04113","BIBHBEME_02976"
"group_3265","","hypothetical protein",560,560,1,1,1220,1,1093,"",485,485,485,"HKKILDPC_04596","HAANCNKA_04557","FCMCIBEK_04356","DFEIMHLH_04394","NAFJMCME_04573","OOMIMPCI_04525","KOLBENFC_04430","KJAFDFOC_03238","BONMFOJB_04356","MMJAGEHG_04551","CDDPGOFG_04143","KHAGAGIB_04274","MAFDEBPG_03490","MKNEJKNF_04590","BIBHBEME_02398"
"group_3408","","hypothetical protein",560,560,1,1,5266,179,1,"",215,215,215,"HKKILDPC_03195","HAANCNKA_03092","FCMCIBEK_00496","","NAFJMCME_00256","OOMIMPCI_00252","KOLBENFC_00248","KJAFDFOC_02016","BONMFOJB_00495","MMJAGEHG_03309","CDDPGOFG_00893","KHAGAGIB_02458","MAFDEBPG_01194","MKNEJKNF_00789","BIBHBEME_00651"
"tolC_2","","Outer membrane protein TolC",560,560,1,1,2064,199,1,"",245,1319,1316,"HKKILDPC_01211","HAANCNKA_01676","FCMCIBEK_01914","DFEIMHLH_02132","NAFJMCME_01626","OOMIMPCI_02288","KOLBENFC_02280","","BONMFOJB_01954","MMJAGEHG_01210","CDDPGOFG_03429","KHAGAGIB_02256","MAFDEBPG_04562","MKNEJKNF_04416","BIBHBEME_04594"
"group_1381","","hypothetical protein",559,559,1,1,519,1,182,"",152,332,331,"HKKILDPC_02779","HAANCNKA_04391","FCMCIBEK_03028","DFEIMHLH_01747","NAFJMCME_04352","OOMIMPCI_03447","KOLBENFC_03392","KJAFDFOC_03467","BONMFOJB_03075","MMJAGEHG_02732","CDDPGOFG_01353","KHAGAGIB_04693","MAFDEBPG_00328","MKNEJKNF_03463","BIBHBEME_02636"
"group_1917","","hypothetical protein",559,559,1,1,4981,13,2,"",416,416,416,"HKKILDPC_02256","HAANCNKA_00163","FCMCIBEK_00245","DFEIMHLH_00600","NAFJMCME_00507","OOMIMPCI_00503","KOLBENFC_00499","KJAFDFOC_00477","BONMFOJB_00244","MMJAGEHG_01841","CDDPGOFG_00420","KHAGAGIB_01475","MAFDEBPG_02313","MKNEJKNF_03172","BIBHBEME_00070"
"barA","","Signal transduction histidine-protein kinase BarA",559,559,1,1,2948,1,499,"",545,2756,2749,"HKKILDPC_00395","HAANCNKA_01224","FCMCIBEK_01139","DFEIMHLH_01237","NAFJMCME_02522","OOMIMPCI_01019","KOLBENFC_01135","KJAFDFOC_02557","BONMFOJB_01017","MMJAGEHG_00395","CDDPGOFG_02983","KHAGAGIB_00923","MAFDEBPG_02660","MKNEJKNF_00075","BIBHBEME_01546"
"glmM_2","","Phosphoglucosamine mutase",559,559,1,1,5749,166,1,"",1433,1433,1433,"HKKILDPC_03584","HAANCNKA_03322","FCMCIBEK_03499","DFEIMHLH_03930","NAFJMCME_03264","OOMIMPCI_03608","KOLBENFC_03535","KJAFDFOC_04648","BONMFOJB_03472","MMJAGEHG_03509","CDDPGOFG_01446","KHAGAGIB_03502","","MKNEJKNF_04278","BIBHBEME_04278"
"group_3201","","hypothetical protein",559,559,1,1,5614,32,3,"",224,224,224,"HKKILDPC_03457","HAANCNKA_03195","FCMCIBEK_03372","DFEIMHLH_00057","NAFJMCME_03137","OOMIMPCI_03736","KOLBENFC_03408","KJAFDFOC_04445","BONMFOJB_04440","MMJAGEHG_04722","CDDPGOFG_03306","KHAGAGIB_03630","MAFDEBPG_04495","MKNEJKNF_04371","BIBHBEME_03755"
"group_370","","hypothetical protein",559,559,1,1,2874,19,3,"",275,476,434,"HKKILDPC_00319","HAANCNKA_01300","FCMCIBEK_01063","DFEIMHLH_01161","NAFJMCME_02804","OOMIMPCI_01095","KOLBENFC_01059","KJAFDFOC_02652","BONMFOJB_01093","MMJAGEHG_00319","CDDPGOFG_02121","KHAGAGIB_01000","MAFDEBPG_00670","MKNEJKNF_04486","BIBHBEME_01270"
"maeA","","NAD-dependent malic enzyme",559,559,1,1,5060,1,512,"",1403,1697,1694,"HKKILDPC_02322","HAANCNKA_00097","FCMCIBEK_00311","DFEIMHLH_00534","NAFJMCME_00441","OOMIMPCI_00437","KOLBENFC_00433","KJAFDFOC_00543","BONMFOJB_00310","MMJAGEHG_01907","CDDPGOFG_00486","KHAGAGIB_01541","MAFDEBPG_02469","MKNEJKNF_03238","BIBHBEME_00136"
"mnmC","","tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC",559,559,1,1,3938,78,2,"",1514,2000,1999,"HKKILDPC_02543","HAANCNKA_02710","FCMCIBEK_02792","DFEIMHLH_03119","NAFJMCME_02221","OOMIMPCI_02885","KOLBENFC_02939","KJAFDFOC_02194","BONMFOJB_02834","MMJAGEHG_02604","CDDPGOFG_00234","KHAGAGIB_02074","MAFDEBPG_00906","MKNEJKNF_01938","BIBHBEME_02723"
"oqxB7","","multidrug efflux RND transporter permease subunit OqxB7",559,559,1,1,776,96,1,"",2507,3167,3165,"HKKILDPC_03006","HAANCNKA_03576","","DFEIMHLH_01974","NAFJMCME_03567","OOMIMPCI_03220","KOLBENFC_03165","KJAFDFOC_02855","BONMFOJB_03302","MMJAGEHG_02959","CDDPGOFG_00665","KHAGAGIB_01738","MAFDEBPG_00101","MKNEJKNF_01400","BIBHBEME_02156"
"group_805","","hypothetical protein",559,559,1,1,767,1,690,"",2768,2972,2971,"HKKILDPC_02999","HAANCNKA_03583","","DFEIMHLH_01967","NAFJMCME_03560","OOMIMPCI_03227","KOLBENFC_03172","KJAFDFOC_02848","BONMFOJB_03295","MMJAGEHG_02952","CDDPGOFG_00672","KHAGAGIB_01745","MAFDEBPG_00108","MKNEJKNF_01393","BIBHBEME_02163"
"group_1246","","hypothetical protein",558,558,1,1,5414,40,2,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",218,1124,1120,"HKKILDPC_03337","HAANCNKA_02950","FCMCIBEK_00638","DFEIMHLH_00207","NAFJMCME_00114","OOMIMPCI_00110","KOLBENFC_00107","KJAFDFOC_02396","BONMFOJB_00636","MMJAGEHG_03167","CDDPGOFG_01035","KHAGAGIB_02600","MAFDEBPG_01053","MKNEJKNF_00931","BIBHBEME_01472"
"group_1469","","hypothetical protein",558,558,1,1,1893,5,3,"",557,683,681,"HKKILDPC_01918","HAANCNKA_02157","FCMCIBEK_02573","DFEIMHLH_02791","NAFJMCME_02002","OOMIMPCI_02440","KOLBENFC_02611","KJAFDFOC_00320","BONMFOJB_02437","MMJAGEHG_02098","CDDPGOFG_03054","KHAGAGIB_00584","MAFDEBPG_03272","MKNEJKNF_00370","BIBHBEME_04174"
"group_2268","","hypothetical protein",558,558,1,1,2769,1,429,"",878,878,878,"HKKILDPC_00218","HAANCNKA_01401","FCMCIBEK_00962","DFEIMHLH_01060","NAFJMCME_02905","OOMIMPCI_01196","KOLBENFC_00958","KJAFDFOC_04118","BONMFOJB_01194","MMJAGEHG_00218","CDDPGOFG_02475","KHAGAGIB_01101","MAFDEBPG_00569","MKNEJKNF_02115",""
"exuT_1","","Hexuronate transporter",558,558,1,1,2768,1,428,"",1304,1304,1304,"HKKILDPC_00217","HAANCNKA_01402","FCMCIBEK_00961","DFEIMHLH_01059","NAFJMCME_02906","OOMIMPCI_01197","KOLBENFC_00957","KJAFDFOC_04117","BONMFOJB_01195","MMJAGEHG_00217","CDDPGOFG_02474","KHAGAGIB_01102","MAFDEBPG_00568","MKNEJKNF_02114",""
"uxuA","","Mannonate dehydratase",558,558,1,1,2767,1,427,"",1184,1184,1184,"HKKILDPC_00216","HAANCNKA_01403","FCMCIBEK_00960","DFEIMHLH_01058","NAFJMCME_02907","OOMIMPCI_01198","KOLBENFC_00956","KJAFDFOC_04116","BONMFOJB_01196","MMJAGEHG_00216","CDDPGOFG_02473","KHAGAGIB_01103","MAFDEBPG_00567","MKNEJKNF_02113",""
"por_1","","Polyol:NADP oxidoreductase",558,558,1,1,2766,1,426,"",1472,1472,1472,"HKKILDPC_00215","HAANCNKA_01404","FCMCIBEK_00959","DFEIMHLH_01057","NAFJMCME_02908","OOMIMPCI_01199","KOLBENFC_00955","KJAFDFOC_04115","BONMFOJB_01197","MMJAGEHG_00215","CDDPGOFG_02472","KHAGAGIB_01104","MAFDEBPG_00566","MKNEJKNF_02112",""
"uxaC","","Uronate isomerase",558,558,1,1,2765,1,425,"",1412,1412,1412,"HKKILDPC_00214","HAANCNKA_01405","FCMCIBEK_00958","DFEIMHLH_01056","NAFJMCME_02909","OOMIMPCI_01200","KOLBENFC_00954","KJAFDFOC_04114","BONMFOJB_01198","MMJAGEHG_00214","CDDPGOFG_02471","KHAGAGIB_01105","MAFDEBPG_00565","MKNEJKNF_02111",""
"group_2273","","hypothetical protein",558,558,1,1,2764,1,424,"",1058,1058,1058,"HKKILDPC_00213","HAANCNKA_01406","FCMCIBEK_00957","DFEIMHLH_01055","NAFJMCME_02910","OOMIMPCI_01201","KOLBENFC_00953","KJAFDFOC_04113","BONMFOJB_01199","MMJAGEHG_00213","CDDPGOFG_02470","KHAGAGIB_01106","MAFDEBPG_00564","MKNEJKNF_02110",""
"gss","","Bifunctional glutathionylspermidine synthetase/amidase",558,558,1,1,2763,1,423,"",1856,1856,1856,"HKKILDPC_00212","HAANCNKA_01407","FCMCIBEK_00956","DFEIMHLH_01054","NAFJMCME_02911","OOMIMPCI_01202","KOLBENFC_00952","KJAFDFOC_04112","BONMFOJB_01200","MMJAGEHG_00212","CDDPGOFG_02469","KHAGAGIB_01107","MAFDEBPG_00563","MKNEJKNF_02109",""
"yghU","","Disulfide-bond oxidoreductase YghU",558,558,1,1,2762,1,422,"",866,866,866,"HKKILDPC_00211","HAANCNKA_01408","FCMCIBEK_00955","DFEIMHLH_01053","NAFJMCME_02912","OOMIMPCI_01203","KOLBENFC_00951","KJAFDFOC_04111","BONMFOJB_01201","MMJAGEHG_00211","CDDPGOFG_02468","KHAGAGIB_01108","MAFDEBPG_00562","MKNEJKNF_02108",""
