"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","NDSU7","SRR7010294","SRR14766451","SRR15146546","SRR28323382","SRR23043676","SRR14766379","SRR5905513","SRR14766388","SRR6310053","SRR14766438","SRR23043674","SRR14766396","SRR28830416","SRR16297816"
"group_18","","hypothetical protein",476,476,1,1,473,1,217,"",167,1292,788,"IGPMGEKP_01563","FNDKDPDO_04622","","","KOLBENFC_04686","MKCMHNPK_04680","","JLGLOGEO_04471","NAOOLHEA_04630","DNOEEKHJ_04620","EJBBKOOG_04654","HLOGJBDP_04696","OHGNPAHP_04702","KJPJOPGC_04690","IIHPGJAB_04678"
"group_108","","hypothetical protein",475,475,1,1,3628,1,558,"",1040,2417,2411,"","FNDKDPDO_03423","JKFJINKE_03182","NAPOKNNJ_04406","KOLBENFC_04484","MKCMHNPK_04473","","","","DNOEEKHJ_04349","EJBBKOOG_04110","HLOGJBDP_04491","OHGNPAHP_00540","KJPJOPGC_04530","IIHPGJAB_04503"
"group_3437","","hypothetical protein",475,475,1,1,2044,165,1,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",128,128,128,"IGPMGEKP_00039","FNDKDPDO_03620","JKFJINKE_03374","NAPOKNNJ_02776","KOLBENFC_02299","","","JLGLOGEO_03734","NAOOLHEA_03321","DNOEEKHJ_04241","","HLOGJBDP_01943","OHGNPAHP_02027","KJPJOPGC_01564","IIHPGJAB_02304"
"group_1720","","hypothetical protein",472,472,1,1,1541,20,1,"",245,281,280,"IGPMGEKP_04676","FNDKDPDO_04328","JKFJINKE_04419","NAPOKNNJ_04473","KOLBENFC_04541","MKCMHNPK_04576","LAONLALK_03933","","NAOOLHEA_04513","DNOEEKHJ_04469","","HLOGJBDP_04606","OHGNPAHP_04610","KJPJOPGC_04585","IIHPGJAB_04515"
"group_417","","hypothetical protein",472,472,1,1,4580,180,1,"",110,131,110,"IGPMGEKP_02252","","","NAPOKNNJ_01479","KOLBENFC_01762","MKCMHNPK_01022","","","","DNOEEKHJ_04500","","HLOGJBDP_01773","OHGNPAHP_00354","KJPJOPGC_00801","IIHPGJAB_01544"
"vgrG1","","Actin cross-linking toxin VgrG1",471,471,1,1,4585,1,539,"",638,2114,2107,"IGPMGEKP_02254","","","NAPOKNNJ_01477","KOLBENFC_01764","MKCMHNPK_01024","","","","DNOEEKHJ_04498","","HLOGJBDP_01775","OHGNPAHP_00356","KJPJOPGC_00799","IIHPGJAB_01542"
"group_554","","hypothetical protein",471,471,1,1,4437,2,45,"",344,797,795,"","FNDKDPDO_02643","JKFJINKE_01218","NAPOKNNJ_01612","KOLBENFC_01629","MKCMHNPK_00889","LAONLALK_03595","JLGLOGEO_01470","NAOOLHEA_01625","DNOEEKHJ_02427","","HLOGJBDP_01640","OHGNPAHP_00221","KJPJOPGC_00934",""
"group_491","","hypothetical protein",466,466,1,1,5413,40,1,"",167,227,205,"IGPMGEKP_02633","","","NAPOKNNJ_00108","KOLBENFC_00108","MKCMHNPK_03169","","","","DNOEEKHJ_02611","","HLOGJBDP_00637","OHGNPAHP_03394","KJPJOPGC_03296","IIHPGJAB_00636"
"caf1A_1","","F1 capsule-anchoring protein",465,465,1,1,6127,11,4,"",566,2444,2432,"IGPMGEKP_00271","FNDKDPDO_04654","","NAPOKNNJ_02544","KOLBENFC_02067","MKCMHNPK_01327","LAONLALK_01108","","","DNOEEKHJ_01661","","HLOGJBDP_02175","OHGNPAHP_01795","KJPJOPGC_01332","IIHPGJAB_02072"
"group_3215","","hypothetical protein",464,464,1,1,5588,2,18,"",224,224,224,"IGPMGEKP_02765","FNDKDPDO_04601","JKFJINKE_04618","","","MKCMHNPK_04698","LAONLALK_04657","JLGLOGEO_04362","NAOOLHEA_04663","DNOEEKHJ_04685","EJBBKOOG_04665","HLOGJBDP_04709","OHGNPAHP_04686","KJPJOPGC_04709","IIHPGJAB_04688"
"group_3214","","hypothetical protein",463,463,1,1,5590,2,16,"",362,362,362,"IGPMGEKP_02766","FNDKDPDO_04602","JKFJINKE_04619","","","MKCMHNPK_04697","LAONLALK_04656","JLGLOGEO_04361","NAOOLHEA_04662","DNOEEKHJ_04684","EJBBKOOG_04664","HLOGJBDP_04708","OHGNPAHP_04685","KJPJOPGC_04708","IIHPGJAB_04689"
"group_597","","hypothetical protein",463,463,1,1,5592,2,14,"",599,938,936,"IGPMGEKP_02767","FNDKDPDO_04603","JKFJINKE_04620","","","MKCMHNPK_04696","LAONLALK_04655","JLGLOGEO_04360","NAOOLHEA_04661","DNOEEKHJ_04683","EJBBKOOG_04663","HLOGJBDP_04707","OHGNPAHP_04684","KJPJOPGC_04707","IIHPGJAB_04690"
"group_1649","","hypothetical protein",460,460,1,1,3308,41,2,"",473,491,473,"IGPMGEKP_04442","FNDKDPDO_02799","","NAPOKNNJ_04107","KOLBENFC_04260","MKCMHNPK_04259","","JLGLOGEO_03323","","DNOEEKHJ_04103","EJBBKOOG_02848","HLOGJBDP_04311","OHGNPAHP_04323","KJPJOPGC_04288","IIHPGJAB_04258"
"virB9","","Type IV secretion system protein virB9",457,457,1,1,1149,1,1030,"",551,1094,928,"IGPMGEKP_04166","FNDKDPDO_03752","JKFJINKE_02385","","KOLBENFC_04595","MKCMHNPK_04437","LAONLALK_04113","JLGLOGEO_04612","NAOOLHEA_04355","DNOEEKHJ_04403","EJBBKOOG_04291","HLOGJBDP_04624","OHGNPAHP_04631","KJPJOPGC_04447","IIHPGJAB_04612"
"pgtC","","Phosphoglycerate transport regulatory protein PgtC",455,455,1,1,3964,21,7,"",500,1274,1261,"IGPMGEKP_00998","FNDKDPDO_00860","","NAPOKNNJ_03815","KOLBENFC_02915","MKCMHNPK_02578","LAONLALK_00116","JLGLOGEO_00588","NAOOLHEA_01930","DNOEEKHJ_02963","EJBBKOOG_01881","HLOGJBDP_02971","","KJPJOPGC_02524","IIHPGJAB_02919"
"rfbV","","Abequosyltransferase RfbV",455,455,1,1,5755,16,8,"",602,1070,1000,"IGPMGEKP_03425","","","NAPOKNNJ_02969","KOLBENFC_03539","MKCMHNPK_03544","LAONLALK_03892","","","DNOEEKHJ_03266","","HLOGJBDP_03603","OHGNPAHP_03659","KJPJOPGC_03558","IIHPGJAB_03554"
"ycbB","","putative L,D-transpeptidase YcbB",454,454,1,1,4400,1,532,"",650,1850,1823,"IGPMGEKP_02399","","JKFJINKE_01187","NAPOKNNJ_01643","KOLBENFC_01598","MKCMHNPK_00858","","JLGLOGEO_01501","","DNOEEKHJ_02396","","HLOGJBDP_01609","OHGNPAHP_00190","KJPJOPGC_00965","IIHPGJAB_01709"
"dpaL","","Diaminopropionate ammonia-lyase",454,454,1,1,4408,90,1,"",650,1214,1212,"IGPMGEKP_02392","","JKFJINKE_01194","NAPOKNNJ_01636","KOLBENFC_01605","MKCMHNPK_00865","","JLGLOGEO_01494","","DNOEEKHJ_02403","","HLOGJBDP_01616","OHGNPAHP_00197","KJPJOPGC_00958","IIHPGJAB_01702"
"yfdG_2","","Prophage bactoprenol-linked glucose translocase ",452,452,1,1,446,1,143,"",275,362,361,"","","JKFJINKE_01804","NAPOKNNJ_03475","KOLBENFC_04078","","LAONLALK_03563","JLGLOGEO_04674","NAOOLHEA_04254","DNOEEKHJ_03415","EJBBKOOG_01572","","OHGNPAHP_04089","KJPJOPGC_03907","IIHPGJAB_04056"
"group_1655","","hypothetical protein",452,452,1,1,5652,1,267,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",215,269,268,"IGPMGEKP_02822","","","NAPOKNNJ_03064","KOLBENFC_03444","MKCMHNPK_03449","LAONLALK_04598","JLGLOGEO_04693","","","EJBBKOOG_04613","HLOGJBDP_03698","OHGNPAHP_03754","KJPJOPGC_03653","IIHPGJAB_03649"
"group_1669","","hypothetical protein",452,452,1,1,5577,2,124,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",293,326,325,"IGPMGEKP_02755","FNDKDPDO_04614","JKFJINKE_04535","","KOLBENFC_04667","MKCMHNPK_04667","","JLGLOGEO_04649","NAOOLHEA_04618","DNOEEKHJ_04702","EJBBKOOG_04673","HLOGJBDP_04681","","KJPJOPGC_04682",""
"group_1224","","hypothetical protein",451,451,1,1,5313,51,2,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1223,1223,1223,"IGPMGEKP_03829","","","NAPOKNNJ_00206","KOLBENFC_00205","MKCMHNPK_03267","","JLGLOGEO_01168","NAOOLHEA_00896","DNOEEKHJ_02709","","HLOGJBDP_00539","OHGNPAHP_03296","KJPJOPGC_03198","IIHPGJAB_00538"
"yfdH_2","","Prophage bactoprenol glucosyl transferase ",450,450,1,1,448,1,144,"",386,932,924,"","","JKFJINKE_01805","NAPOKNNJ_03474","KOLBENFC_04079","","LAONLALK_03564","JLGLOGEO_04673","NAOOLHEA_04253","DNOEEKHJ_03414","EJBBKOOG_01573","","OHGNPAHP_04090","KJPJOPGC_03906","IIHPGJAB_04057"
"group_427","","hypothetical protein",445,445,1,1,5574,2,120,"",899,1064,1063,"IGPMGEKP_02752","FNDKDPDO_04611","JKFJINKE_04532","","KOLBENFC_04664","MKCMHNPK_04670","","JLGLOGEO_04652","NAOOLHEA_04621","DNOEEKHJ_04705","EJBBKOOG_04677","HLOGJBDP_04684","","KJPJOPGC_04685",""
"group_2529","","hypothetical protein",444,444,1,1,450,1,146,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",158,158,158,"IGPMGEKP_04827","FNDKDPDO_04673","JKFJINKE_01807","NAPOKNNJ_03472","KOLBENFC_04081","","LAONLALK_03566","JLGLOGEO_04671","","DNOEEKHJ_03412","EJBBKOOG_01575","","OHGNPAHP_04092","KJPJOPGC_03904","IIHPGJAB_04059"
"group_378","","hypothetical protein",444,444,1,1,449,1,145,"",896,1640,1620,"IGPMGEKP_04826","FNDKDPDO_04672","JKFJINKE_01806","NAPOKNNJ_03473","KOLBENFC_04080","","LAONLALK_03565","JLGLOGEO_04672","","DNOEEKHJ_03413","EJBBKOOG_01574","","OHGNPAHP_04091","KJPJOPGC_03905","IIHPGJAB_04058"
"group_2527","","hypothetical protein",443,443,1,1,452,1,148,"",272,272,272,"IGPMGEKP_04829","FNDKDPDO_04675","JKFJINKE_01809","NAPOKNNJ_03470","KOLBENFC_04083","","LAONLALK_03568","JLGLOGEO_04669","","DNOEEKHJ_03410","EJBBKOOG_01577","","OHGNPAHP_04094","KJPJOPGC_03902","IIHPGJAB_04061"
"group_2528","","hypothetical protein",443,443,1,1,451,1,147,"",218,218,218,"IGPMGEKP_04828","FNDKDPDO_04674","JKFJINKE_01808","NAPOKNNJ_03471","KOLBENFC_04082","","LAONLALK_03567","JLGLOGEO_04670","","DNOEEKHJ_03411","EJBBKOOG_01576","","OHGNPAHP_04093","KJPJOPGC_03903","IIHPGJAB_04060"
"group_1665","","hypothetical protein",442,442,1,1,5596,2,12,"",176,182,181,"IGPMGEKP_02768","FNDKDPDO_04604","JKFJINKE_04621","","","MKCMHNPK_04695","LAONLALK_04654","JLGLOGEO_04359","NAOOLHEA_04660","DNOEEKHJ_04682","","HLOGJBDP_04706","OHGNPAHP_04683","KJPJOPGC_04706","IIHPGJAB_04691"
"group_1661","","hypothetical protein",436,436,1,1,5636,1,285,"",521,608,607,"IGPMGEKP_02808","","","NAPOKNNJ_03079","KOLBENFC_03430","MKCMHNPK_03435","","JLGLOGEO_04663","NAOOLHEA_04093","DNOEEKHJ_04389","","HLOGJBDP_03713","OHGNPAHP_03769","KJPJOPGC_03668","IIHPGJAB_03664"
"virF","","Virulence regulon transcriptional activator VirF",436,436,1,1,6129,11,2,"",194,815,723,"IGPMGEKP_00273","FNDKDPDO_04651","","NAPOKNNJ_02542","KOLBENFC_02065","MKCMHNPK_01325","","","","DNOEEKHJ_01659","","HLOGJBDP_02177","OHGNPAHP_01793","KJPJOPGC_01330","IIHPGJAB_02070"
"group_249","","hypothetical protein",434,434,1,1,5756,16,7,"",410,1283,1277,"IGPMGEKP_03426","","","NAPOKNNJ_02968","KOLBENFC_03540","MKCMHNPK_03545","LAONLALK_03893","","","DNOEEKHJ_03265","","HLOGJBDP_03602","OHGNPAHP_03658","KJPJOPGC_03557","IIHPGJAB_03553"
"group_596","","hypothetical protein",434,434,1,1,5643,1,277,"",254,845,839,"IGPMGEKP_02814","","","NAPOKNNJ_03072","KOLBENFC_03436","MKCMHNPK_03441","","","","DNOEEKHJ_04395","","HLOGJBDP_03706","OHGNPAHP_03762","KJPJOPGC_03661","IIHPGJAB_03657"
"group_3395","","hypothetical protein",426,426,1,1,1552,101,1,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",371,371,371,"IGPMGEKP_04819","","JKFJINKE_04572","NAPOKNNJ_04617","KOLBENFC_04694","MKCMHNPK_04693","LAONLALK_04646","","NAOOLHEA_04643","","EJBBKOOG_04662","","","KJPJOPGC_04697","IIHPGJAB_04686"
"group_324","","hypothetical protein",414,414,1,1,5579,2,126,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",137,356,337,"IGPMGEKP_02756","FNDKDPDO_04615","JKFJINKE_04536","","KOLBENFC_04668","MKCMHNPK_04666","","JLGLOGEO_04648","","DNOEEKHJ_04701","EJBBKOOG_04674","HLOGJBDP_04680","","KJPJOPGC_04681",""
"recE_2","","Exodeoxyribonuclease 8",412,431,1.05,1,3683,1,561,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",515,2690,2114,"IGPMGEKP_04839","FNDKDPDO_03471","JKFJINKE_03134","NAPOKNNJ_04358","","MKCMHNPK_04521","","","NAOOLHEA_04501","","EJBBKOOG_04570","HLOGJBDP_04539","","KJPJOPGC_04482","IIHPGJAB_04693"
"group_256","","hypothetical protein",406,406,1,1,3512,6,2,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",245,989,716,"","","JKFJINKE_04591","NAPOKNNJ_03085","KOLBENFC_03424","MKCMHNPK_03429","","","NAOOLHEA_04087","DNOEEKHJ_04383","EJBBKOOG_04643","HLOGJBDP_03719","OHGNPAHP_03775","","IIHPGJAB_03670"
"rapA","","RNA polymerase-associated protein RapA",402,402,1,1,2504,74,1,"",1805,2906,2897,"","FNDKDPDO_01601","JKFJINKE_01897","NAPOKNNJ_03121","KOLBENFC_03852","MKCMHNPK_03733","LAONLALK_01070","","NAOOLHEA_02269","","EJBBKOOG_03320","","OHGNPAHP_04232","KJPJOPGC_03866","IIHPGJAB_03830"
"group_3008","","hypothetical protein",401,401,1,1,2397,44,1,"",206,206,206,"IGPMGEKP_03161","FNDKDPDO_04254","","NAPOKNNJ_03224","KOLBENFC_03749","MKCMHNPK_03836","LAONLALK_04344","","","DNOEEKHJ_03612","EJBBKOOG_04427","","OHGNPAHP_04140","KJPJOPGC_03762","IIHPGJAB_03727"
"yedA","","putative inner membrane transporter YedA",400,400,1,1,4604,119,2,"",542,920,919,"IGPMGEKP_02271","FNDKDPDO_00544","","NAPOKNNJ_01460","KOLBENFC_01781","MKCMHNPK_01041","","","","","","HLOGJBDP_01792","OHGNPAHP_00374","KJPJOPGC_00782","IIHPGJAB_01524"
"ompD_2","","Outer membrane porin protein OmpD",398,398,1,1,5051,1,521,"",230,1088,657,"","","","NAPOKNNJ_00441","KOLBENFC_00440","MKCMHNPK_01898","","","","","","HLOGJBDP_00304","OHGNPAHP_00848","","IIHPGJAB_00303"
"group_377","","hypothetical protein",393,393,1,1,518,1,183,"",203,209,208,"IGPMGEKP_01538","","","NAPOKNNJ_02199","KOLBENFC_03393","MKCMHNPK_02729","","","","DNOEEKHJ_02205","","HLOGJBDP_03120","OHGNPAHP_03164","KJPJOPGC_02736","IIHPGJAB_03397"
"group_508","","hypothetical protein",388,388,1,1,506,1,195,"",194,476,471,"IGPMGEKP_01543","FNDKDPDO_04459","","","KOLBENFC_04642","MKCMHNPK_04646","","JLGLOGEO_04491","","DNOEEKHJ_04640","EJBBKOOG_04564","HLOGJBDP_04676","","KJPJOPGC_04670",""
"group_259","","IS630 family transposase ISEc33",382,382,1,1,1272,1,1151,"",560,1037,1034,"IGPMGEKP_04110","","","","KOLBENFC_04383","MKCMHNPK_04381","LAONLALK_04252","JLGLOGEO_04604","NAOOLHEA_03804","","EJBBKOOG_03811","HLOGJBDP_04433","OHGNPAHP_04496","KJPJOPGC_04391",""
"kdpE","","KDP operon transcriptional regulatory protein KdpE",373,373,1,1,299,187,1,"",677,677,677,"IGPMGEKP_04269","","","NAPOKNNJ_03617","KOLBENFC_03937","MKCMHNPK_04033","","","","","EJBBKOOG_01431","HLOGJBDP_04085","","KJPJOPGC_04048","IIHPGJAB_03915"
"group_430","","hypothetical protein",367,367,1,1,5573,2,119,"",461,554,532,"IGPMGEKP_02751","","","","KOLBENFC_04663","MKCMHNPK_04671","","JLGLOGEO_04653","NAOOLHEA_04622","DNOEEKHJ_04706","","HLOGJBDP_04685","","",""
"group_278","","hypothetical protein",362,362,1,1,465,1,159,"",554,689,687,"IGPMGEKP_01569","FNDKDPDO_04616","","","","","","JLGLOGEO_04465","","DNOEEKHJ_04614","","","","KJPJOPGC_04696","IIHPGJAB_04672"
"group_1667","","hypothetical protein",361,361,1,1,5584,2,23,"",212,404,403,"IGPMGEKP_02761","FNDKDPDO_04597","JKFJINKE_04595","","","","","JLGLOGEO_04366","","DNOEEKHJ_04689","","","OHGNPAHP_04690","",""
"group_3216","","hypothetical protein",361,361,1,1,5583,2,130,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",512,512,512,"IGPMGEKP_02760","FNDKDPDO_04596","JKFJINKE_04596","","","","","JLGLOGEO_04367","","DNOEEKHJ_04690","","","OHGNPAHP_04691","",""
"group_3217","","hypothetical protein",359,359,1,1,5582,2,129,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",560,560,560,"IGPMGEKP_02759","FNDKDPDO_04595","JKFJINKE_04597","","","","","JLGLOGEO_04368","","DNOEEKHJ_04691","","","OHGNPAHP_04692","",""
"fruB","","Multiphosphoryl transfer protein",358,358,1,1,5933,43,1,"",128,1130,1099,"IGPMGEKP_03906","FNDKDPDO_01260","JKFJINKE_00532","NAPOKNNJ_02845","","","","","NAOOLHEA_01207","DNOEEKHJ_03142","EJBBKOOG_02069","HLOGJBDP_03479","OHGNPAHP_03535","KJPJOPGC_03434","IIHPGJAB_03430"
"group_1666","","hypothetical protein",338,338,1,1,5585,2,22,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",323,323,323,"IGPMGEKP_02762","FNDKDPDO_04598","JKFJINKE_04594","","","","","JLGLOGEO_04365","","DNOEEKHJ_04688","","","OHGNPAHP_04689","",""
"group_1742","","hypothetical protein",334,334,1,1,5932,43,2,"",107,107,107,"IGPMGEKP_03905","FNDKDPDO_01259","JKFJINKE_00531","NAPOKNNJ_02844","","","","","NAOOLHEA_01206","DNOEEKHJ_03141","EJBBKOOG_02068","HLOGJBDP_03478","OHGNPAHP_03534","KJPJOPGC_03433","IIHPGJAB_03428"
"group_1668","","hypothetical protein",330,330,1,1,5581,2,128,"",146,164,163,"IGPMGEKP_02758","FNDKDPDO_04594","JKFJINKE_04598","","","","","JLGLOGEO_04369","","DNOEEKHJ_04692","","","OHGNPAHP_04693","",""
"fhuA_2","","Ferrichrome outer membrane transporter/phage receptor",330,330,1,1,2338,83,2,"",572,2189,2183,"IGPMGEKP_03157","","","NAPOKNNJ_03220","KOLBENFC_03753","MKCMHNPK_03832","","","","DNOEEKHJ_03616","","HLOGJBDP_03885","OHGNPAHP_04136","KJPJOPGC_03766","IIHPGJAB_03731"
"recE_1","","Exodeoxyribonuclease 8",328,328,1,1,4721,1,567,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",680,1370,929,"","FNDKDPDO_00430","","NAPOKNNJ_00743","","MKCMHNPK_01596","","","NAOOLHEA_01117","","EJBBKOOG_01381","HLOGJBDP_00001","OHGNPAHP_00545","KJPJOPGC_01603",""
"group_96","","hypothetical protein",325,325,1,1,1275,1,109,"",494,1664,1583,"IGPMGEKP_04108","","","","KOLBENFC_04381","MKCMHNPK_04379","LAONLALK_04250","JLGLOGEO_04602","NAOOLHEA_03806","","EJBBKOOG_03813","HLOGJBDP_04431","OHGNPAHP_04494","KJPJOPGC_04389",""
"group_323","","hypothetical protein",308,308,1,1,5586,2,21,"",125,200,199,"IGPMGEKP_02763","FNDKDPDO_04599","JKFJINKE_04593","","","","","JLGLOGEO_04364","","DNOEEKHJ_04687","","","OHGNPAHP_04688","",""
"group_1884","","hypothetical protein",303,303,1,1,4754,206,1,"",107,107,107,"IGPMGEKP_00475","","","","","MKCMHNPK_01627","","JLGLOGEO_04251","","DNOEEKHJ_01113","","HLOGJBDP_00032","OHGNPAHP_00576","KJPJOPGC_01634","IIHPGJAB_00031"
"group_37","","hypothetical protein",302,302,1,1,507,1,191,"",146,461,148,"IGPMGEKP_01542","","","","","MKCMHNPK_04645","","JLGLOGEO_04492","","DNOEEKHJ_04641","EJBBKOOG_04565","HLOGJBDP_04677","","KJPJOPGC_04671",""
"group_622","","hypothetical protein",300,300,1,1,4720,1,566,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",425,1079,668,"","FNDKDPDO_00431","JKFJINKE_02384","","KOLBENFC_04708","","LAONLALK_00867","JLGLOGEO_02020","NAOOLHEA_01118","DNOEEKHJ_04720","","","OHGNPAHP_00487","","IIHPGJAB_04701"
"group_512","","hypothetical protein",297,297,1,1,468,1,220,"",1130,1418,1416,"IGPMGEKP_01566","FNDKDPDO_04619","","","","","","JLGLOGEO_04468","","DNOEEKHJ_04617","","","","KJPJOPGC_04693","IIHPGJAB_04675"
"group_30","","hypothetical protein",295,295,1,1,509,1,190,"",122,281,272,"IGPMGEKP_01541","","","","","","","JLGLOGEO_04493","","DNOEEKHJ_04642","EJBBKOOG_04566","HLOGJBDP_04678","","KJPJOPGC_04672",""
"group_1659","","hypothetical protein",276,276,1,1,5640,1,255,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",119,119,119,"","","","NAPOKNNJ_03074","","","LAONLALK_04666","JLGLOGEO_04697","","","EJBBKOOG_04630","HLOGJBDP_03708","OHGNPAHP_03764","KJPJOPGC_03663","IIHPGJAB_03659"
"group_97","","hypothetical protein",264,264,1,1,5587,2,19,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",392,1223,1191,"IGPMGEKP_02764","FNDKDPDO_04600","","","","","LAONLALK_04658","JLGLOGEO_04363","","DNOEEKHJ_04686","EJBBKOOG_04666","","OHGNPAHP_04687","KJPJOPGC_04710","IIHPGJAB_04687"
"group_513","","hypothetical protein",262,262,1,1,469,1,162,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",221,1418,1408,"","","JKFJINKE_04610","","KOLBENFC_04683","MKCMHNPK_04683","LAONLALK_04653","","NAOOLHEA_04633","","EJBBKOOG_04651","HLOGJBDP_04699","OHGNPAHP_04705","",""
"hin","","DNA-invertase hin",260,260,1,1,1185,1,1074,"",236,686,511,"","FNDKDPDO_03720","JKFJINKE_02416","","KOLBENFC_04563","MKCMHNPK_04468","","","","DNOEEKHJ_04434","EJBBKOOG_04322","HLOGJBDP_04656","OHGNPAHP_04662","",""
"group_6","","hypothetical protein",251,251,1,1,5580,2,127,"",161,1568,1101,"IGPMGEKP_02757","","JKFJINKE_04537","","KOLBENFC_04669","MKCMHNPK_04665","","JLGLOGEO_04647","","","","","","",""
"group_422","fhuA_2","Ferrichrome outer membrane transporter/phage receptor",250,250,1,1,2401,83,1,"",164,2189,2178,"","FNDKDPDO_04250","JKFJINKE_04101","","","","LAONLALK_04340","JLGLOGEO_02581","NAOOLHEA_04395","","EJBBKOOG_04423","","","",""
"group_2703","","hypothetical protein",245,245,1,1,1822,172,1,"",98,98,98,"","","","","KOLBENFC_02546","MKCMHNPK_02161","LAONLALK_02480","JLGLOGEO_00088","NAOOLHEA_00208","DNOEEKHJ_00923","EJBBKOOG_01140","","","KJPJOPGC_02216","IIHPGJAB_02550"
"group_3218","","hypothetical protein",243,243,1,1,5565,2,112,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",569,569,569,"IGPMGEKP_02746","FNDKDPDO_04687","","","","","LAONLALK_04674","","","DNOEEKHJ_04711","EJBBKOOG_04680","HLOGJBDP_00750","","",""
"group_132","fruB","Multiphosphoryl transfer protein",235,235,1,1,5935,43,3,"",260,1130,1116,"","","","","KOLBENFC_03663","MKCMHNPK_03668","LAONLALK_04566","JLGLOGEO_01725","","","","","","","IIHPGJAB_03429"
"group_3404","","hypothetical protein",232,232,1,1,172,7,4,"",194,194,194,"IGPMGEKP_01249","FNDKDPDO_04627","","NAPOKNNJ_02488","KOLBENFC_03104","MKCMHNPK_03018","","","","","","","","KJPJOPGC_03026",""
"group_3308","","hypothetical protein",228,228,1,1,1099,1,78,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",434,434,434,"IGPMGEKP_04226","FNDKDPDO_04647","","","KOLBENFC_04698","","","","","","","","OHGNPAHP_04719","KJPJOPGC_04729",""
"group_332","","hypothetical protein",228,228,1,1,1098,1,77,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",290,1115,859,"IGPMGEKP_04225","FNDKDPDO_04646","","","KOLBENFC_04699","","","","","","","","OHGNPAHP_04720","KJPJOPGC_04730",""
"group_3276","","hypothetical protein",225,225,1,1,3621,256,1,"",158,158,158,"IGPMGEKP_04608","","","","KOLBENFC_04532","","","","","DNOEEKHJ_04301","","","","","IIHPGJAB_04455"
"group_3309","","hypothetical protein",221,221,1,1,1100,1,79,"",164,164,164,"IGPMGEKP_04227","FNDKDPDO_04648","","","KOLBENFC_04697","","","","","","","","OHGNPAHP_04718","KJPJOPGC_04728",""
"group_441","","hypothetical protein",221,221,1,1,1101,1,80,"",203,299,280,"IGPMGEKP_04228","FNDKDPDO_04649","","","KOLBENFC_04696","","","","","","","","OHGNPAHP_04717","KJPJOPGC_04727",""
"group_95","","hypothetical protein",221,221,1,1,1188,1,1076,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",563,1664,1637,"","FNDKDPDO_03719","JKFJINKE_02417","","","","","","","DNOEEKHJ_04435","","","","",""
"group_141","","hypothetical protein",215,215,1,1,1102,1,81,"",257,1064,750,"IGPMGEKP_04229","FNDKDPDO_04650","","","KOLBENFC_04695","","","","","","","","OHGNPAHP_04716","KJPJOPGC_04726",""
"group_137","","hypothetical protein",208,208,1,1,5571,2,118,"",170,413,380,"IGPMGEKP_02750","","","","KOLBENFC_04662","","","","","DNOEEKHJ_04707","","HLOGJBDP_04686","","",""
