"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR11068404","SRR7041896","SRR1411125","SRR14766396","SRR14272159","NDSU28","SRR9301046","SRR1556977","SRR5666360","SRR13001984","SRR14766435","SRR5928137","SRR14766343","SRR2994392","SRR18233394"
"group_2519","","hypothetical protein",558,558,1,1,471,1,218,"",560,560,560,"NHHFDHOA_04659","LNFOPOPD_04692","LNNOOKGB_04706","OHGNPAHP_04703","GLJEHEMI_04709","","FIBKOHBH_04701","KLKGDDID_04779","KHAGAGIB_04711","DLEBNIDD_04673","IJNFKBKA_04649","FHJCNOBE_04631","CLBIFFHN_04545","FBFFAOJI_04574","BCOIPCNK_04673"
"group_2890","","hypothetical protein",558,558,1,1,4288,204,1,"",515,515,515,"NHHFDHOA_02647","LNFOPOPD_00813","LNNOOKGB_01846","OHGNPAHP_00088","GLJEHEMI_01527","KBLPGKMM_03372","FIBKOHBH_01598","KLKGDDID_02357","KHAGAGIB_00017","DLEBNIDD_03936","IJNFKBKA_02868","FHJCNOBE_00398","","FBFFAOJI_02399","BCOIPCNK_01866"
"group_3178","","hypothetical protein",558,558,1,1,5655,1,264,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",479,479,479,"NHHFDHOA_03603","LNFOPOPD_03665","LNNOOKGB_01442","OHGNPAHP_03751","GLJEHEMI_03227","KBLPGKMM_04435","FIBKOHBH_02927","KLKGDDID_03525","KHAGAGIB_03590","DLEBNIDD_04518","IJNFKBKA_04598","FHJCNOBE_03749","","FBFFAOJI_02662","BCOIPCNK_03661"
"group_6644","","IS3 family transposase ISSty2",558,558,1,1,802,1,551,"",299,299,299,"","LNFOPOPD_02856","","OHGNPAHP_02910","GLJEHEMI_02905","KBLPGKMM_01032","FIBKOHBH_00913","KLKGDDID_03204","KHAGAGIB_01712","DLEBNIDD_01143","IJNFKBKA_02417","FHJCNOBE_01250","CLBIFFHN_01816","FBFFAOJI_01547","BCOIPCNK_01204"
"pgdA","","Peptidoglycan deacetylase",558,558,1,1,2771,1,430,"",725,923,922,"NHHFDHOA_03323","LNFOPOPD_02452","LNNOOKGB_00452","OHGNPAHP_01170","GLJEHEMI_01222","KBLPGKMM_00904","FIBKOHBH_03671","KLKGDDID_01193","KHAGAGIB_01100","DLEBNIDD_02638","IJNFKBKA_03376","FHJCNOBE_00600","CLBIFFHN_03507","FBFFAOJI_02020","BCOIPCNK_00450"
"fsr","","Fosmidomycin resistance protein",557,557,1,1,607,42,1,"",1148,1265,1222,"NHHFDHOA_02282","LNFOPOPD_03028","LNNOOKGB_02611","OHGNPAHP_03082","GLJEHEMI_02733","KBLPGKMM_01204","FIBKOHBH_00741","KLKGDDID_03034","KHAGAGIB_01882","DLEBNIDD_03544","IJNFKBKA_00945","FHJCNOBE_01422","","FBFFAOJI_01719","BCOIPCNK_01032"
"mkaB","","28.1 kDa virulence protein",557,557,1,1,1268,1,1147,"",671,767,766,"NHHFDHOA_04151","LNFOPOPD_04178","LNNOOKGB_04153","OHGNPAHP_04500","GLJEHEMI_04405","KBLPGKMM_03396","FIBKOHBH_04011","KLKGDDID_04533","KHAGAGIB_04317","DLEBNIDD_04177","IJNFKBKA_04127","FHJCNOBE_04259","CLBIFFHN_04138","","BCOIPCNK_03908"
"group_233","","hypothetical protein",557,557,1,1,3054,107,2,"",908,908,908,"NHHFDHOA_02158","LNFOPOPD_03965","LNNOOKGB_00042","OHGNPAHP_01579","GLJEHEMI_00814","KBLPGKMM_03791","FIBKOHBH_03338","KLKGDDID_00784","KHAGAGIB_02910","DLEBNIDD_02879","IJNFKBKA_03843","FHJCNOBE_02347","CLBIFFHN_03422","FBFFAOJI_01173","BCOIPCNK_00042"
"group_2520","","hypothetical protein",557,557,1,1,470,1,219,"",500,500,500,"NHHFDHOA_04658","LNFOPOPD_04693","LNNOOKGB_04705","OHGNPAHP_04704","GLJEHEMI_04708","","FIBKOHBH_04700","KLKGDDID_04780","KHAGAGIB_04710","DLEBNIDD_04674","IJNFKBKA_04648","FHJCNOBE_04630","CLBIFFHN_04544","FBFFAOJI_04575","BCOIPCNK_04672"
"group_2906","","hypothetical protein",557,557,1,1,5909,1,226,"",239,239,239,"NHHFDHOA_03411","LNFOPOPD_03360","LNNOOKGB_01635","OHGNPAHP_03558","GLJEHEMI_03034","KBLPGKMM_01932","FIBKOHBH_02734","KLKGDDID_03332","KHAGAGIB_03447","DLEBNIDD_01558","IJNFKBKA_01416","FHJCNOBE_02895","CLBIFFHN_00837","FBFFAOJI_02469",""
"group_3243","","hypothetical protein",557,557,1,1,1267,1,1146,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",212,212,212,"NHHFDHOA_04150","LNFOPOPD_04179","LNNOOKGB_04154","OHGNPAHP_04501","GLJEHEMI_04406","KBLPGKMM_03397","FIBKOHBH_04010","KLKGDDID_04532","KHAGAGIB_04316","DLEBNIDD_04178","IJNFKBKA_04126","FHJCNOBE_04258","CLBIFFHN_04137","","BCOIPCNK_03907"
"group_3245","","hypothetical protein",557,557,1,1,1271,1,1150,"",131,131,131,"NHHFDHOA_04154","LNFOPOPD_04175","LNNOOKGB_04150","OHGNPAHP_04497","GLJEHEMI_04402","KBLPGKMM_03393","FIBKOHBH_04014","KLKGDDID_04536","KHAGAGIB_04320","DLEBNIDD_04174","IJNFKBKA_04130","FHJCNOBE_04262","CLBIFFHN_04141","","BCOIPCNK_03911"
"rbsR","","Ribose operon repressor",557,557,1,1,1364,98,2,"",707,1001,988,"NHHFDHOA_04031","LNFOPOPD_04005","LNNOOKGB_04072","OHGNPAHP_04441","GLJEHEMI_04302","KBLPGKMM_03250","FIBKOHBH_03879","KLKGDDID_04198","KHAGAGIB_03954","DLEBNIDD_03399","IJNFKBKA_03596","FHJCNOBE_04223","CLBIFFHN_02174","FBFFAOJI_04254","BCOIPCNK_03811"
"mkaC","","Virulence genes transcriptional activator",556,556,1,1,1270,1,1149,"",395,974,887,"NHHFDHOA_04153","LNFOPOPD_04176","LNNOOKGB_04151","OHGNPAHP_04498","GLJEHEMI_04403","KBLPGKMM_03394","FIBKOHBH_04013","KLKGDDID_04535","KHAGAGIB_04319","DLEBNIDD_04175","IJNFKBKA_04129","FHJCNOBE_04261","CLBIFFHN_04140","","BCOIPCNK_03910"
"sopE2","","Guanine nucleotide exchange factor sopE2",556,556,1,1,4739,39,2,"",722,722,722,"NHHFDHOA_00833","LNFOPOPD_03907","LNNOOKGB_03542","OHGNPAHP_00562","GLJEHEMI_00017","KBLPGKMM_00367","FIBKOHBH_03887","KLKGDDID_00725","KHAGAGIB_04088","DLEBNIDD_03686","IJNFKBKA_00384","FHJCNOBE_04006","","FBFFAOJI_00390","BCOIPCNK_03375"
"group_3244","","hypothetical protein",556,556,1,1,1269,1,1148,"",164,164,164,"NHHFDHOA_04152","LNFOPOPD_04177","LNNOOKGB_04152","OHGNPAHP_04499","GLJEHEMI_04404","KBLPGKMM_03395","FIBKOHBH_04012","KLKGDDID_04534","KHAGAGIB_04318","DLEBNIDD_04176","IJNFKBKA_04128","FHJCNOBE_04260","CLBIFFHN_04139","","BCOIPCNK_03909"
"nagZ","","Beta-hexosaminidase",556,556,1,1,5447,130,2,"",716,1025,1024,"NHHFDHOA_01343","LNFOPOPD_01973","LNNOOKGB_03581","OHGNPAHP_03425","GLJEHEMI_00667","KBLPGKMM_01458","FIBKOHBH_01249","KLKGDDID_00081","KHAGAGIB_02630","DLEBNIDD_00580","IJNFKBKA_02161","FHJCNOBE_03872","CLBIFFHN_02716","FBFFAOJI_03483","BCOIPCNK_03254"
"group_840","","hypothetical protein",556,556,1,1,30,1,397,"",320,440,439,"NHHFDHOA_00024","LNFOPOPD_01193","LNNOOKGB_04494","OHGNPAHP_01644","GLJEHEMI_03702","KBLPGKMM_03088","FIBKOHBH_04146","KLKGDDID_01833","KHAGAGIB_03668","DLEBNIDD_02424","IJNFKBKA_02345","FHJCNOBE_01527","CLBIFFHN_04299","FBFFAOJI_03176","BCOIPCNK_04329"
"group_1600","","hypothetical protein",555,555,1,1,4594,1,545,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",722,779,778,"NHHFDHOA_00974","LNFOPOPD_00536","LNNOOKGB_03228","OHGNPAHP_00364","GLJEHEMI_01802","KBLPGKMM_04228","FIBKOHBH_01322","KLKGDDID_04476","KHAGAGIB_00292","DLEBNIDD_04666","","FHJCNOBE_00123","CLBIFFHN_03467","FBFFAOJI_04102","BCOIPCNK_02142"
"preT","","NAD-dependent dihydropyrimidine dehydrogenase subunit PreT",555,555,1,1,5910,1,227,"",773,1241,1239,"NHHFDHOA_03410","LNFOPOPD_03359","LNNOOKGB_01636","OHGNPAHP_03557","GLJEHEMI_03033","KBLPGKMM_01933","FIBKOHBH_02733","KLKGDDID_03331","KHAGAGIB_03448","DLEBNIDD_01557","IJNFKBKA_01415","FHJCNOBE_02894","CLBIFFHN_00838","FBFFAOJI_02468",""
"group_3184","","hypothetical protein",555,555,1,1,5639,1,280,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",557,557,557,"NHHFDHOA_03618","LNFOPOPD_04675","LNNOOKGB_01428","OHGNPAHP_03766","GLJEHEMI_03242","KBLPGKMM_04421","FIBKOHBH_02942","KLKGDDID_03540","KHAGAGIB_03605","DLEBNIDD_04611","IJNFKBKA_04424","FHJCNOBE_03764","","FBFFAOJI_02676","BCOIPCNK_04618"
"group_474","","hypothetical protein",555,555,1,1,4935,33,1,"",1103,1982,1929,"NHHFDHOA_00647","LNFOPOPD_01777","LNNOOKGB_03311","OHGNPAHP_00749","GLJEHEMI_00204","KBLPGKMM_00554","FIBKOHBH_00481","KLKGDDID_00539","KHAGAGIB_01435","DLEBNIDD_00118","IJNFKBKA_00571","FHJCNOBE_02505","CLBIFFHN_01178","FBFFAOJI_00203","BCOIPCNK_01375"
"leuO_1","","HTH-type transcriptional regulator LeuO",554,554,1,1,31,1,396,"",692,1004,1003,"NHHFDHOA_00025","LNFOPOPD_01192","LNNOOKGB_04495","OHGNPAHP_01645","GLJEHEMI_03701","KBLPGKMM_03089","FIBKOHBH_04147","KLKGDDID_01832","KHAGAGIB_03669","DLEBNIDD_02423","IJNFKBKA_02344","FHJCNOBE_01528","CLBIFFHN_04300","FBFFAOJI_03177","BCOIPCNK_04330"
"yedK","","SOS response-associated protein YedK",554,554,1,1,4472,1,1008,"",515,626,625,"","LNFOPOPD_00648","LNNOOKGB_03116","OHGNPAHP_00252","GLJEHEMI_01691","KBLPGKMM_04232","FIBKOHBH_01434","KLKGDDID_02521","KHAGAGIB_00181","DLEBNIDD_02427","IJNFKBKA_01572","FHJCNOBE_00234","CLBIFFHN_03402","FBFFAOJI_02235","BCOIPCNK_02030"
"yfdG_1","","Prophage bactoprenol-linked glucose translocase ",554,554,1,1,3955,14,1,"",311,311,311,"NHHFDHOA_01815","LNFOPOPD_01357","LNNOOKGB_02034","OHGNPAHP_02695","GLJEHEMI_02510","KBLPGKMM_00215","FIBKOHBH_01694","KLKGDDID_02733","KHAGAGIB_02058","DLEBNIDD_00787","IJNFKBKA_01345","FHJCNOBE_00958","","FBFFAOJI_00991","BCOIPCNK_00801"
"group_2923","","IS66 family transposase ISSfl3",554,554,1,1,4471,1,1007,"",248,248,248,"","LNFOPOPD_00649","LNNOOKGB_03115","OHGNPAHP_00251","GLJEHEMI_01690","KBLPGKMM_04231","FIBKOHBH_01435","KLKGDDID_02520","KHAGAGIB_00180","DLEBNIDD_02428","IJNFKBKA_01571","FHJCNOBE_00235","CLBIFFHN_03403","FBFFAOJI_02236","BCOIPCNK_02029"
"group_3242","","hypothetical protein",554,554,1,1,1261,1,1142,"",425,425,425,"NHHFDHOA_04146","LNFOPOPD_04183","LNNOOKGB_04158","OHGNPAHP_04505","GLJEHEMI_04410","KBLPGKMM_03401","FIBKOHBH_04006","KLKGDDID_04528","KHAGAGIB_04312","DLEBNIDD_04182","IJNFKBKA_04122","FHJCNOBE_04254","CLBIFFHN_04133","","BCOIPCNK_03903"
"ybiT","","putative ABC transporter ATP-binding protein YbiT",554,554,1,1,4268,1,1025,"",866,1595,1589,"NHHFDHOA_04261","LNFOPOPD_04069","LNNOOKGB_01863","OHGNPAHP_00071","GLJEHEMI_01510","KBLPGKMM_03549","FIBKOHBH_04122","KLKGDDID_02340","KHAGAGIB_04421","DLEBNIDD_04043","IJNFKBKA_03305","FHJCNOBE_04316","CLBIFFHN_02308","","BCOIPCNK_04035"
"yeaR_2","","putative protein YeaR",554,554,1,1,5385,132,2,"",203,362,361,"NHHFDHOA_01283","LNFOPOPD_02033","LNNOOKGB_01404","OHGNPAHP_03365","GLJEHEMI_00607","KBLPGKMM_01398","FIBKOHBH_01189","KLKGDDID_00141","KHAGAGIB_02570","DLEBNIDD_00520","IJNFKBKA_02101","FHJCNOBE_02641","CLBIFFHN_02656","FBFFAOJI_03423","BCOIPCNK_02176"
"group_92","","hypothetical protein",554,554,1,1,3082,86,3,"",434,2402,2314,"NHHFDHOA_02135","LNFOPOPD_03988","LNNOOKGB_00065","OHGNPAHP_01556","GLJEHEMI_00837","KBLPGKMM_03814","FIBKOHBH_03315","KLKGDDID_00807","KHAGAGIB_02887","DLEBNIDD_02902","IJNFKBKA_03740","FHJCNOBE_02324","","FBFFAOJI_01196","BCOIPCNK_00065"
"group_1418","","hypothetical protein",553,553,1,1,6168,52,2,"",545,791,790,"NHHFDHOA_00135","LNFOPOPD_01082","LNNOOKGB_02278","OHGNPAHP_01756","GLJEHEMI_03591","KBLPGKMM_03986","FIBKOHBH_01900","KLKGDDID_01721","KHAGAGIB_04341","DLEBNIDD_02313","IJNFKBKA_04320","FHJCNOBE_01636","CLBIFFHN_03851","FBFFAOJI_03287","BCOIPCNK_02862"
"cysG","","Siroheme synthase",553,553,1,1,1637,184,1,"",1373,1373,1373,"NHHFDHOA_01442","LNFOPOPD_00079","LNNOOKGB_01005","OHGNPAHP_02400","GLJEHEMI_01956","KBLPGKMM_01565","FIBKOHBH_00334","KLKGDDID_02191","KHAGAGIB_00825","DLEBNIDD_00936","IJNFKBKA_00032","FHJCNOBE_01911","CLBIFFHN_00032","FBFFAOJI_00742","BCOIPCNK_01818"
"mglC","","Galactoside transport system permease protein MglC",553,553,1,1,5912,114,2,"",767,1010,1008,"NHHFDHOA_03408","LNFOPOPD_03357","LNNOOKGB_01638","OHGNPAHP_03555","GLJEHEMI_03031","KBLPGKMM_01935","FIBKOHBH_02731","KLKGDDID_03329","KHAGAGIB_03450","DLEBNIDD_01555","IJNFKBKA_01413","FHJCNOBE_02892","CLBIFFHN_00840","FBFFAOJI_02466",""
"group_1582","","hypothetical protein",552,552,1,1,4473,1,1009,"",248,278,248,"","LNFOPOPD_00647","LNNOOKGB_03117","OHGNPAHP_00253","GLJEHEMI_01692","KBLPGKMM_04233","FIBKOHBH_01433","KLKGDDID_02522","KHAGAGIB_00182","DLEBNIDD_02426","IJNFKBKA_01573","FHJCNOBE_00233","CLBIFFHN_03401","FBFFAOJI_02234","BCOIPCNK_02031"
"spvB","","Mono(ADP-ribosyl)transferase SpvB",552,552,1,1,1264,1,1145,"",1505,1787,1780,"NHHFDHOA_04149","LNFOPOPD_04180","LNNOOKGB_04155","OHGNPAHP_04502","GLJEHEMI_04407","KBLPGKMM_03398","FIBKOHBH_04009","KLKGDDID_04531","KHAGAGIB_04315","DLEBNIDD_04179","IJNFKBKA_04125","FHJCNOBE_04257","CLBIFFHN_04136","","BCOIPCNK_03906"
"group_2728","","hypothetical protein",552,552,1,1,1709,176,1,"",125,125,125,"NHHFDHOA_01509","LNFOPOPD_00146","LNNOOKGB_00938","OHGNPAHP_02333","GLJEHEMI_02023","KBLPGKMM_01632","","KLKGDDID_02124","KHAGAGIB_00758","DLEBNIDD_01003","IJNFKBKA_00099","FHJCNOBE_01978","CLBIFFHN_00099","FBFFAOJI_00675","BCOIPCNK_01751"
"group_2958","","hypothetical protein",552,552,1,1,4628,188,1,"",353,353,353,"NHHFDHOA_00942","LNFOPOPD_00504","","OHGNPAHP_00396","GLJEHEMI_01834","KBLPGKMM_04196","FIBKOHBH_03406","KLKGDDID_04508","KHAGAGIB_00324","DLEBNIDD_02130","IJNFKBKA_03075","FHJCNOBE_00091","CLBIFFHN_04260","FBFFAOJI_04070","BCOIPCNK_03148"
"group_3176","","hypothetical protein",552,552,1,1,5658,1,261,"",1271,1271,1271,"NHHFDHOA_03600","LNFOPOPD_03662","LNNOOKGB_01445","OHGNPAHP_03748","GLJEHEMI_03224","KBLPGKMM_04438","FIBKOHBH_02924","KLKGDDID_03522","KHAGAGIB_03587","DLEBNIDD_04521","IJNFKBKA_04595","FHJCNOBE_03746","CLBIFFHN_04595","FBFFAOJI_02659","BCOIPCNK_03658"
"group_3251","","hypothetical protein",552,552,1,1,1169,1,1055,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",251,251,251,"NHHFDHOA_04173","LNFOPOPD_04157","LNNOOKGB_04602","OHGNPAHP_04648","GLJEHEMI_04384","KBLPGKMM_03466","FIBKOHBH_04033","KLKGDDID_04554","KHAGAGIB_04604","DLEBNIDD_04555","IJNFKBKA_04523","FHJCNOBE_04280","CLBIFFHN_04444","","BCOIPCNK_03929"
"group_3254","","hypothetical protein",552,552,1,1,1165,1,1050,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",215,215,215,"NHHFDHOA_04177","LNFOPOPD_04153","LNNOOKGB_04598","OHGNPAHP_04644","GLJEHEMI_04380","KBLPGKMM_03462","FIBKOHBH_04037","KLKGDDID_04558","KHAGAGIB_04608","DLEBNIDD_04559","IJNFKBKA_04527","FHJCNOBE_04284","CLBIFFHN_04458","","BCOIPCNK_03933"
"group_3255","","hypothetical protein",552,552,1,1,1164,1,1049,"",329,329,329,"NHHFDHOA_04178","LNFOPOPD_04152","LNNOOKGB_04597","OHGNPAHP_04643","GLJEHEMI_04379","KBLPGKMM_03461","FIBKOHBH_04038","KLKGDDID_04559","KHAGAGIB_04609","DLEBNIDD_04560","IJNFKBKA_04528","FHJCNOBE_04285","CLBIFFHN_04459","","BCOIPCNK_03934"
"narL_2","","Nitrate/nitrite response regulator protein NarL",552,552,1,1,5952,1,578,"",647,647,647,"NHHFDHOA_04432","LNFOPOPD_03307","LNNOOKGB_04720","OHGNPAHP_03505","GLJEHEMI_02981","KBLPGKMM_01985","FIBKOHBH_04519","KLKGDDID_03279","KHAGAGIB_03499","DLEBNIDD_01505","IJNFKBKA_01363","FHJCNOBE_02842","CLBIFFHN_04589","FBFFAOJI_02416","BCOIPCNK_04513"
"group_601","","IS481 family transposase ISAzs36",552,552,1,1,1273,1,1152,"",290,968,958,"NHHFDHOA_04156","LNFOPOPD_04173","LNNOOKGB_04147","OHGNPAHP_04495","GLJEHEMI_04400","KBLPGKMM_03391","FIBKOHBH_04016","KLKGDDID_04538","KHAGAGIB_04322","DLEBNIDD_04172","IJNFKBKA_04132","FHJCNOBE_04264","CLBIFFHN_04143","","BCOIPCNK_03913"
"group_567","","hypothetical protein",551,551,1,1,4474,1,555,"",272,686,648,"","LNFOPOPD_00646","LNNOOKGB_03118","OHGNPAHP_00254","GLJEHEMI_01693","KBLPGKMM_04234","FIBKOHBH_01432","KLKGDDID_02523","KHAGAGIB_00183","DLEBNIDD_02425","IJNFKBKA_01574","FHJCNOBE_00232","CLBIFFHN_03400","FBFFAOJI_02233","BCOIPCNK_02032"
"rhaR_3","","HTH-type transcriptional activator RhaR",550,550,1,1,4527,121,1,"",416,896,895,"NHHFDHOA_01033","LNFOPOPD_00596","LNNOOKGB_03168","OHGNPAHP_00304","GLJEHEMI_01743","KBLPGKMM_03606","FIBKOHBH_01381","KLKGDDID_02573","KHAGAGIB_00233","DLEBNIDD_03114","IJNFKBKA_01624","FHJCNOBE_00182","","FBFFAOJI_02183","BCOIPCNK_02082"
"caiD","","Carnitinyl-CoA dehydratase",550,550,1,1,2527,84,2,"",485,785,783,"NHHFDHOA_02931","LNFOPOPD_04586","LNNOOKGB_02401","OHGNPAHP_04210","GLJEHEMI_04470","KBLPGKMM_02395","FIBKOHBH_02551","KLKGDDID_03593","KHAGAGIB_03076","DLEBNIDD_01672","IJNFKBKA_01980","FHJCNOBE_03142","CLBIFFHN_03238","FBFFAOJI_03139","BCOIPCNK_02389"
"group_1685","","hypothetical protein",550,550,1,1,1162,1,1046,"",491,545,544,"NHHFDHOA_04180","LNFOPOPD_04149","LNNOOKGB_04594","OHGNPAHP_04641","GLJEHEMI_04376","KBLPGKMM_03458","FIBKOHBH_04040","KLKGDDID_04561","KHAGAGIB_04612","DLEBNIDD_04562","IJNFKBKA_04530","FHJCNOBE_04287","CLBIFFHN_04461","","BCOIPCNK_03936"
"group_2711","","hypothetical protein",550,550,1,1,1811,189,1,"",188,188,188,"NHHFDHOA_01607","LNFOPOPD_00244","LNNOOKGB_00840","OHGNPAHP_02235","GLJEHEMI_02122","KBLPGKMM_01730","FIBKOHBH_00170","KLKGDDID_02026","KHAGAGIB_00660","DLEBNIDD_03856","IJNFKBKA_00197","FHJCNOBE_02076","CLBIFFHN_00197","FBFFAOJI_00577","BCOIPCNK_01653"
"relE_2","","mRNA interferase toxin RelE",550,550,1,1,1168,1,1054,"",281,281,281,"NHHFDHOA_04174","LNFOPOPD_04156","LNNOOKGB_04601","OHGNPAHP_04647","GLJEHEMI_04383","KBLPGKMM_03465","FIBKOHBH_04034","KLKGDDID_04555","KHAGAGIB_04605","DLEBNIDD_04556","IJNFKBKA_04524","FHJCNOBE_04281","CLBIFFHN_04445","","BCOIPCNK_03930"
"group_3256","","hypothetical protein",550,550,1,1,1163,1,1048,"",272,272,272,"NHHFDHOA_04179","LNFOPOPD_04151","LNNOOKGB_04596","OHGNPAHP_04642","GLJEHEMI_04378","KBLPGKMM_03460","FIBKOHBH_04039","KLKGDDID_04560","KHAGAGIB_04610","DLEBNIDD_04561","IJNFKBKA_04529","FHJCNOBE_04286","CLBIFFHN_04460","","BCOIPCNK_03935"
"group_603","","hypothetical protein",550,550,1,1,1153,1,1038,"",257,758,756,"NHHFDHOA_04186","LNFOPOPD_04143","LNNOOKGB_04588","OHGNPAHP_04635","GLJEHEMI_04370","KBLPGKMM_03452","FIBKOHBH_04046","KLKGDDID_04567","KHAGAGIB_04618","DLEBNIDD_04568","IJNFKBKA_04536","FHJCNOBE_04293","CLBIFFHN_04467","","BCOIPCNK_03942"
"spvC","","MAPK phosphothreonine lyase",549,549,1,1,1263,1,1144,"",587,725,724,"NHHFDHOA_04148","LNFOPOPD_04181","LNNOOKGB_04156","OHGNPAHP_04503","GLJEHEMI_04408","KBLPGKMM_03399","FIBKOHBH_04008","KLKGDDID_04530","KHAGAGIB_04314","DLEBNIDD_04180","IJNFKBKA_04124","FHJCNOBE_04256","CLBIFFHN_04135","","BCOIPCNK_03905"
"group_2289","","hypothetical protein",549,549,1,1,2747,1,407,"",503,503,503,"NHHFDHOA_03346","LNFOPOPD_02429","LNNOOKGB_00475","OHGNPAHP_01147","GLJEHEMI_01245","KBLPGKMM_00881","FIBKOHBH_03694","KLKGDDID_01216","KHAGAGIB_01123","DLEBNIDD_02661","IJNFKBKA_03399","FHJCNOBE_00623","CLBIFFHN_03530","FBFFAOJI_01997","BCOIPCNK_00473"
"acrB_2","","Multidrug efflux pump subunit AcrB",549,549,1,1,628,82,1,"",446,3149,3134,"NHHFDHOA_02301","LNFOPOPD_03009","LNNOOKGB_02630","OHGNPAHP_03063","GLJEHEMI_02752","KBLPGKMM_01185","FIBKOHBH_00760","KLKGDDID_03053","KHAGAGIB_01863","DLEBNIDD_01296","IJNFKBKA_00926","FHJCNOBE_01403","CLBIFFHN_01044","FBFFAOJI_01700","BCOIPCNK_01051"
"ydiV_1","","Putative anti-FlhC(2)FlhD(4) factor YdiV",549,549,1,1,4904,61,2,"",329,719,704,"NHHFDHOA_00675","LNFOPOPD_01805","LNNOOKGB_03283","OHGNPAHP_00721","GLJEHEMI_00176","KBLPGKMM_00526","FIBKOHBH_00453","KLKGDDID_00567","KHAGAGIB_01407","DLEBNIDD_00089","IJNFKBKA_00543","FHJCNOBE_02477","CLBIFFHN_01150","FBFFAOJI_00231","BCOIPCNK_01347"
"group_2691","","hypothetical protein",549,549,1,1,1897,5,7,"",1013,1022,1017,"NHHFDHOA_03715","LNFOPOPD_00322","LNNOOKGB_00762","OHGNPAHP_02157","GLJEHEMI_02201","KBLPGKMM_03012","FIBKOHBH_00092","KLKGDDID_01948","KHAGAGIB_00581","DLEBNIDD_03367","IJNFKBKA_00275","FHJCNOBE_03587","CLBIFFHN_00275","FBFFAOJI_00499","BCOIPCNK_03484"
"group_3182","","hypothetical protein",549,549,1,1,5645,1,275,"",530,530,530,"NHHFDHOA_03612","LNFOPOPD_04680","LNNOOKGB_01433","OHGNPAHP_03760","GLJEHEMI_03236","KBLPGKMM_04426","FIBKOHBH_02936","KLKGDDID_03534","KHAGAGIB_03599","DLEBNIDD_04605","IJNFKBKA_04675","FHJCNOBE_03758","CLBIFFHN_04604","FBFFAOJI_02671","BCOIPCNK_04623"
"group_3183","","hypothetical protein",549,549,1,1,5644,1,276,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",263,263,263,"NHHFDHOA_03613","LNFOPOPD_04679","LNNOOKGB_01432","OHGNPAHP_03761","GLJEHEMI_03237","KBLPGKMM_04425","FIBKOHBH_02937","KLKGDDID_03535","KHAGAGIB_03600","DLEBNIDD_04606","IJNFKBKA_04676","FHJCNOBE_03759","CLBIFFHN_04603","FBFFAOJI_02672","BCOIPCNK_04622"
"group_3260","","hypothetical protein",549,549,1,1,1157,1,1040,"",296,296,296,"NHHFDHOA_04184","LNFOPOPD_04145","LNNOOKGB_04590","OHGNPAHP_04637","GLJEHEMI_04372","KBLPGKMM_03454","FIBKOHBH_04044","KLKGDDID_04565","KHAGAGIB_04616","DLEBNIDD_04566","IJNFKBKA_04534","FHJCNOBE_04291","CLBIFFHN_04465","","BCOIPCNK_03940"
"group_435","","hypothetical protein",549,549,1,1,1180,1,1069,"",197,1115,1111,"NHHFDHOA_04162","LNFOPOPD_04168","LNNOOKGB_04142","OHGNPAHP_04659","GLJEHEMI_04395","KBLPGKMM_03477","FIBKOHBH_04022","KLKGDDID_04543","KHAGAGIB_04593","DLEBNIDD_04166","IJNFKBKA_04512","FHJCNOBE_04269","CLBIFFHN_04433","","BCOIPCNK_03918"
"group_1262","","hypothetical protein",548,548,1,1,3074,37,2,"",314,374,373,"NHHFDHOA_02141","LNFOPOPD_03982","LNNOOKGB_00059","OHGNPAHP_01562","GLJEHEMI_00831","KBLPGKMM_03808","FIBKOHBH_03321","KLKGDDID_00801","KHAGAGIB_02893","DLEBNIDD_02896","IJNFKBKA_03860","FHJCNOBE_02330","CLBIFFHN_03439","FBFFAOJI_01190","BCOIPCNK_00059"
"cynR","","HTH-type transcriptional regulator CynR",548,548,1,1,257,15,1,"",707,890,883,"NHHFDHOA_02643","LNFOPOPD_03114","LNNOOKGB_02781","OHGNPAHP_04447","GLJEHEMI_03918","KBLPGKMM_04571","FIBKOHBH_02049","KLKGDDID_03961","KHAGAGIB_04262","DLEBNIDD_01318","IJNFKBKA_04666","FHJCNOBE_04489","CLBIFFHN_02948","FBFFAOJI_04374","BCOIPCNK_04428"
