"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR1461785","SRR3097426","SRR5877170","SRR14766359","SRR8728065","SRR11068404","NDSU1","SRR14766419","SRR12075372","SRR14766452","SRR11101167","SRR1333873","SRR14766421","SRR14766430","SRR12418434"
"group_601","","IS481 family transposase ISAzs36",552,552,1,1,1273,1,1152,"",290,968,958,"JAFODMFN_04669","PBDKJOHP_04557","GJPDLPPO_03875","PLKMKOCD_04008","OMPAEEHE_04202","NHHFDHOA_04156","GEPIEMCB_04435","JCGPGLCM_03865","OHGDDBEJ_04621","APEDILLO_04611","ELELPFCC_04241","DCMJPIDO_04286","HEDGDFAA_04348","",""
"group_567","","hypothetical protein",551,551,1,1,4474,1,555,"",272,686,648,"JAFODMFN_00901","PBDKJOHP_04345","","PLKMKOCD_03283","OMPAEEHE_00670","","GEPIEMCB_03619","","OHGDDBEJ_02004","APEDILLO_00896","ELELPFCC_01911","DCMJPIDO_01461","HEDGDFAA_02863","GHDKDIHM_00135","FECNONKH_00184"
"rhaR_3","","HTH-type transcriptional activator RhaR",550,550,1,1,4527,121,1,"",416,896,895,"JAFODMFN_00851","PBDKJOHP_00011","GJPDLPPO_03582","PLKMKOCD_02918","OMPAEEHE_00720","NHHFDHOA_01033","GEPIEMCB_03669","JCGPGLCM_00642","OHGDDBEJ_01954","APEDILLO_00946","ELELPFCC_01861","DCMJPIDO_01511","HEDGDFAA_01943","GHDKDIHM_00185","FECNONKH_00234"
"caiD","","Carnitinyl-CoA dehydratase",550,550,1,1,2527,84,2,"",485,785,783,"JAFODMFN_03601","PBDKJOHP_01811","GJPDLPPO_02593","PLKMKOCD_03392","OMPAEEHE_03373","NHHFDHOA_02931","GEPIEMCB_04501","","OHGDDBEJ_03019","APEDILLO_02561","ELELPFCC_02765","DCMJPIDO_03421","HEDGDFAA_03916","GHDKDIHM_02898","FECNONKH_03821"
"group_1685","","hypothetical protein",550,550,1,1,1162,1,1046,"",491,545,544,"JAFODMFN_04623","","GJPDLPPO_03942","PLKMKOCD_04624","OMPAEEHE_04135","NHHFDHOA_04180","GEPIEMCB_04459","JCGPGLCM_04514","OHGDDBEJ_04596","APEDILLO_04575","ELELPFCC_04264","DCMJPIDO_04263","","GHDKDIHM_04126","FECNONKH_04496"
"group_2711","","hypothetical protein",550,550,1,1,1811,189,1,"",188,188,188,"JAFODMFN_02170","PBDKJOHP_01375","","PLKMKOCD_00139","OMPAEEHE_02926","NHHFDHOA_01607","GEPIEMCB_02590","JCGPGLCM_03666","OHGDDBEJ_01719","APEDILLO_01297","ELELPFCC_00947","DCMJPIDO_02310","HEDGDFAA_00420","GHDKDIHM_01013","FECNONKH_00348"
"relE_2","","mRNA interferase toxin RelE",550,550,1,1,1168,1,1054,"",281,281,281,"JAFODMFN_04630","","GJPDLPPO_03949","PLKMKOCD_04619","OMPAEEHE_04129","NHHFDHOA_04174","GEPIEMCB_04452","JCGPGLCM_04507","OHGDDBEJ_04590","APEDILLO_04569","ELELPFCC_04258","DCMJPIDO_04269","HEDGDFAA_04585","GHDKDIHM_04119","FECNONKH_04490"
"group_3256","","hypothetical protein",550,550,1,1,1163,1,1048,"",272,272,272,"JAFODMFN_04625","","GJPDLPPO_03944","PLKMKOCD_04625","OMPAEEHE_04134","NHHFDHOA_04179","GEPIEMCB_04457","JCGPGLCM_04512","OHGDDBEJ_04595","APEDILLO_04574","ELELPFCC_04263","DCMJPIDO_04264","HEDGDFAA_04590","GHDKDIHM_04124","FECNONKH_04495"
"group_603","","hypothetical protein",550,550,1,1,1153,1,1038,"",257,758,756,"JAFODMFN_04617","","GJPDLPPO_03936","PLKMKOCD_04581","OMPAEEHE_04141","NHHFDHOA_04186","GEPIEMCB_04465","JCGPGLCM_04520","OHGDDBEJ_04602","APEDILLO_04581","ELELPFCC_04270","DCMJPIDO_04257","HEDGDFAA_04592","GHDKDIHM_04132","FECNONKH_04502"
"spvC","","MAPK phosphothreonine lyase",549,549,1,1,1263,1,1144,"",587,725,724,"JAFODMFN_04677","PBDKJOHP_04549","GJPDLPPO_03883","PLKMKOCD_04000","OMPAEEHE_04194","NHHFDHOA_04148","GEPIEMCB_04427","JCGPGLCM_03857","OHGDDBEJ_04613","APEDILLO_04619","ELELPFCC_04233","DCMJPIDO_04294","HEDGDFAA_04559","",""
"group_2289","","hypothetical protein",549,549,1,1,2747,1,407,"",503,503,503,"JAFODMFN_00197","PBDKJOHP_01602","","PLKMKOCD_03665","OMPAEEHE_00014","NHHFDHOA_03346","GEPIEMCB_01216","JCGPGLCM_00209","OHGDDBEJ_00476","APEDILLO_00196","ELELPFCC_01510","DCMJPIDO_00196","HEDGDFAA_01021","GHDKDIHM_02382","FECNONKH_03927"
"acrB_2","","Multidrug efflux pump subunit AcrB",549,549,1,1,628,82,1,"",446,3149,3134,"JAFODMFN_03263","PBDKJOHP_02433","GJPDLPPO_01314","PLKMKOCD_04052","OMPAEEHE_01130","NHHFDHOA_02301","GEPIEMCB_01639","JCGPGLCM_01567","OHGDDBEJ_02688","APEDILLO_03179","ELELPFCC_01267","DCMJPIDO_03389","HEDGDFAA_00601","GHDKDIHM_01960","FECNONKH_01638"
"ydiV_1","","Putative anti-FlhC(2)FlhD(4) factor YdiV",549,549,1,1,4904,61,2,"",329,719,704,"JAFODMFN_01775","PBDKJOHP_00367","GJPDLPPO_00680","PLKMKOCD_01169","OMPAEEHE_02416","NHHFDHOA_00675","GEPIEMCB_00176","JCGPGLCM_02847","OHGDDBEJ_01347","APEDILLO_02874","ELELPFCC_00674","DCMJPIDO_01031","HEDGDFAA_02321","GHDKDIHM_02270","FECNONKH_01362"
"group_2691","","hypothetical protein",549,549,1,1,1897,5,7,"",1013,1022,1017,"JAFODMFN_02091","PBDKJOHP_01297","GJPDLPPO_03181","PLKMKOCD_03580","OMPAEEHE_03004","NHHFDHOA_03715","GEPIEMCB_02511","","OHGDDBEJ_01798","APEDILLO_01219","ELELPFCC_00869","DCMJPIDO_02231","HEDGDFAA_04614","GHDKDIHM_00935","FECNONKH_03598"
"group_3182","","hypothetical protein",549,549,1,1,5645,1,275,"",530,530,530,"JAFODMFN_02783","PBDKJOHP_04211","GJPDLPPO_02007","PLKMKOCD_04650","OMPAEEHE_04617","NHHFDHOA_03612","GEPIEMCB_04255","JCGPGLCM_04629","OHGDDBEJ_03745","APEDILLO_02125","ELELPFCC_02095","DCMJPIDO_02910","HEDGDFAA_04620","GHDKDIHM_04370","FECNONKH_04622"
"group_3183","","hypothetical protein",549,549,1,1,5644,1,276,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",263,263,263,"JAFODMFN_02782","PBDKJOHP_04212","GJPDLPPO_02008","PLKMKOCD_04651","OMPAEEHE_04618","NHHFDHOA_03613","GEPIEMCB_04256","JCGPGLCM_04628","OHGDDBEJ_03746","APEDILLO_02124","ELELPFCC_02094","DCMJPIDO_02909","HEDGDFAA_04621","GHDKDIHM_04371","FECNONKH_04623"
"group_3260","","hypothetical protein",549,549,1,1,1157,1,1040,"",296,296,296,"JAFODMFN_04619","","GJPDLPPO_03938","PLKMKOCD_04579","OMPAEEHE_04139","NHHFDHOA_04184","GEPIEMCB_04463","JCGPGLCM_04518","OHGDDBEJ_04600","APEDILLO_04579","ELELPFCC_04268","DCMJPIDO_04259","","GHDKDIHM_04130","FECNONKH_04500"
"group_435","","hypothetical protein",549,549,1,1,1180,1,1069,"",197,1115,1111,"JAFODMFN_04642","","GJPDLPPO_03961","PLKMKOCD_04493","OMPAEEHE_04117","NHHFDHOA_04162","GEPIEMCB_04440","JCGPGLCM_04638","OHGDDBEJ_04578","APEDILLO_04557","ELELPFCC_04246","DCMJPIDO_04281","HEDGDFAA_04354","GHDKDIHM_04107","FECNONKH_04478"
"group_1262","","hypothetical protein",548,548,1,1,3074,37,2,"",314,374,373,"JAFODMFN_00611","PBDKJOHP_04528","GJPDLPPO_00391","PLKMKOCD_01392","OMPAEEHE_00428","NHHFDHOA_02141","GEPIEMCB_00802","JCGPGLCM_00750","OHGDDBEJ_00060","APEDILLO_00610","ELELPFCC_03316","DCMJPIDO_00610","HEDGDFAA_00059","GHDKDIHM_01242","FECNONKH_01254"
"cynR","","HTH-type transcriptional regulator CynR",548,548,1,1,257,15,1,"",707,890,883,"JAFODMFN_03473","PBDKJOHP_04123","GJPDLPPO_04258","PLKMKOCD_03126","OMPAEEHE_04388","NHHFDHOA_02643","GEPIEMCB_01973","JCGPGLCM_04405","OHGDDBEJ_04225","APEDILLO_02985","ELELPFCC_04410","DCMJPIDO_04429","","","FECNONKH_04149"
"group_1681","","hypothetical protein",548,548,1,1,1181,1,1071,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",161,488,487,"JAFODMFN_04643","","GJPDLPPO_03962","PLKMKOCD_04492","OMPAEEHE_04116","NHHFDHOA_04161","GEPIEMCB_04439","JCGPGLCM_04637","OHGDDBEJ_04577","APEDILLO_04556","ELELPFCC_04245","DCMJPIDO_04282","HEDGDFAA_04353","GHDKDIHM_04106","FECNONKH_04477"
"group_1682","","hypothetical protein",548,548,1,1,1177,1,1065,"",365,566,565,"JAFODMFN_04639","","GJPDLPPO_03958","PLKMKOCD_04496","OMPAEEHE_04120","NHHFDHOA_04165","GEPIEMCB_04443","JCGPGLCM_04641","OHGDDBEJ_04581","APEDILLO_04560","ELELPFCC_04249","DCMJPIDO_04278","HEDGDFAA_04357","GHDKDIHM_04110","FECNONKH_04481"
"group_2955","","hypothetical protein",548,548,1,1,4593,1,553,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",539,539,539,"JAFODMFN_00793","","GJPDLPPO_03404","","OMPAEEHE_00778","NHHFDHOA_00975","GEPIEMCB_03727","JCGPGLCM_00584","OHGDDBEJ_01896","APEDILLO_01004","ELELPFCC_01803","DCMJPIDO_01569","HEDGDFAA_04255","GHDKDIHM_00243","FECNONKH_00292"
"sseI","","Secreted effector protein SseI",548,548,1,1,4470,1,1006,"",425,968,922,"JAFODMFN_00905","PBDKJOHP_04341","","PLKMKOCD_03279","OMPAEEHE_00666","","GEPIEMCB_03615","","OHGDDBEJ_02008","APEDILLO_00892","ELELPFCC_01915","DCMJPIDO_01457","HEDGDFAA_02859","GHDKDIHM_00131","FECNONKH_00180"
"group_3246","","hypothetical protein",548,548,1,1,1179,1,1067,"",509,509,509,"JAFODMFN_04641","","GJPDLPPO_03960","PLKMKOCD_04494","OMPAEEHE_04118","NHHFDHOA_04163","GEPIEMCB_04441","JCGPGLCM_04639","OHGDDBEJ_04579","APEDILLO_04558","ELELPFCC_04247","DCMJPIDO_04280","HEDGDFAA_04355","GHDKDIHM_04108","FECNONKH_04479"
"rfaH_2","","Transcription antitermination protein RfaH",548,548,1,1,1159,1,1044,"",518,518,518,"JAFODMFN_04621","","GJPDLPPO_03940","PLKMKOCD_04577","OMPAEEHE_04137","NHHFDHOA_04182","GEPIEMCB_04461","JCGPGLCM_04516","OHGDDBEJ_04598","APEDILLO_04577","ELELPFCC_04266","DCMJPIDO_04261","","GHDKDIHM_04128","FECNONKH_04498"
"group_3259","","hypothetical protein",548,548,1,1,1158,1,1042,"",647,647,647,"JAFODMFN_04620","","GJPDLPPO_03939","PLKMKOCD_04578","OMPAEEHE_04138","NHHFDHOA_04183","GEPIEMCB_04462","JCGPGLCM_04517","OHGDDBEJ_04599","APEDILLO_04578","ELELPFCC_04267","DCMJPIDO_04260","","GHDKDIHM_04129","FECNONKH_04499"
"esiB_1","","hypothetical protein",548,548,1,1,4839,116,2,"",1175,1529,1528,"JAFODMFN_01712","PBDKJOHP_00304","GJPDLPPO_00743","","OMPAEEHE_02353","NHHFDHOA_00738","GEPIEMCB_00113","JCGPGLCM_03581","OHGDDBEJ_01410","APEDILLO_02937","ELELPFCC_00737","DCMJPIDO_01094","","GHDKDIHM_02333","FECNONKH_01425"
"mpl","","UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase",548,548,1,1,6066,88,2,"",1133,1373,1371,"JAFODMFN_01366","PBDKJOHP_02911","GJPDLPPO_01006","PLKMKOCD_02266","OMPAEEHE_01873","NHHFDHOA_00233","GEPIEMCB_02209","JCGPGLCM_02732","OHGDDBEJ_00906","APEDILLO_02062","ELELPFCC_00233","DCMJPIDO_01906","HEDGDFAA_02196","GHDKDIHM_00611","FECNONKH_00581"
"narK","","Nitrate/nitrite transporter NarK",548,548,1,1,4834,87,1,"",740,1397,1395,"JAFODMFN_01707","PBDKJOHP_00299","GJPDLPPO_00748","","OMPAEEHE_02348","NHHFDHOA_00743","GEPIEMCB_00108","JCGPGLCM_03576","OHGDDBEJ_01415","APEDILLO_02942","ELELPFCC_00742","DCMJPIDO_01099","","GHDKDIHM_02338","FECNONKH_01430"
"pal_1","","Peptidoglycan-associated lipoprotein",548,548,1,1,154,8,2,"",743,1304,1302,"JAFODMFN_03064","PBDKJOHP_03090","GJPDLPPO_04384","PLKMKOCD_04343","OMPAEEHE_00928","NHHFDHOA_03920","GEPIEMCB_01437","JCGPGLCM_03967","OHGDDBEJ_04392","APEDILLO_04291","ELELPFCC_01469","DCMJPIDO_03190","","GHDKDIHM_04243","FECNONKH_02765"
"rfaY","","Lipopolysaccharide core heptose(II) kinase RfaY",548,548,1,1,1895,5,9,"",341,698,678,"JAFODMFN_02093","PBDKJOHP_01299","GJPDLPPO_03179","","OMPAEEHE_03002","NHHFDHOA_01684","GEPIEMCB_02513","JCGPGLCM_04218","OHGDDBEJ_01796","APEDILLO_01221","ELELPFCC_00871","DCMJPIDO_02233","HEDGDFAA_03577","GHDKDIHM_00937","FECNONKH_03596"
"hpaB","","4-hydroxyphenylacetate 3-monooxygenase oxygenase component",547,547,1,1,4515,1,401,"",1175,1562,1561,"JAFODMFN_00860","PBDKJOHP_00002","GJPDLPPO_03591","","OMPAEEHE_00711","NHHFDHOA_01042","GEPIEMCB_03660","JCGPGLCM_00651","OHGDDBEJ_01963","APEDILLO_00937","ELELPFCC_01870","DCMJPIDO_01502","HEDGDFAA_01952","GHDKDIHM_00176","FECNONKH_00225"
"yjiE_2","","HTH-type transcriptional regulator YjiE",547,547,1,1,256,15,2,"",926,926,926,"JAFODMFN_03474","PBDKJOHP_04122","GJPDLPPO_04257","PLKMKOCD_03125","OMPAEEHE_04387","NHHFDHOA_02644","GEPIEMCB_01974","JCGPGLCM_04404","OHGDDBEJ_04224","APEDILLO_02984","ELELPFCC_04411","DCMJPIDO_04428","","","FECNONKH_04148"
"group_3181","","hypothetical protein",547,547,1,1,5647,1,274,"",473,473,473,"JAFODMFN_02784","PBDKJOHP_04210","GJPDLPPO_02006","PLKMKOCD_04649","OMPAEEHE_04616","NHHFDHOA_03611","GEPIEMCB_04254","JCGPGLCM_04630","OHGDDBEJ_03744","APEDILLO_02126","ELELPFCC_02096","DCMJPIDO_02911","HEDGDFAA_04619","GHDKDIHM_04369","FECNONKH_04621"
"group_3247","","hypothetical protein",547,547,1,1,1178,1,1066,"",335,335,335,"JAFODMFN_04640","","GJPDLPPO_03959","PLKMKOCD_04495","OMPAEEHE_04119","NHHFDHOA_04164","GEPIEMCB_04442","JCGPGLCM_04640","OHGDDBEJ_04580","APEDILLO_04559","ELELPFCC_04248","DCMJPIDO_04279","HEDGDFAA_04356","GHDKDIHM_04109","FECNONKH_04480"
"group_531","","hypothetical protein",547,547,1,1,1892,5,2,"",128,128,128,"JAFODMFN_02095","PBDKJOHP_01301","GJPDLPPO_03177","PLKMKOCD_00213","OMPAEEHE_03000","NHHFDHOA_01682","GEPIEMCB_02515","JCGPGLCM_04216","OHGDDBEJ_01794","APEDILLO_01223","ELELPFCC_00873","DCMJPIDO_02235","HEDGDFAA_03575","GHDKDIHM_00939","FECNONKH_03594"
"hpcH","","4-hydroxy-2-oxo-heptane-1,7-dioate aldolase",547,547,1,1,4522,105,1,"",791,791,791,"JAFODMFN_00853","PBDKJOHP_00009","GJPDLPPO_03584","PLKMKOCD_02916","OMPAEEHE_00718","NHHFDHOA_01035","GEPIEMCB_03667","JCGPGLCM_00644","OHGDDBEJ_01956","APEDILLO_00944","ELELPFCC_01863","DCMJPIDO_01509","HEDGDFAA_01945","GHDKDIHM_00183","FECNONKH_00232"
"group_602","","ISNCY family transposase ISSen7",547,547,1,1,1176,1,1064,"",368,836,829,"JAFODMFN_04638","","GJPDLPPO_03957","PLKMKOCD_04497","OMPAEEHE_04121","NHHFDHOA_04166","GEPIEMCB_04444","JCGPGLCM_04642","OHGDDBEJ_04582","APEDILLO_04561","ELELPFCC_04250","DCMJPIDO_04277","HEDGDFAA_04358","GHDKDIHM_04111","FECNONKH_04482"
"speA","","Biosynthetic arginine decarboxylase",547,547,1,1,2817,1,460,"",1697,1982,1975,"JAFODMFN_00264","PBDKJOHP_00937","GJPDLPPO_00044","PLKMKOCD_02331","OMPAEEHE_00081","NHHFDHOA_03279","GEPIEMCB_01149","JCGPGLCM_00142","OHGDDBEJ_00409","APEDILLO_00263","ELELPFCC_01577","DCMJPIDO_00263","HEDGDFAA_00954","GHDKDIHM_03563","FECNONKH_01786"
"smvA","","Methyl viologen resistance protein SmvA",546,546,1,1,5044,1,516,"",407,1487,1485,"","PBDKJOHP_00491","GJPDLPPO_00556","PLKMKOCD_02560","OMPAEEHE_02540","NHHFDHOA_00551","GEPIEMCB_00300","JCGPGLCM_01827","OHGDDBEJ_01223","APEDILLO_03572","ELELPFCC_00550","DCMJPIDO_00906","HEDGDFAA_02162","GHDKDIHM_02146",""
"virC1","","hypothetical protein",545,545,1,1,1174,1,1062,"",194,620,618,"JAFODMFN_04636","","GJPDLPPO_03955","PLKMKOCD_04499","OMPAEEHE_04123","NHHFDHOA_04168","GEPIEMCB_04446","JCGPGLCM_04501","OHGDDBEJ_04584","APEDILLO_04563","ELELPFCC_04252","DCMJPIDO_04275","","GHDKDIHM_04113","FECNONKH_04484"
"yfdH_1","","Prophage bactoprenol glucosyl transferase ",545,545,1,1,3956,14,2,"",254,254,254,"JAFODMFN_02583","PBDKJOHP_02693","GJPDLPPO_01630","","OMPAEEHE_01713","NHHFDHOA_01814","GEPIEMCB_02928","JCGPGLCM_02219","OHGDDBEJ_03004","APEDILLO_01710","ELELPFCC_02459","DCMJPIDO_02723","HEDGDFAA_01994","GHDKDIHM_02707","FECNONKH_02238"
"group_3248","","hypothetical protein",545,545,1,1,1173,1,1060,"",230,230,230,"JAFODMFN_04635","","GJPDLPPO_03954","PLKMKOCD_04500","OMPAEEHE_04124","NHHFDHOA_04169","GEPIEMCB_04447","JCGPGLCM_04502","OHGDDBEJ_04585","APEDILLO_04564","ELELPFCC_04253","DCMJPIDO_04274","","GHDKDIHM_04114","FECNONKH_04485"
"ycaL","","Metalloprotease YcaL",545,545,1,1,4381,118,1,"",416,761,760,"JAFODMFN_00981","PBDKJOHP_03826","GJPDLPPO_02916","PLKMKOCD_02647","OMPAEEHE_00589","NHHFDHOA_02733","GEPIEMCB_03220","JCGPGLCM_01659","OHGDDBEJ_02085","APEDILLO_00816","ELELPFCC_01991","DCMJPIDO_01381","","GHDKDIHM_00055","FECNONKH_00103"
"group_768","","hypothetical protein",545,545,1,1,2749,1,409,"",1295,1643,1642,"JAFODMFN_00199","","","PLKMKOCD_03663","OMPAEEHE_00016","NHHFDHOA_03344","GEPIEMCB_01214","JCGPGLCM_00207","OHGDDBEJ_00474","APEDILLO_00198","ELELPFCC_01512","DCMJPIDO_00198","HEDGDFAA_01019","GHDKDIHM_02380","FECNONKH_03925"
"group_818","","IS1 family transposase IS1X2",545,545,1,1,683,1,1004,"",266,293,292,"","PBDKJOHP_02474","GJPDLPPO_01355","PLKMKOCD_01284","OMPAEEHE_01089","NHHFDHOA_02342","GEPIEMCB_01598","JCGPGLCM_01526","OHGDDBEJ_02647","APEDILLO_03220","ELELPFCC_01308","","HEDGDFAA_00560","GHDKDIHM_02001","FECNONKH_01679"
"dtpC","","Dipeptide and tripeptide permease C",545,545,1,1,4094,113,2,"",1019,1460,1458,"JAFODMFN_02408","PBDKJOHP_01090","GJPDLPPO_03673","PLKMKOCD_01060","OMPAEEHE_03557","NHHFDHOA_03673","GEPIEMCB_03105","","OHGDDBEJ_02830","APEDILLO_01535","ELELPFCC_03700","DCMJPIDO_02548","","GHDKDIHM_03648","FECNONKH_02958"
"sseL","","Deubiquitinase SseL",544,544,1,1,3770,194,1,"",656,746,744,"JAFODMFN_02694","PBDKJOHP_02802","GJPDLPPO_01739","","OMPAEEHE_01604","NHHFDHOA_01923","GEPIEMCB_02819","JCGPGLCM_02346","OHGDDBEJ_03941","APEDILLO_01819","ELELPFCC_02350","DCMJPIDO_02832","HEDGDFAA_03263","GHDKDIHM_03823","FECNONKH_02347"
"group_1657","","hypothetical protein",544,544,1,1,5648,1,272,"",185,377,375,"JAFODMFN_02785","PBDKJOHP_04209","GJPDLPPO_02005","PLKMKOCD_04648","OMPAEEHE_04615","NHHFDHOA_03610","GEPIEMCB_04253","JCGPGLCM_04631","OHGDDBEJ_03743","APEDILLO_02127","ELELPFCC_02097","DCMJPIDO_02912","HEDGDFAA_04618","GHDKDIHM_04368","FECNONKH_04620"
"group_1684","","hypothetical protein",544,544,1,1,1167,1,1053,"",323,353,323,"JAFODMFN_04629","","GJPDLPPO_03948","","OMPAEEHE_04130","NHHFDHOA_04175","GEPIEMCB_04453","JCGPGLCM_04508","OHGDDBEJ_04591","APEDILLO_04570","ELELPFCC_04259","DCMJPIDO_04268","HEDGDFAA_04586","GHDKDIHM_04120","FECNONKH_04491"
"group_282","ybdO_2","putative HTH-type transcriptional regulator YbdO",544,544,1,1,403,55,2,"",296,917,913,"JAFODMFN_03327","PBDKJOHP_03642","GJPDLPPO_02796","PLKMKOCD_01425","OMPAEEHE_03433","NHHFDHOA_02497","GEPIEMCB_01828","JCGPGLCM_02553","OHGDDBEJ_03598","APEDILLO_03131","ELELPFCC_03617","DCMJPIDO_04053","HEDGDFAA_04053","GHDKDIHM_02958","FECNONKH_02569"
"nanM","","N-acetylneuraminate epimerase",544,544,1,1,4552,35,2,"",668,1142,1140,"JAFODMFN_00829","PBDKJOHP_00033","GJPDLPPO_03560","PLKMKOCD_02940","OMPAEEHE_00742","NHHFDHOA_01011","GEPIEMCB_03691","JCGPGLCM_00620","OHGDDBEJ_01932","APEDILLO_00968","ELELPFCC_01839","DCMJPIDO_01533","","GHDKDIHM_00207","FECNONKH_00256"
"group_3219","","hypothetical protein",544,544,1,1,5532,2,43,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",818,818,818,"JAFODMFN_04001","PBDKJOHP_02332","GJPDLPPO_02261","PLKMKOCD_04462","OMPAEEHE_01571","NHHFDHOA_04661","GEPIEMCB_04328","JCGPGLCM_02684","OHGDDBEJ_04659","APEDILLO_03822","ELELPFCC_03977","DCMJPIDO_03603","","GHDKDIHM_04636","FECNONKH_04641"
"pgtB","","Phosphoglycerate transport system sensor protein PgtB",544,544,1,1,3963,21,4,"",1034,2006,2004,"JAFODMFN_02577","PBDKJOHP_02688","GJPDLPPO_01624","PLKMKOCD_00627","OMPAEEHE_01719","NHHFDHOA_01808","GEPIEMCB_02934","JCGPGLCM_02213","OHGDDBEJ_02999","APEDILLO_01704","ELELPFCC_02465","DCMJPIDO_02717","HEDGDFAA_04468","GHDKDIHM_02701","FECNONKH_02910"
"group_947","","hypothetical protein",544,544,1,1,4146,22,4,"",797,1691,1689,"JAFODMFN_02457","PBDKJOHP_01041","GJPDLPPO_01503","","OMPAEEHE_01839","NHHFDHOA_01688","GEPIEMCB_03056","JCGPGLCM_02092","OHGDDBEJ_02879","APEDILLO_01584","","DCMJPIDO_02597","HEDGDFAA_00826","GHDKDIHM_02581",""
"group_1048","","hypothetical protein",543,543,1,1,3306,41,3,"",209,296,295,"JAFODMFN_04137","PBDKJOHP_03958","GJPDLPPO_03773","PLKMKOCD_03906","OMPAEEHE_03907","NHHFDHOA_03839","GEPIEMCB_04198","JCGPGLCM_04298","OHGDDBEJ_04052","APEDILLO_04077","ELELPFCC_04010","DCMJPIDO_04154","HEDGDFAA_03773","GHDKDIHM_03726","FECNONKH_03366"
"pdeL","","Cyclic di-GMP phosphodiesterase PdeL",543,543,1,1,1256,1,1138,"",683,683,683,"JAFODMFN_04536","","GJPDLPPO_03889","PLKMKOCD_03994","OMPAEEHE_04188","NHHFDHOA_04142","GEPIEMCB_04421","JCGPGLCM_03851","OHGDDBEJ_04607","","ELELPFCC_04227","DCMJPIDO_04300","HEDGDFAA_04427","",""
"group_3253","","hypothetical protein",543,543,1,1,1166,1,1051,"",245,245,245,"JAFODMFN_04628","","GJPDLPPO_03947","","OMPAEEHE_04131","NHHFDHOA_04176","GEPIEMCB_04454","JCGPGLCM_04509","OHGDDBEJ_04592","APEDILLO_04571","ELELPFCC_04260","DCMJPIDO_04267","HEDGDFAA_04587","GHDKDIHM_04121","FECNONKH_04492"
"group_351","","hypothetical protein",543,543,1,1,4972,100,2,"",590,1550,1545,"JAFODMFN_01835","PBDKJOHP_00427","GJPDLPPO_00620","","OMPAEEHE_02476","NHHFDHOA_00615","GEPIEMCB_00236","","OHGDDBEJ_01287","APEDILLO_02814","ELELPFCC_00614","DCMJPIDO_00970","","GHDKDIHM_02210","FECNONKH_04540"
"rhsD","","Protein RhsD",543,543,1,1,4587,1,540,"",2909,4277,4263,"JAFODMFN_00798","PBDKJOHP_00064","GJPDLPPO_03529","PLKMKOCD_04519","OMPAEEHE_00773","NHHFDHOA_00980","GEPIEMCB_03722","JCGPGLCM_00589","OHGDDBEJ_01901","APEDILLO_00999","ELELPFCC_01808","DCMJPIDO_01564","HEDGDFAA_04250","GHDKDIHM_00238","FECNONKH_00287"
"vsdE","","Virulence protein vsdE",542,542,1,1,1262,1,1143,"",479,650,645,"JAFODMFN_04678","PBDKJOHP_04548","GJPDLPPO_03884","PLKMKOCD_03999","OMPAEEHE_04193","NHHFDHOA_04147","GEPIEMCB_04426","JCGPGLCM_03856","OHGDDBEJ_04612","APEDILLO_04620","ELELPFCC_04232","DCMJPIDO_04295","HEDGDFAA_04637","",""
"group_3241","","hypothetical protein",542,542,1,1,1258,1,1139,"",488,488,488,"JAFODMFN_04537","","GJPDLPPO_03888","PLKMKOCD_03995","OMPAEEHE_04189","NHHFDHOA_04143","GEPIEMCB_04422","JCGPGLCM_03852","OHGDDBEJ_04608","","ELELPFCC_04228","DCMJPIDO_04299","HEDGDFAA_04428","",""
"group_411","","hypothetical protein",542,542,1,1,4324,124,1,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1190,1487,1486,"JAFODMFN_01033","PBDKJOHP_03763","GJPDLPPO_02968","PLKMKOCD_03099","OMPAEEHE_00537","NHHFDHOA_02681","GEPIEMCB_03272","JCGPGLCM_01711","OHGDDBEJ_02137","APEDILLO_00764","ELELPFCC_02043","DCMJPIDO_01329","HEDGDFAA_02775","","FECNONKH_00051"
"group_296","","hypothetical protein",541,541,1,1,3958,14,5,"",560,1922,1872,"JAFODMFN_02582","PBDKJOHP_02692","GJPDLPPO_01629","PLKMKOCD_00632","OMPAEEHE_01714","NHHFDHOA_01813","GEPIEMCB_02929","JCGPGLCM_02218","OHGDDBEJ_03003","APEDILLO_01709","ELELPFCC_02460","DCMJPIDO_02722","","GHDKDIHM_02706","FECNONKH_02915"
