"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","NDSU10","SRR6310053","SRR3037435","SRR3097528","SRR15146546","SRR980326","SRR15146530","SRR8137073","SRR14766361","SRR14766414","SRR17585407","SRR5905513","NDSU12","SRR14766337","SRR27708427"
"yicJ_4","","Inner membrane symporter YicJ",6,6,1,1,1987,1,16,"",119,407,215,"","","","","","","","","","","","","","",""
"group_911","bcsQ","Cellulose biosynthesis protein BcsQ",6,6,1,1,1507,454,1,"",197,752,567,"","","","","","","","","","","","","","",""
"group_964","","hypothetical protein",6,6,1,1,3721,173,1,"",164,497,441,"","","","","","","","","","","","","","",""
"group_991","yehC","putative fimbrial chaperone YehC",6,6,1,1,5874,210,1,"",227,680,604,"","","","","","","","","","","","","","",""
"group_1126","","Tn3 family transposase TnAs1",5,5,1,1,3392,1,316,"",1409,2966,1952,"","","","","","","","","","","","","","",""
"group_1127","","Protein virB10",5,5,1,1,3389,1,313,"",575,1160,1031,"","","","","","","","","","","","","","",""
"group_1138","","hypothetical protein",5,5,1,14,1,232,1,"Investigate",737,1127,918,"","","","","","","","","","","","","","",""
"group_1139","","hypothetical protein",5,5,1,10,12,228,6,"",248,437,327,"","","","","","","","","","","","","","",""
"group_124","","hypothetical protein",5,5,1,1,513,1,185,"",188,755,374,"","","","","","","","","","","","","","",""
"group_129","caf1A_2","F1 capsule-anchoring protein",5,5,1,1,6124,11,5,"",2444,2444,2444,"","","","","","","","","","","","","","",""
"group_1532","","hypothetical protein",5,5,1,1,3707,2,46,"",611,611,611,"PGKCJFEA_04660","","","","","","","","","","","","","",""
"fepE_1","","Ferric enterobactin transport protein FepE",5,5,1,1,421,70,2,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",203,542,419,"","","","","NAPOKNNJ_03498","","","","","","","","","",""
"group_1760","","hypothetical protein",5,5,1,35,3,281,2,"",311,497,459,"","","","","","","","","","","","","","",""
"group_1764","","IS1 family transposase IS1R",5,5,1,1,1349,1,986,"",266,377,354,"","","","","","","","","","","","","","",""
"group_1769","","hypothetical protein",5,5,1,1,886,1,801,"",857,857,857,"","","","","","","","","","","","","","",""
"group_177","","Tn3 family transposase Tn2",5,5,1,1,3436,1,125,"",2210,3005,2846,"","","","","","","","","","","","","","",""
"traJ","","Protein TraJ",5,5,1,1,940,1,851,"",686,686,686,"","","","","","","","","","","","","","",""
"traM","","Relaxosome protein TraM",5,5,1,1,941,1,852,"",383,383,383,"","","","","","","","","","","","","","",""
"group_1798","","hypothetical protein",5,5,1,1,3393,1,992,"",377,716,648,"","","","","","","","","","","","","","",""
"group_1799","umuD","Protein UmuD",5,5,1,1,3381,1,252,"",386,440,429,"","","","","","","","","","","","","","",""
"group_1824","umuD","Protein UmuD",5,5,1,1,1014,1,951,"",419,437,433,"","","","","","","","","","","","","","",""
"group_1835","","hypothetical protein",5,5,1,9,20,227,14,"",668,776,754,"","","","","","","","","","","","","","",""
"group_1838","","hypothetical protein",5,5,1,1,3428,1,126,"",266,332,318,"","","","","","","","","","","","","","",""
"group_1847","","hypothetical protein",5,5,1,1,958,1,912,"",776,776,776,"","","","","","","","","","","","","","",""
"group_1855","","hypothetical protein",5,5,1,1,4980,13,3,"",299,299,299,"","","","","","","","","","","","","","",""
"group_195","","hypothetical protein",5,5,1,1,3005,221,1,"",503,11219,5051,"","","","","","","","","","","","","","",""
"merA_1","","Mercuric reductase",5,5,1,1,1935,1,26,"",1685,1685,1685,"","","","","","","","","","","","","","",""
"group_227","ltxB","Leukotoxin export ATP-binding protein LtxB",5,5,1,1,3003,158,1,"",506,1613,1003,"","","","","","","","","","","","","","",""
"group_337","soj","Sporulation initiation inhibitor protein Soj",5,5,1,1,3364,1,245,"",299,785,613,"","","","","","","","","","","","","","",""
"group_3423","","hypothetical protein",5,5,1,1,3322,277,1,"",509,509,509,"PGKCJFEA_04619","","","","","","","","","","","","","",""
"group_3522","","hypothetical protein",5,5,1,1,1355,18,1,"",365,365,365,"","","","","","","","","","","","","","",""
"group_3527","","hypothetical protein",5,5,1,35,4,281,1,"",215,215,215,"","","","","","","","","","","","","","",""
"mbeC_2","","Mobilization protein MbeC",5,5,1,35,2,281,3,"",344,344,344,"","","","","","","","","","","","","","",""
"group_3531","","hypothetical protein",5,5,1,35,6,281,6,"",707,707,707,"","","","","","","","","","","","","","",""
"group_3533","","hypothetical protein",5,5,1,1,2995,524,1,"",290,290,290,"","","","","","","","","","","","","","",""
"traY","","Relaxosome protein TraY",5,5,1,1,939,1,850,"",227,227,227,"","","","","","","","","","","","","","",""
"group_3647","","hypothetical protein",5,5,1,1,3370,1,289,"",317,317,317,"","","","","","","","","","","","","","",""
"group_3648","","hypothetical protein",5,5,1,1,3371,1,290,"",293,293,293,"","","","","","","","","","","","","","",""
"group_3658","","hypothetical protein",5,5,1,1,3395,1,299,"",416,416,416,"","","","","","","","","","","","","","",""
"group_3659","","hypothetical protein",5,5,1,1,3394,1,298,"",419,419,419,"","","","","","","","","","","","","","",""
"group_3660","","hypothetical protein",5,5,1,1,674,1,993,"",368,368,368,"","","","","","","","","","","","","","",""
"group_3661","","hypothetical protein",5,5,1,1,675,1,994,"",344,344,344,"","","","","","","","","","","","","","",""
"group_3662","","hypothetical protein",5,5,1,1,676,1,995,"",320,320,320,"","","","","","","","","","","","","","",""
"group_3663","","hypothetical protein",5,5,1,1,678,1,996,"",179,179,179,"","","","","","","","","","","","","","",""
"group_3669","","hypothetical protein",5,5,1,1,3383,1,254,"",791,791,791,"","","","","","","","","","","","","","",""
"group_3670","","hypothetical protein",5,5,1,1,3379,1,249,"",341,341,341,"","","","","","","","","","","","","","",""
"group_3707","","hypothetical protein",5,5,1,11,3,229,3,"",452,452,452,"","","","","","","","","","","","","","",""
"group_3729","","hypothetical protein",5,5,1,9,22,227,12,"",341,341,341,"","","","","","","","","","","","","","",""
"group_3759","","hypothetical protein",5,5,1,1,1000,1,954,"",248,248,248,"","","","","","","","","","","","","","",""
"group_3765","vapC_2","tRNA(fMet)-specific endonuclease VapC",5,5,1,1,876,1,813,"",398,398,398,"","","","","","","","","","","","","","",""
"vapB_2","","Antitoxin VapB",5,5,1,1,875,1,812,"",227,227,227,"","","","","","","","","","","","","","",""
"group_3779","","hypothetical protein",5,5,1,1,932,1,844,"",590,590,590,"","","","","","","","","","","","","","",""
"group_3780","","hypothetical protein",5,5,1,1,919,1,833,"",638,638,638,"","","","","","","","","","","","","","",""
"group_3781","","hypothetical protein",5,5,1,1,913,1,828,"",347,347,347,"","","","","","","","","","","","","","",""
"group_3817","","hypothetical protein",5,5,1,1,199,1,661,"",179,179,179,"","","","","","","","","","","","","","",""
"group_3839","","hypothetical protein",5,5,1,9,5,227,3,"",380,380,380,"","","","","","","","","","","","","","",""
"group_3840","","hypothetical protein",5,5,1,9,4,227,2,"",308,308,308,"","","","","","","","","","","","","","",""
"repB","","RepFIB replication protein A",5,5,1,13,3,231,4,"",875,875,875,"","","","","","","","","","","","","","",""
"group_3851","","hypothetical protein",5,5,1,13,4,231,3,"",581,581,581,"","","","","","","","","","","","","","",""
"group_3885","","hypothetical protein",5,5,1,1,478,1,166,"",449,449,449,"","","","","","","","","","","","","","",""
"group_4046","","hypothetical protein",5,5,1,1,1265,1,1077,"",158,158,158,"","","","","","","","JJPGFOPI_04518","","","","","","",""
"group_4047","","hypothetical protein",5,5,1,1,1266,1,1078,"",131,131,131,"","","","","","","","JJPGFOPI_04519","","","","","","",""
"group_41","blc_2","Outer membrane lipoprotein Blc",5,5,1,1,5984,154,1,"",128,128,128,"","","","","","","","","","","","","","",""
"group_4295","","hypothetical protein",5,5,1,1,242,10,1,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",173,173,173,"","","","","","","","","","","","","","",""
"group_487","pntA","NAD(P) transhydrogenase subunit alpha",5,5,1,1,5154,336,1,"",629,1529,1169,"","","","","","","","","","","","","","",""
"group_55","gntR_4","HTH-type transcriptional regulator GntR",5,5,1,1,3900,1,531,"",182,1019,615,"","","","","","","","","","","","","","",""
"group_550","","hypothetical protein",5,5,1,1,4454,542,1,"",389,938,498,"","","","","","","","","","","","","","",""
"group_553","","hypothetical protein",5,5,1,1,4445,379,1,"",329,1271,894,"","","","","","","","","","","","","","",""
"group_582","yedP","Mannosyl-3-phosphoglycerate phosphatase",5,5,1,1,3691,480,1,"",377,836,744,"","","","","","","","","","","","","","",""
"group_590","","IS110 family transposase IS4321R",5,5,1,1,1058,1,12,"",1004,1004,1004,"","","","ALLEBCBP_01966","","","","","","","","","","",""
"group_641","","hypothetical protein",5,5,1,1,1134,1,2,"",599,647,626,"","","","","","","","","","","","","","",""
"group_680","narU","Nitrate/nitrite transporter NarU",5,5,1,1,5042,1,511,"",932,1388,1296,"","","","","","","","","","","","","","",""
"group_725","ptsG","PTS system glucose-specific EIICB component",5,5,1,1,5454,320,1,"",539,1433,1075,"","","","","","","","","","","","","","",""
"group_831","ynfF_2","putative dimethyl sulfoxide reductase chain YnfF",5,5,1,1,391,115,2,"",872,1946,1731,"","","","","","","","","","","","","","",""
"group_935","aptA","Apulose-4-phosphate transketolase subunit A",5,5,1,1,3897,23,4,"",278,830,719,"","","","","","","","","","","","","","",""
"group_100","","hypothetical protein",4,4,1,1,3634,1,571,"",425,2738,1999,"","","","","","","","","","","","","","",""
"group_1014","vgrG1","Actin cross-linking toxin VgrG1",4,4,1,1,4581,1,538,"",638,2114,1745,"","","","","","","","","","","","","","",""
"group_1030","hrpB","ATP-dependent RNA helicase HrpB",4,4,1,1,2404,135,1,"",701,2474,2030,"","","","","","","","","","","","","","",""
"group_1046","ilvD_2","Dihydroxy-acid dehydratase",4,4,1,1,3255,327,1,"",371,1850,1480,"","","","","","","","","MGNDMLEC_03842","","","","","",""
"group_11","","Type IV secretion system protein virB10",4,4,1,1,1211,226,1,"",248,434,363,"","","","","","","","","","","","","","",""
"group_1123","","hypothetical protein",4,4,1,1,2206,1,502,"",416,1040,884,"","","","","","","","","","","","","","",""
"group_1124","","hypothetical protein",4,4,1,1,679,1,998,"",545,614,563,"","","","","","","","","","","","","","",""
"group_1747","","hypothetical protein",4,4,1,1,1433,18,5,"",1649,1760,1720,"","","","","","","","","","","","","","",""
"group_1754","","hypothetical protein",4,4,1,1,3422,1,1023,"",875,1268,1169,"","","","","","","","","","","","","","",""
"group_1784","","hypothetical protein",4,4,1,1,954,1,904,"",230,230,230,"","","","","","","","","","","","","","",""
"group_1786","","hypothetical protein",4,4,1,1,992,1,960,"",221,221,221,"","","","","","","","","","","","","","",""
"group_1788","xerC_3","Tyrosine recombinase XerC",4,4,1,1,985,1,967,"",782,806,788,"","","","","","","","","","","","","","",""
"hin_2","","DNA-invertase hin",4,4,1,1,3433,1,121,"",623,842,732,"","","","","","","","","","","","","","",""
"group_1803","","hypothetical protein",4,4,1,12,2,230,5,"",146,722,578,"","","","","","","","","","","","","","",""
"group_1823","xerC_3","Tyrosine recombinase XerC",4,4,1,1,1008,1,945,"",377,743,560,"","","","","","","","","","","","","","",""
"group_1841","","IS66 family transposase ISEc8",4,4,1,1,1047,1,791,"",347,1049,873,"","","","","","","","","","","","","","",""
"group_1842","","hypothetical protein",4,4,1,1,884,1,799,"",206,206,206,"","","","","","","","","","","","","","",""
"group_1843","","hypothetical protein",4,4,1,1,883,1,798,"",335,461,429,"","","","","","","","","","","","","","",""
"group_1844","","hypothetical protein",4,4,1,1,899,1,817,"",2822,2825,2824,"","","","","","","","","","","","","","",""
"group_1845","","hypothetical protein",4,4,1,1,897,1,820,"",281,302,286,"","","","","","","","","","","","","","",""
"psiB","","Protein PsiB",4,4,1,1,837,1,896,"",434,434,434,"","","","","","","","","","","","","","",""
"group_1848","","hypothetical protein",4,4,1,1,959,1,913,"",434,434,434,"","","","","","","","","","","","","","",""
"hns_3","","DNA-binding protein H-NS, plasmid",4,4,1,1,210,1,673,"",404,404,404,"","","","","","","","","","","","","","",""
"clcB_1","","Voltage-gated ClC-type chloride channel ClcB",4,4,1,1,5143,1,390,"",539,587,575,"","","","","","","","","","","","","","",""
"group_275","ttrA","Tetrathionate reductase subunit A",4,4,1,1,5258,1,495,"",401,2102,1103,"","","","","","","","","","","","","","",""
"group_34","","hypothetical protein",4,5,1.25,1,501,1,193,"",146,281,227,"","","","","","","","","","","","","","",""
"group_3405","","hypothetical protein",4,4,1,1,3718,36,3,"",221,221,221,"PGKCJFEA_00369","","","","","","","","","","","","","",""
"group_3406","","hypothetical protein",4,4,1,1,3719,36,4,"",302,302,302,"PGKCJFEA_00370","","","","","","","","","","","","","",""
"group_3412","","hypothetical protein",4,4,1,1,3318,216,1,"",290,290,290,"PGKCJFEA_03616","","","","","","","","","","","","","",""
"group_3427","","hypothetical protein",4,4,1,1,5225,278,1,"",233,233,233,"PGKCJFEA_04732","","","","","","","","","","","","","",""
"group_3440","","hypothetical protein",4,4,1,1,5415,380,1,"",89,89,89,"","","","","","","","","","","","","","",""
"group_3515","","hypothetical protein",4,4,1,1,4814,38,4,"",143,143,143,"","","","","","","","","","","","","","",""
"hpcD_1","","5-carboxymethyl-2-hydroxymuconate Delta-isomerase",4,4,1,1,3697,323,1,"",260,260,260,"","","","","","","","","","","","","","",""
"group_3529","","hypothetical protein",4,4,1,35,1,281,4,"",146,146,146,"","","","","","","","","","","","","","",""
"group_3530","","hypothetical protein",4,4,1,35,5,281,5,"",461,461,461,"","","","","","","","","","","","","","",""
"group_3532","","hypothetical protein",4,4,1,35,7,281,7,"",263,263,263,"","","","","","","","","","","","","","",""
"group_3539","","hypothetical protein",4,4,1,1,5085,1,135,"",137,137,137,"","","","","","","","","","","","","","",""
"group_3542","","hypothetical protein",4,4,1,1,5372,NA,NA,"",320,320,320,"","","","","","","","","","","","","","",""
"mdoD_1","","Glucans biosynthesis protein D",4,4,1,1,4987,1,525,"",689,1619,1249,"","","","","","","","","","","","","","",""
"flmC","","Protein FlmC",4,4,1,1,864,1,752,"",212,212,212,"","","","","","","","","","","","","","",""
"group_3570","","hypothetical protein",4,4,1,1,952,1,902,"",563,563,563,"","","","","","","","","","","","","","",""
"group_3571","","hypothetical protein",4,4,1,1,953,1,903,"",1361,1361,1361,"","","","","","","","","","","","","","",""
"sopB_2","","Protein SopB",4,4,1,1,988,1,964,"",971,971,971,"","","","","","","","","","","","","","",""
"group_3576","","hypothetical protein",4,4,1,1,987,1,965,"",1166,1166,1166,"","","","","","","","","","","","","","",""
"repE","","Replication initiation protein",4,4,1,1,986,1,966,"",755,755,755,"","","","","","","","","","","","","","",""
"group_3578","ccdB_2","Toxin CcdB",4,4,1,1,984,1,968,"",305,305,305,"","","","","","","","","","","","","","",""
"ccdA_1","","Antitoxin CcdA",4,4,1,1,983,1,969,"",218,218,218,"","","","","","","","","","","","","","",""
"group_358","narZ","Respiratory nitrate reductase 2 alpha chain",4,4,1,1,5041,1,509,"",695,3740,2217,"","","","","","","","","","","","","","",""
"group_3649","","hypothetical protein",4,4,1,1,3372,1,291,"",281,281,281,"","","","","","","","","","","","","","",""
"flgI_2","","Flagellar P-ring protein",4,4,1,1,5478,494,1,"",395,1097,660,"","","","","","","","","","","","","","",""
"group_3650","","hypothetical protein",4,4,1,1,3373,1,292,"",734,734,734,"","","","","","","","","","","","","","",""
"group_3668","umuC_2","Protein UmuC",4,4,1,1,3382,1,253,"",1265,1265,1265,"","","","","","","","","","","","","","",""
"group_3695","","hypothetical protein",4,4,1,1,3838,1,657,"",206,206,206,"","","","","","","","","","","","","","",""
"group_3706","","hypothetical protein",4,4,1,11,4,229,4,"",434,434,434,"","","","","","","","","","","","","","",""
"group_3726","","hypothetical protein",4,4,1,4,2,56,4,"",521,521,521,"","","","","","","","","","","","","","",""
"group_3727","","hypothetical protein",4,4,1,4,4,56,2,"",392,392,392,"","","","","","","","","","","","","","",""
"group_3739","","hypothetical protein",4,4,1,6,3,59,3,"",200,200,200,"","","","","","","","","","","","","","",""
"group_3740","","hypothetical protein",4,4,1,6,1,59,2,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",707,707,707,"","","","","","","","","","","","","","",""
"group_3754","","hypothetical protein",4,4,1,1,1009,1,946,"",275,275,275,"","","","","","","","","","","","","","",""
"srp54","","Signal recognition particle 54 kDa protein",4,4,1,1,1010,1,947,"",644,644,644,"","","","","","","","","","","","","","",""
"group_3756","parM","Plasmid segregation protein ParM",4,4,1,1,1011,1,948,"",971,971,971,"","","","","","","","","","","","","","",""
"group_3757","","hypothetical protein",4,4,1,1,1012,1,949,"",392,392,392,"","","","","","","","","","","","","","",""
"umuC_2","","Protein UmuC",4,4,1,1,1013,1,950,"",1271,1271,1271,"","","","","","","","","","","","","","",""
"group_3825","","hypothetical protein",4,4,1,1,3509,1,268,"",92,92,92,"","","","","","","","","","","","","","",""
"group_3829","","hypothetical protein",4,4,1,1,3403,1,317,"",884,884,884,"","","","","","","","","","","","","","",""
"group_3848","","hypothetical protein",4,4,1,10,1,228,17,"",269,269,269,"","","","","","","","","","","","","","",""
"group_3852","","hypothetical protein",4,4,1,14,2,232,2,"Investigate",317,317,317,"","","","","","","","","","","","","","",""
"group_3884","allA","Ureidoglycolate lyase",4,4,1,1,582,193,1,"",401,401,401,"","","","","","","","","","","","","","",""
"group_3893","","hypothetical protein",4,4,1,1,5262,544,1,"",560,560,560,"","","","","","","","","","","","","","",""
"caeA","","Carboxylesterase A",4,4,1,1,1055,1,786,"",1499,1499,1499,"","","","","","","","","","","","","","",""
"ompP","","Outer membrane protease OmpP",4,4,1,1,1054,1,787,"",947,947,947,"","","","","","","","","","","","","","",""
"tibC","","Glycosyltransferase TibC",4,4,1,1,1046,1,792,"",1220,1220,1220,"","","","","","","","","","","","","","",""
"group_3903","","hypothetical protein",4,4,1,1,1043,1,796,"",152,152,152,"","","","","","","","","","","","","","",""
"group_3904","","hypothetical protein",4,4,1,1,885,1,800,"",248,248,248,"","","","","","","","","","","","","","",""
"group_3905","","hypothetical protein",4,4,1,1,882,1,797,"",203,203,203,"","","","","","","","","","","","","","",""
"finO_1","","Fertility inhibition protein",4,4,1,1,881,1,807,"",557,557,557,"","","","","","","","","","","","","","",""
"group_3932","","hypothetical protein",4,4,1,1,5054,1,506,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",938,938,938,"","","","","","","","","","","","","","",""
"group_394","acs_2","Acetyl-coenzyme A synthetase",4,4,1,1,2084,476,1,"",143,1958,1392,"","","","","","","","","","","","","","",""
"group_4033","","hypothetical protein",4,4,1,1,3735,164,1,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",203,203,203,"","","","","","","","","","","","","","",""
"group_416","pipB","Secreted effector protein PipB",4,4,1,1,4506,128,2,"",143,875,692,"","","","","","","","","","","","","","",""
"group_4169","","hypothetical protein",4,4,1,1,192,516,1,"",167,167,167,"","","","","","","","","","","","","","",""
"group_4265","","hypothetical protein",4,4,1,1,910,1,825,"",545,554,547,"","","","","","","","","","","","","","",""
"pitA_2","","Low-affinity inorganic phosphate transporter 1",4,4,1,1,1754,1,535,"",248,1496,797,"","","","","","","","","","","","","","",""
"group_440","traI","Multifunctional conjugation protein TraI",4,4,1,1,1203,1,1100,"",1802,4286,3665,"","","","","","","","","","","","","","",""
"group_445","dinG_2","3'-5' exonuclease DinG",4,4,1,1,1126,1,38,"",104,869,677,"","","","","","","","","","","","","","",""
"group_518","assT_1","Arylsulfate sulfotransferase AssT",4,4,1,1,4,1,398,"",701,1718,1463,"","","","","","","","","","","","","","",""
"group_676","fecA","Fe(3+) dicitrate transport protein FecA",4,4,1,1,3595,392,1,"",335,2165,1707,"","","","","","","","","","","","","","",""
"group_710","chbF","6-phospho-beta-glucosidase",4,4,1,1,3572,409,1,"",446,1355,1127,"","","","","","","","","","","","","","",""
"group_729","mdoH_1","Glucans biosynthesis glucosyltransferase H",4,4,1,1,3560,472,1,"",737,2543,1640,"","","","","","","","","","","","","","",""
"group_745","gntT_1","High-affinity gluconate transporter",4,4,1,1,2992,386,1,"",491,1496,1244,"","","","","","","","","","","","","","",""
"group_750","ppnN_1","Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase",4,4,1,1,2303,482,1,"",380,1364,872,"","","","","","","","","","","","","","",""
"group_829","dsbG","Thiol:disulfide interchange protein DsbG",4,4,1,1,397,55,3,"",287,746,631,"PGKCJFEA_03844","","","","","","","","","","","","","",""
"group_957","rpsA","30S ribosomal protein S1",4,4,1,1,4385,273,1,"",587,1673,1401,"PGKCJFEA_03350","","","","","","","","","","","","","",""
"rhlE_1","","ATP-dependent RNA helicase RhlE",4,4,1,1,4187,417,1,"",437,1361,668,"","","","","","","","","","","","","KMJDPIGG_04430","",""
"group_1012","","hypothetical protein",3,3,1,1,3693,171,1,"",695,1472,1213,"","","","","","","","","","","","","","",""
"group_1023","tyrP","Tyrosine-specific transport protein",3,3,1,1,3689,343,1,"",551,1268,1029,"","","","","","","","","","","","","","",""
"group_1038","glyA_2","Serine hydroxymethyltransferase",3,3,1,1,2144,338,1,"",275,1238,917,"","","","","","","","","","","","","","",""
"group_109","","hypothetical protein",3,3,1,1,3555,2,102,"",1451,1451,1451,"","","","","","","","","","","","","","",""
"group_1119","","hypothetical protein",3,3,1,1,1334,1,725,"",254,617,456,"","","","","","","","","","","","","","",""
"group_1121","","hypothetical protein",3,3,1,1,5548,2,68,"",869,3200,1875,"","","","","","","","","","","","","","",""
"group_1125","","Tn3 family transposase TnAs1",3,3,1,1,3402,1,297,"",1796,2966,2576,"","","","","","","","","","","","","","",""
"group_1132","","hypothetical protein",3,3,1,9,13,227,21,"",437,806,597,"","","","","","","","","","","","","","",""
"group_1133","","hypothetical protein",3,3,1,11,8,229,10,"",500,1487,1011,"","","","","","","","","","","","","","",""
"group_1134","","hypothetical protein",3,3,1,1,835,1,899,"",209,233,223,"","","","","","","","","","","","","","",""
"group_1147","","hypothetical protein",3,3,1,1,2335,NA,NA,"",284,284,284,"","DNOEEKHJ_03658","","","","","","","","","","","","",""
"group_125","","hypothetical protein",3,3,1,1,463,1,140,"",779,1304,1007,"","","","","","","","","","","","","","",""
"group_1378","","hypothetical protein",3,3,1,1,5536,2,56,"",281,281,281,"","","","","","","","","","","","","","",""
"group_145","","hypothetical protein",3,3,1,1,3465,1,367,"",446,629,568,"","","","","","","","","","","","","","",""
"group_1534","","hypothetical protein",3,3,1,1,4434,2,52,"",206,206,206,"","","","","","","","","","","","","","",""
"group_1537","dinI_2","DNA damage-inducible protein I",3,3,1,1,5534,2,54,"",233,233,233,"","","","","","","","","","","","","","",""
"group_1541","","hypothetical protein",3,3,1,1,5550,2,70,"",239,239,239,"","","","","","","","","","","","","","",""
"group_16","","hypothetical protein",3,3,1,1,5431,456,1,"",269,680,473,"","","","","","","","","","","","","","",""
"group_1664","","hypothetical protein",3,3,1,1,5538,2,58,"",470,470,470,"","","","","","","","","","","","","","",""
"group_1759","","hypothetical protein",3,3,1,1,1257,1,1079,"",359,668,565,"","","","","","","","","","","","","","",""
"group_1771","","hypothetical protein",3,3,1,1,905,1,765,"",302,380,354,"","","","","","","","","","","","","","",""
"group_1772","","hypothetical protein",3,3,1,1,906,1,766,"",545,545,545,"","","","","","","","","","","","","","",""
"group_1782","noc","Nucleoid occlusion protein",3,3,1,1,948,1,893,"",1958,1958,1958,"","","","","","","","","","","","","","",""
"group_1783","","hypothetical protein",3,3,1,1,949,1,906,"",233,233,233,"","","","","","","","","","","","","","",""
"group_1789","","hypothetical protein",3,3,1,1,964,1,972,"",647,647,647,"","","","","","","","","","","","","","",""
"folP1","","Dihydropteroate synthase",3,3,1,1,1198,1,1126,"",374,839,684,"","","","","","","","","","","","","","",""
"emrE_2","","Multidrug transporter EmrE",3,3,1,1,1194,1,1122,"",347,347,347,"","","","","","","","","","","","","","",""
"group_1795","","hypothetical protein",3,3,1,1,4433,2,53,"",602,602,602,"","","","","","","","","","","","","","",""
"group_1797","","hypothetical protein",3,3,1,1,3432,1,120,"",242,248,246,"","","","","","","","","","","","","","",""
"recD2","","ATP-dependent RecD-like DNA helicase",3,3,1,1,3398,1,302,"",635,3236,2369,"","","","","","","","","","","","","","",""
"group_1813","","hypothetical protein",3,3,1,4,3,56,1,"",224,506,318,"","","","","","","","","","","","","","",""
"group_1820","","hypothetical protein",3,3,1,51,3,412,3,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",422,1157,912,"","","","","","","","","","","","","","",""
"group_1826","noc","Nucleoid occlusion protein",3,3,1,1,836,1,895,"",1958,1958,1958,"","","","","","","","","","","","","","",""
"virB4_2","","Type IV secretion system protein virB4",3,3,1,1,3369,1,307,"",1886,2600,2362,"","","","","","","","","","","","","","",""
"ygbE_2","","Inner membrane protein YgbE",3,3,1,1,2981,284,1,"",191,257,213,"","","","","","","","","","","","","","",""
"group_1853","","hypothetical protein",3,3,1,1,829,1,956,"",221,221,221,"","","","","","","","","","","","","","",""
"group_1854","","hypothetical protein",3,3,1,1,997,1,955,"",902,926,918,"","","","","","","","","","","","","","",""
"group_1858","dcm_2","DNA-cytosine methyltransferase",3,3,1,1,201,1,664,"",1295,1427,1383,"","","","","","","","","","","","","","",""
"group_1862","","hypothetical protein",3,3,1,1,3514,24,3,"",611,677,633,"","","","","","","","","","","","","","",""
"group_201","fruA_2","PTS system fructose-specific EIIB'BC component",3,3,1,1,3494,528,1,"",479,1688,882,"","","","","","","","","","","","","","","LBMEENEJ_04178"
"ddlB_1","","D-alanine--D-alanine ligase B",3,3,1,1,2466,394,1,"",146,701,400,"","","","","","","","","","","","","","",""
"group_24","","hypothetical protein",3,3,1,1,3355,1,362,"",212,398,336,"","","","","","","","","","","","","","",""
"group_265","oadA","Oxaloacetate decarboxylase alpha chain",3,3,1,1,2542,427,1,"",1772,1772,1772,"","","","","","","","","","","","","","",""
"group_277","nlpD_2","Murein hydrolase activator NlpD",3,3,1,1,2299,1,229,"",338,1133,603,"PGKCJFEA_04145","","","","","","","","","","","","","",""
"group_280","yfdH_2","Prophage bactoprenol glucosyl transferase ",3,3,1,1,240,1,141,"",926,932,928,"","","","","","","","","","","","","","",""
"group_2860","","hypothetical protein",3,3,1,1,5542,2,62,"",320,320,320,"","","","","","","","","","","","","","",""
"group_33","","hypothetical protein",3,3,1,1,504,1,172,"",146,281,236,"","","","","","","","","","","","","","",""
"group_341","","IS6 family transposase IS26",3,3,1,1,1135,1,112,"",704,704,704,"","","","","","","","","","","","","","",""
"group_3431","","hypothetical protein",3,3,1,1,1146,1,1033,"",191,191,191,"PGKCJFEA_04775","","","","","","","","","","","","","",""
"group_3435","","hypothetical protein",3,3,1,1,127,416,1,"",212,212,212,"","","","","","","","","","","","","KMJDPIGG_01524","",""
"group_3500","","hypothetical protein",3,3,1,1,3708,209,1,"",404,404,404,"","","","","","","","","","","","","","",""
"group_3516","","hypothetical protein",3,3,1,1,4906,61,3,"",104,104,104,"","","","","","","","","","","","","","",""
"group_3567","psiB","Protein PsiB",3,3,1,1,947,1,894,"",434,434,434,"","","","","","","","","","","","","","",""
"group_3580","","hypothetical protein",3,3,1,1,967,1,970,"",581,581,581,"","","","","","","","","","","","","","",""
"group_3581","","hypothetical protein",3,3,1,1,965,1,971,"",335,335,335,"","","","","","","","","","","","","","",""
"group_3582","","hypothetical protein",3,3,1,1,963,1,973,"",284,284,284,"","","","","","","","","","","","","","",""
