"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR7010294","SRR5905016","SRR14766362","SRR18233382","SRR2911768","SRR14766451","SRR9017024","SRR14766433","SRR5905275","SRR14766368","SRR18233388","SRR1461785","NDSU16","SRR6308366","SRR14766393"
"group_4051","","hypothetical protein",1,1,1,1,3120,460,3,"",446,446,446,"","","","","","","","","","","","","","",""
"group_4052","","hypothetical protein",1,1,1,1,4944,NA,NA,"",446,446,446,"","","","","","","","","","","","","","",""
"group_4053","","hypothetical protein",1,1,1,1,2025,337,1,"",191,191,191,"","","","","","","","","","","","","","",""
"group_4055","","hypothetical protein",1,1,1,1,4142,NA,NA,"",566,566,566,"","","","","","","","","","","","","","",""
"group_4056","","hypothetical protein",1,1,1,1,3891,463,1,"",134,134,134,"","","","","","","","","","","","","","",""
"nlpD_3","","Murein hydrolase activator NlpD",1,1,1,1,3345,1,232,"",239,239,239,"","","","","","","","","","","","","","",""
"group_4058","","hypothetical protein",1,1,1,1,1939,433,2,"",152,152,152,"","","","","","","","","","","","","","",""
"group_4060","","hypothetical protein",1,1,1,1,1502,374,1,"",806,806,806,"","","","","","","","","","","","","","",""
"group_4061","","hypothetical protein",1,1,1,1,1503,374,2,"",611,611,611,"","","","","","","","","","","","","","",""
"group_4063","","hypothetical protein",1,1,1,1,3688,418,1,"",299,299,299,"","","","","","","","","","","","","","",""
"group_4064","","hypothetical protein",1,1,1,1,3687,418,2,"",233,233,233,"","","","","","","","","","","","","","",""
"group_4065","","hypothetical protein",1,1,1,1,3616,420,1,"",482,482,482,"","","","","","","","","","","","","","",""
"group_4066","","hypothetical protein",1,1,1,1,1137,1,111,"",305,305,305,"","","","","","","","","","","","","","",""
"group_4067","","hypothetical protein",1,1,1,1,2993,285,1,"",143,143,143,"","","","","","","","","","","","","","",""
"group_4068","","hypothetical protein",1,1,1,1,3245,359,1,"",140,140,140,"","","","","","","","","","","","","","",""
"group_4069","","hypothetical protein",1,1,1,1,3582,360,1,"",194,194,194,"","","","","","","","","","","","","","",""
"group_4070","","hypothetical protein",1,1,1,1,3591,1,515,"",338,338,338,"","","","","","","","","","","","","","",""
"group_4071","","hypothetical protein",1,1,1,1,3604,358,1,"",281,281,281,"","","","","","","","","","","","","","",""
"group_4072","","hypothetical protein",1,1,1,1,3603,358,2,"",170,170,170,"","","","","","","","","","","","","","",""
"group_4073","","hypothetical protein",1,1,1,1,3602,358,3,"",524,524,524,"","","","","","","","","","","","","","",""
"group_4077","","hypothetical protein",1,1,1,1,3608,NA,NA,"",266,266,266,"","","","","","","","","","","","","","",""
"group_4078","","hypothetical protein",1,1,1,1,3872,548,1,"",665,665,665,"","","","","","","","","","","","","","",""
"group_4079","","hypothetical protein",1,1,1,1,3873,548,2,"",605,605,605,"","","","","","","","","","","","","","",""
"group_4082","","hypothetical protein",1,1,1,1,4185,464,1,"",89,89,89,"","","","","","","","","","","","","","",""
"group_4083","","hypothetical protein",1,1,1,1,3354,1,361,"",443,443,443,"","","","","","","","","","","","","","",""
"group_4084","","hypothetical protein",1,1,1,1,3733,488,1,"",380,380,380,"","","","","","","","","","","","","","",""
"group_4085","","hypothetical protein",1,1,1,1,3734,488,2,"",1331,1331,1331,"","","","","","","","","","","","","","",""
"group_4105","","hypothetical protein",1,1,1,1,1313,1,704,"",1328,1328,1328,"","","","","","","","","","","","","","",""
"group_414","","hypothetical protein",1,1,1,1,3505,16,1,"",248,248,248,"","","","","","","","","","","","","","",""
"group_4157","","hypothetical protein",1,1,1,1,1342,1,979,"",242,242,242,"","","","","","","","","","","","","","",""
"group_4158","","hypothetical protein",1,1,1,1,1800,NA,NA,"",95,95,95,"","","","","","","","","","","","","","",""
"group_4159","","hypothetical protein",1,1,1,1,4876,NA,NA,"",257,257,257,"","","","","","","","","","","","","","",""
"group_4161","","hypothetical protein",1,1,1,1,1140,1,1057,"",353,353,353,"","","","","","","","","","","","","","",""
"group_4162","","hypothetical protein",1,1,1,1,3939,78,1,"",803,803,803,"","","","","","","","","","","","","","",""
"group_4163","potB","Spermidine/putrescine transport system permease protein PotB",1,1,1,1,3564,500,1,"",242,242,242,"","","","","","","","","","","","","","",""
"group_4165","clpP_2","ATP-dependent Clp protease proteolytic subunit",1,1,1,1,655,328,1,"",449,449,449,"","","","","","","","","","","","","","",""
"group_4168","","hypothetical protein",1,1,1,1,3256,512,1,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",104,104,104,"","","","","","","","","","","","","","",""
"group_4170","","hypothetical protein",1,1,1,1,3606,452,1,"",272,272,272,"","","","","","","","","","","","","","",""
"group_4171","","hypothetical protein",1,1,1,1,3607,452,2,"",242,242,242,"","","","","","","","","","","","","","",""
"group_4172","","hypothetical protein",1,1,1,1,3723,NA,NA,"",131,131,131,"","","","","","JKFJINKE_00807","","","","","","","","",""
"group_4173","","hypothetical protein",1,1,1,1,5646,1,273,"",110,110,110,"","","","","","","","","","","","","","",""
"group_4174","","hypothetical protein",1,1,1,1,5561,2,109,"",149,149,149,"","","","","","","","","","","","","","",""
"group_4175","","hypothetical protein",1,1,1,42,1,404,1,"",311,311,311,"","","","","","","","","","","","","","",""
"group_4176","","hypothetical protein",1,1,1,42,2,404,2,"",374,374,374,"","","","","","","","","","","","","","",""
"group_4177","","hypothetical protein",1,1,1,42,3,404,7,"",299,299,299,"","","","","","","","","","","","","","",""
"group_4178","","hypothetical protein",1,1,1,42,4,404,6,"",227,227,227,"","","","","","","","","","","","","","",""
"group_4179","","hypothetical protein",1,1,1,42,5,404,5,"",251,251,251,"","","","","","","","","","","","","","",""
"group_4180","","hypothetical protein",1,1,1,42,6,404,4,"",542,542,542,"","","","","","","","","","","","","","",""
"dnaJ_2","","Chaperone protein DnaJ",1,1,1,42,7,404,3,"",515,515,515,"","","","","","","","","","","","","","",""
"group_4182","","hypothetical protein",1,1,1,1,1281,1,8,"",200,200,200,"","","","","","","","","","","","","","",""
"group_4183","","hypothetical protein",1,1,1,41,8,403,2,"",413,413,413,"","","","","","","","","","","","","","",""
"group_4184","","hypothetical protein",1,1,1,41,6,403,3,"",302,302,302,"","","","","","","","","","","","","","",""
"group_4185","","hypothetical protein",1,1,1,41,5,403,4,"",257,257,257,"","","","","","","","","","","","","","",""
"group_4186","","hypothetical protein",1,1,1,41,4,403,5,"",434,434,434,"","","","","","","","","","","","","","",""
"nucH","","Thermonuclease",1,1,1,41,3,403,6,"",515,515,515,"","","","","","","","","","","","","","",""
"group_4188","","hypothetical protein",1,1,1,41,2,403,8,"",404,404,404,"","","","","","","","","","","","","","",""
"group_4189","","hypothetical protein",1,1,1,41,1,403,7,"",167,167,167,"","","","","","","","","","","","","","",""
"group_4190","xerC_3","Tyrosine recombinase XerC",1,1,1,43,3,405,1,"",815,815,815,"","","","","","","","","","","","","","",""
"group_4191","","hypothetical protein",1,1,1,43,2,405,2,"",653,653,653,"","","","","","","","","","","","","","",""
"group_4192","hns_3","DNA-binding protein H-NS",1,1,1,43,1,405,3,"",464,464,464,"","","","","","","","","","","","","","",""
"group_4193","","hypothetical protein",1,1,1,44,1,406,1,"Investigate",341,341,341,"","","","","","","","","","","","","","",""
"group_4194","","hypothetical protein",1,1,1,1,1144,1,1041,"",212,212,212,"","","","","","","","","","","","","","",""
"group_4195","","hypothetical protein",1,1,1,1,5559,2,111,"",146,146,146,"","","","","","","","","","","","","","",""
"group_4196","","hypothetical protein",1,1,1,1,4537,538,1,"",266,266,266,"","","","","","","","","","","","","","",""
"group_4197","","hypothetical protein",1,1,1,1,3524,2,31,"",218,218,218,"","","","","","","","","","","","","","",""
"group_4198","","hypothetical protein",1,1,1,1,2777,1,437,"",482,482,482,"","","","","","","","","","","","","","",""
"group_4199","","hypothetical protein",1,1,1,1,1498,134,1,"",731,731,731,"","","","","","","","","","","","","","",""
"group_4200","","hypothetical protein",1,1,1,1,1499,134,2,"",290,290,290,"","","","","","","","","","","","","","",""
"group_4201","","hypothetical protein",1,1,1,1,4279,89,1,"",218,218,218,"","","","","","","","","","","","","","",""
"group_4202","","hypothetical protein",1,1,1,1,4280,89,4,"",128,128,128,"","","","","","","","","","","","","","",""
"group_4203","","hypothetical protein",1,1,1,1,3004,221,2,"",248,248,248,"","","","","","","","","","","","","","",""
"group_4204","","hypothetical protein",1,1,1,1,873,1,770,"",2816,2816,2816,"","","","","","","","","","","","","","",""
"group_4205","","hypothetical protein",1,1,1,1,3366,1,288,"",365,365,365,"","","","","","","","","","","","","","",""
"group_4206","ftsN","Cell division protein FtsN",1,1,1,1,2189,292,1,"",803,803,803,"","","","","","","","","","","","","","",""
"group_4207","","hypothetical protein",1,1,1,1,5083,1,132,"",170,170,170,"","","","","","","","","","","","","","",""
"group_4208","","hypothetical protein",1,1,1,1,1517,20,2,"",281,281,281,"","","","","","","","","","","","","","",""
"repB_1","","RepFIB replication protein A",1,1,1,5,1,60,4,"",881,881,881,"","","","","","","","","","","","","","",""
"group_4210","","hypothetical protein",1,1,1,5,2,60,3,"",596,596,596,"","","","","","","","","","","","","","",""
"group_4212","","hypothetical protein",1,1,1,1,3485,1,1011,"",1958,1958,1958,"","","","","","","","","","","","","","",""
"group_4213","","hypothetical protein",1,1,1,74,1,534,1,"",767,767,767,"","","","","","","","","","","","","","",""
"group_4214","dsbC_2","Thiol:disulfide interchange protein DsbC",1,1,1,74,2,534,3,"",707,707,707,"","","","","","","","","","","","","","",""
"group_4215","","hypothetical protein",1,1,1,74,3,534,2,"",326,326,326,"","","","","","","","","","","","","","",""
"group_4216","","hypothetical protein",1,1,1,1,5040,1,510,"",479,479,479,"","","","","","","","","","","","","","",""
"group_4217","","hypothetical protein",1,1,1,1,3724,NA,NA,"",206,206,206,"","","","","","","","","","","","","","",""
"group_4219","","hypothetical protein",1,1,1,1,3267,NA,NA,"",440,440,440,"","","","","","","","","","","","","","",""
"group_4220","","hypothetical protein",1,1,1,1,4639,108,1,"",203,203,203,"","","","","","","","","","","","","","",""
"group_4221","","hypothetical protein",1,1,1,1,3568,NA,NA,"",827,827,827,"","","","","","","","","","","","","","",""
"group_4223","","hypothetical protein",1,1,1,1,1348,1,987,"",1295,1295,1295,"","","","","","","","","","","","","","",""
"group_4224","","hypothetical protein",1,1,1,1,3836,1,646,"",206,206,206,"","","","","","","","","","","","","","",""
"group_4225","","hypothetical protein",1,1,1,1,2194,235,1,"",98,98,98,"","","","","","","","","","","","","","",""
"group_4226","","hypothetical protein",1,1,1,10,6,228,5,"",959,959,959,"","","","","","","","","","","","","","",""
"group_4228","","hypothetical protein",1,1,1,1,1051,1,774,"",347,347,347,"","","","","","","","","","","","","","",""
"group_4229","","IS66 family transposase ISSfl3",1,1,1,1,1052,1,775,"",1181,1181,1181,"","","","","","","","","","","","","","",""
"group_4230","","IS66 family transposase ISCro1",1,1,1,1,1053,1,776,"",347,347,347,"","","","","","","","","","","","","","",""
"group_4231","","hypothetical protein",1,1,1,1,1033,1,917,"",482,482,482,"","","","","","","","","","","","","","",""
"group_4232","","hypothetical protein",1,1,1,1,1032,1,918,"",470,470,470,"","","","","","","","","","","","","","",""
"group_4233","","IS3 family transposase IS629",1,1,1,1,1031,1,919,"",887,887,887,"","","","","","","","","","","","","","",""
"group_4234","","IS3 family transposase IS629",1,1,1,1,1024,1,926,"",887,887,887,"","","","","","","","","","","","","","",""
"group_4235","","hypothetical protein",1,1,1,1,1030,1,920,"",1193,1193,1193,"","","","","","","","","","","","","","",""
"iucA","","N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine synthase",1,1,1,1,1029,1,921,"",1724,1724,1724,"","","","","","","","","","","","","","",""
"iucB","","N(6)-hydroxylysine O-acetyltransferase",1,1,1,1,1028,1,922,"",947,947,947,"","","","","","","","","","","","","","",""
"iucC","","Aerobactin synthase",1,1,1,1,1027,1,923,"",1742,1742,1742,"","","","","","","","","","","","","","",""
"iucD","","L-lysine N6-monooxygenase",1,1,1,1,1026,1,924,"",1337,1337,1337,"","","","","","","","","","","","","","",""
"iutA","","Ferric aerobactin receptor",1,1,1,1,1025,1,925,"",2198,2198,2198,"","","","","","","","","","","","","","",""
"group_4241","","IS3 family transposase IS629",1,1,1,1,1023,1,927,"",326,326,326,"","","","","","","","","","","","","","",""
"group_4242","","hypothetical protein",1,1,1,1,1022,1,928,"",584,584,584,"","","","","","","","","","","","","","",""
"group_4243","xerC_3","Tyrosine recombinase XerC",1,1,1,1,1021,1,929,"",362,362,362,"","","","","","","","","","","","","","",""
"group_4244","","hypothetical protein",1,1,1,1,1020,1,930,"",644,644,644,"","","","","","","","","","","","","","",""
"group_4245","","hypothetical protein",1,1,1,1,1019,1,931,"",308,308,308,"","","","","","","","","","","","","","",""
"parM_1","","Plasmid segregation protein ParM",1,1,1,1,1018,1,932,"",980,980,980,"","","","","","","","","","","","","","",""
"group_4247","","hypothetical protein",1,1,1,1,1017,1,933,"",416,416,416,"","","","","","","","","","","","","","",""
"group_4248","umuC_2","Protein UmuC",1,1,1,1,1016,1,934,"",236,236,236,"","","","","","","","","","","","","","",""
"group_4249","umuC_3","Protein UmuC",1,1,1,1,1015,1,935,"",590,590,590,"","","","","","","","","","","","","","",""
"group_4250","","hypothetical protein",1,1,1,1,999,1,953,"",98,98,98,"","","","","","","","","","","","","","",""
"group_4251","","hypothetical protein",1,1,1,1,998,1,952,"",1724,1724,1724,"","","","","","","","","","","","","","",""
"group_4252","","hypothetical protein",1,1,1,1,830,1,749,"",770,770,770,"","","","","","","","","","","","","","",""
"group_4253","","hypothetical protein",1,1,1,1,831,1,748,"",494,494,494,"","","","","","","","","","","","","","",""
"group_4254","","hypothetical protein",1,1,1,1,865,1,754,"",587,587,587,"","","","","","","","","","","","","","",""
"group_4255","","hypothetical protein",1,1,1,1,928,1,840,"",413,413,413,"","","","","","","","","","","","","","",""
"group_4256","","hypothetical protein",1,1,1,1,923,1,839,"",473,473,473,"","","","","","","","","","","","","","",""
"group_4257","","hypothetical protein",1,1,1,1,924,1,756,"",158,158,158,"","","","","","","","","","","","","","",""
"group_4258","","hypothetical protein",1,1,1,1,925,1,757,"",311,311,311,"","","","","","","","","","","","","","",""
"group_4259","","hypothetical protein",1,1,1,1,926,1,758,"",362,362,362,"","","","","","","","","","","","","","",""
"group_4260","traN","Mating pair stabilization protein TraN",1,1,1,1,867,1,759,"",1850,1850,1850,"","","","","","","","","","","","","","",""
"group_4261","","hypothetical protein",1,1,1,1,915,1,821,"",356,356,356,"","","","","","","","","","","","","","",""
"group_4262","","hypothetical protein",1,1,1,1,907,1,822,"",401,401,401,"","","","","","","","","","","","","","",""
"group_4263","","hypothetical protein",1,1,1,1,908,1,823,"",1145,1145,1145,"","","","","","","","","","","","","","",""
"group_4264","traQ","Protein TraQ",1,1,1,1,909,1,824,"",281,281,281,"","","","","","","","","","","","","","",""
"group_4266","","hypothetical protein",1,1,1,1,895,1,819,"",1373,1373,1373,"","","","","","","","","","","","","","",""
"group_4267","","hypothetical protein",1,1,1,1,896,1,768,"",497,497,497,"","","","","","","","","","","","","","",""
"group_4268","","hypothetical protein",1,1,1,1,877,1,810,"",746,746,746,"","","","","","","","","","","","","","",""
"group_4269","","hypothetical protein",1,1,1,1,1040,1,795,"",311,311,311,"","","","","","","","","","","","","","",""
"group_4270","","hypothetical protein",1,1,1,1,1041,1,783,"",287,287,287,"","","","","","","","","","","","","","",""
"group_4271","","hypothetical protein",1,1,1,50,2,411,3,"",1859,1859,1859,"","","","","","","","","","","","","","",""
"group_4272","","hypothetical protein",1,1,1,50,1,411,2,"",1019,1019,1019,"","","","","","","","","","","","","","",""
"group_4273","","IS66 family transposase ISCro1",1,1,1,15,3,233,1,"",1571,1571,1571,"","","","","","","","","","","","","","",""
"group_4274","","hypothetical protein",1,1,1,15,2,233,2,"",347,347,347,"","","","","","","","","","","","","","",""
"group_4275","","hypothetical protein",1,1,1,15,1,233,3,"",647,647,647,"","","","","","","","","","","","","","",""
"group_4276","","putative autotransporter",1,1,1,16,1,234,1,"Investigate",1952,1952,1952,"","","","","","","","","","","","","","",""
"group_4277","","hypothetical protein",1,1,1,9,18,227,16,"",467,467,467,"","","","","","","","","","","","","","",""
"group_4278","","hypothetical protein",1,1,1,11,9,229,7,"",242,242,242,"","","","","","","","","","","","","","",""
"group_4279","","hypothetical protein",1,1,1,1,3384,1,287,"",425,425,425,"","","","","","","","","","","","","","",""
"group_4280","","hypothetical protein",1,1,1,1,4949,310,1,"",137,137,137,"","","","","","","","","","","","","","",""
"group_4282","","hypothetical protein",1,1,1,1,2994,NA,NA,"",551,551,551,"","","","","","","","","","","","","","",""
"gloB_1","","Hydroxyacylglutathione hydrolase",1,1,1,1,129,69,1,"",122,122,122,"","","","","","","","","","","","","","",""
"group_4285","","hypothetical protein",1,1,1,1,2046,307,1,"",464,464,464,"","","","","","","","","","","","","","",""
"group_4286","","hypothetical protein",1,1,1,55,1,305,1,"Investigate",266,266,266,"","","","","","","","","","","","","","",""
"group_4287","","hypothetical protein",1,1,1,54,1,304,1,"Investigate",320,320,320,"","","","","","","","","","","","","","",""
"group_4288","","hypothetical protein",1,1,1,1,5530,2,38,"",113,113,113,"","","","","","","","","","","","","","",""
"group_429","","hypothetical protein",1,1,1,1,5572,2,27,"",536,536,536,"","","","","","","","","","","","","","",""
"group_4290","ydjE_2","Inner membrane metabolite transport protein YdjE",1,1,1,1,3571,531,1,"",791,791,791,"","","","","","","","","","","","","","",""
"group_4291","","hypothetical protein",1,1,1,1,2997,127,2,"",299,299,299,"","","","","","","","","","","","","","",""
"group_4292","","hypothetical protein",1,1,1,1,1123,1,39,"",698,698,698,"","","","","","","","","","","","","","",""
"nicB","","6-hydroxy-3-succinoylpyridine 3-monooxygenase HspA",1,1,1,34,11,280,3,"",647,647,647,"","","","","","","","","","","","","","",""
"group_4298","mzrA","Modulator protein MzrA",1,1,1,1,2669,515,1,"",404,404,404,"","","","","","","","","","","","","","",""
"group_4300","","hypothetical protein",1,1,1,1,3227,NA,NA,"",260,260,260,"","","","","","","","","","","","","","",""
"group_4301","","hypothetical protein",1,1,1,1,2774,1,434,"",143,143,143,"","","","","","","","","","","","","","",""
"group_4302","","hypothetical protein",1,1,1,1,2775,1,435,"",236,236,236,"","","","","","","","","","","","","","",""
"group_4303","","hypothetical protein",1,1,1,1,741,314,1,"",206,206,206,"","","","","","","","","","","","","","",""
"group_4304","glmU","Bifunctional protein GlmU",1,1,1,1,1387,315,1,"",1370,1370,1370,"","","","","","","","","","","","","","",""
"group_4305","","hypothetical protein",1,1,1,1,4450,316,1,"",386,386,386,"","","","","","","","","","","","","","",""
"group_4306","","hypothetical protein",1,1,1,1,2333,313,1,"",575,575,575,"","","","","","","","","","","","","","",""
"group_4307","","hypothetical protein",1,1,1,1,2334,313,2,"",176,176,176,"","","","","","","","","","","","","","",""
"group_4308","","hypothetical protein",1,1,1,1,3599,311,2,"",197,197,197,"","","","","","","","","","","","","","",""
"group_4309","","hypothetical protein",1,1,1,1,3598,311,3,"",377,377,377,"","","","","","","","","","","","","","",""
"group_4310","","hypothetical protein",1,1,1,1,3597,311,1,"",368,368,368,"","","","","","","","","","","","","","",""
"group_4311","","hypothetical protein",1,1,1,1,5973,317,1,"",1286,1286,1286,"","","","","","","","","","","","","","",""
"group_4312","","hypothetical protein",1,1,1,65,1,312,2,"Investigate",146,146,146,"","","","","","","","","","","","","","",""
"group_4313","","hypothetical protein",1,1,1,65,2,312,1,"Investigate",266,266,266,"","","","","","","","","","","","","","",""
"group_4314","","hypothetical protein",1,1,1,1,464,1,129,"",353,353,353,"","","","","","","","","","","","","","",""
"group_4317","","hypothetical protein",1,1,1,1,3000,341,2,"",722,722,722,"","","","","","","","","","","","","","",""
"group_4318","","hypothetical protein",1,1,1,1,3859,NA,NA,"",254,254,254,"","","","","","","","","","","","","","",""
"group_4319","","hypothetical protein",1,1,1,1,1287,1,691,"",1292,1292,1292,"","","","","","","","","","","","","","",""
"group_4320","","hypothetical protein",1,1,1,69,1,496,54,"",584,584,584,"","","","","","","","","","","","","","",""
"group_4321","","hypothetical protein",1,1,1,69,2,496,53,"",512,512,512,"","","","","","","","","","","","","","",""
"group_4322","","hypothetical protein",1,1,1,69,3,496,52,"",302,302,302,"","","","","","","","","","","","","","",""
"group_4323","","hypothetical protein",1,1,1,69,4,496,51,"",695,695,695,"","","","","","","","","","","","","","",""
"group_4324","","hypothetical protein",1,1,1,69,5,496,50,"",272,272,272,"","","","","","","","","","","","","","",""
"group_4325","","hypothetical protein",1,1,1,69,6,496,49,"",290,290,290,"","","","","","","","","","","","","","",""
"group_4326","","hypothetical protein",1,1,1,69,7,496,48,"",518,518,518,"","","","","","","","","","","","","","",""
"group_4327","","hypothetical protein",1,1,1,69,54,496,47,"",320,320,320,"","","","","","","","","","","","","","",""
"group_4328","","hypothetical protein",1,1,1,69,53,496,46,"",317,317,317,"","","","","","","","","","","","","","",""
"group_4329","","hypothetical protein",1,1,1,69,52,496,45,"",362,362,362,"","","","","","","","","","","","","","",""
"group_4330","","hypothetical protein",1,1,1,69,51,496,44,"",368,368,368,"","","","","","","","","","","","","","",""
"group_4331","","hypothetical protein",1,1,1,69,50,496,43,"",2912,2912,2912,"","","","","","","","","","","","","","",""
"group_4332","","hypothetical protein",1,1,1,69,49,496,42,"",1946,1946,1946,"","","","","","","","","","","","","","",""
"group_4333","","hypothetical protein",1,1,1,69,48,496,41,"",284,284,284,"","","","","","","","","","","","","","",""
"group_4334","","hypothetical protein",1,1,1,69,47,496,40,"",230,230,230,"","","","","","","","","","","","","","",""
"group_4335","","hypothetical protein",1,1,1,69,46,496,39,"",515,515,515,"","","","","","","","","","","","","","",""
"group_4336","","hypothetical protein",1,1,1,69,45,496,38,"",476,476,476,"","","","","","","","","","","","","","",""
"group_4337","","hypothetical protein",1,1,1,69,44,496,37,"",254,254,254,"","","","","","","","","","","","","","",""
"group_4338","","hypothetical protein",1,1,1,69,43,496,36,"",1070,1070,1070,"","","","","","","","","","","","","","",""
"group_4339","","hypothetical protein",1,1,1,69,42,496,35,"",704,704,704,"","","","","","","","","","","","","","",""
"group_4340","","hypothetical protein",1,1,1,69,41,496,34,"",458,458,458,"","","","","","","","","","","","","","",""
"group_4341","","hypothetical protein",1,1,1,69,40,496,33,"",314,314,314,"","","","","","","","","","","","","","",""
"dpnM","","Modification methylase DpnIIA",1,1,1,69,39,496,32,"",911,911,911,"","","","","","","","","","","","","","",""
"group_4343","","hypothetical protein",1,1,1,69,38,496,31,"",422,422,422,"","","","","","","","","","","","","","",""
"group_4344","","hypothetical protein",1,1,1,69,37,496,30,"",413,413,413,"","","","","","","","","","","","","","",""
"group_4345","","hypothetical protein",1,1,1,69,36,496,29,"",506,506,506,"","","","","","","","","","","","","","",""
"group_4346","","hypothetical protein",1,1,1,69,35,496,28,"",2126,2126,2126,"","","","","","","","","","","","","","",""
"group_4347","","hypothetical protein",1,1,1,69,34,496,27,"",578,578,578,"","","","","","","","","","","","","","",""
"group_4348","","hypothetical protein",1,1,1,69,33,496,26,"",1967,1967,1967,"","","","","","","","","","","","","","",""
"group_4349","","hypothetical protein",1,1,1,69,32,496,25,"",365,365,365,"","","","","","","","","","","","","","",""
"group_4350","","hypothetical protein",1,1,1,69,31,496,24,"",629,629,629,"","","","","","","","","","","","","","",""
"group_4351","","hypothetical protein",1,1,1,69,30,496,23,"",1895,1895,1895,"","","","","","","","","","","","","","",""
"group_4352","","hypothetical protein",1,1,1,69,29,496,22,"",647,647,647,"","","","","","","","","","","","","","",""
"group_4353","","hypothetical protein",1,1,1,69,28,496,21,"",1181,1181,1181,"","","","","","","","","","","","","","",""
"group_4354","","hypothetical protein",1,1,1,69,27,496,20,"",287,287,287,"","","","","","","","","","","","","","",""
"group_4355","","hypothetical protein",1,1,1,69,26,496,19,"",569,569,569,"","","","","","","","","","","","","","",""
"group_4356","","hypothetical protein",1,1,1,69,25,496,18,"",2222,2222,2222,"","","","","","","","","","","","","","",""
"group_4357","","hypothetical protein",1,1,1,69,24,496,17,"",545,545,545,"","","","","","","","","","","","","","",""
"group_4358","","hypothetical protein",1,1,1,69,23,496,16,"",482,482,482,"","","","","","","","","","","","","","",""
"group_4359","","hypothetical protein",1,1,1,69,22,496,15,"",488,488,488,"","","","","","","","","","","","","","",""
"group_4360","hns_2","DNA-binding protein H-NS",1,1,1,69,21,496,14,"",446,446,446,"","","","","","","","","","","","","","",""
"group_4361","","hypothetical protein",1,1,1,69,20,496,13,"",266,266,266,"","","","","","","","","","","","","","",""
"group_4362","","hypothetical protein",1,1,1,69,19,496,12,"",539,539,539,"","","","","","","","","","","","","","",""
"group_4363","","hypothetical protein",1,1,1,69,18,496,11,"",557,557,557,"","","","","","","","","","","","","","",""
"group_4364","","hypothetical protein",1,1,1,69,17,496,10,"",296,296,296,"","","","","","","","","","","","","","",""
"group_4365","","hypothetical protein",1,1,1,69,16,496,9,"",122,122,122,"","","","","","","","","","","","","","",""
"group_4366","","hypothetical protein",1,1,1,69,15,496,8,"",293,293,293,"","","","","","","","","","","","","","",""
"group_4367","","hypothetical protein",1,1,1,69,14,496,7,"",422,422,422,"","","","","","","","","","","","","","",""
"group_4368","","hypothetical protein",1,1,1,69,13,496,6,"",311,311,311,"","","","","","","","","","","","","","",""
"group_4369","","hypothetical protein",1,1,1,69,12,496,5,"",209,209,209,"","","","","","","","","","","","","","",""
"group_437","","hypothetical protein",1,1,1,1,1147,1,1027,"",251,251,251,"","","","","","","","","","","","","","",""
"group_4370","","hypothetical protein",1,1,1,69,11,496,4,"",527,527,527,"","","","","","","","","","","","","","",""
"group_4371","","hypothetical protein",1,1,1,69,10,496,3,"",203,203,203,"","","","","","","","","","","","","","",""
"yafQ_2","","mRNA interferase toxin YafQ",1,1,1,69,9,496,2,"",275,275,275,"","","","","","","","","","","","","","",""
"dinJ_2","","Antitoxin DinJ",1,1,1,69,8,496,1,"",260,260,260,"","","","","","","","","","","","","","",""
"group_4374","","hypothetical protein",1,1,1,1,5558,2,105,"",194,194,194,"","","","","","","","","","","","","","",""
"group_4375","","hypothetical protein",1,1,1,1,1702,431,1,"",791,791,791,"","","","","","","","","","","","","","",""
"group_4376","","hypothetical protein",1,1,1,1,2834,432,1,"",698,698,698,"","","","","","","","","","","","","","",""
"group_4377","","hypothetical protein",1,1,1,1,1544,NA,NA,"",2615,2615,2615,"","","","","","","","","","","","","","",""
"group_4380","","hypothetical protein",1,1,1,1,1556,NA,NA,"",671,671,671,"","","","","","","","","","","","","","",""
"group_4381","","hypothetical protein",1,1,1,1,5951,1,582,"",404,404,404,"","","","","","","","","","","","","","",""
"group_4382","","hypothetical protein",1,1,1,1,6184,NA,NA,"",236,236,236,"","","","","","","","","","","","","","",""
"group_4383","","hypothetical protein",1,1,1,1,3519,2,125,"",179,179,179,"","","","","","","","","","","","","","",""
"group_4384","","hypothetical protein",1,1,1,1,4049,22,2,"",314,314,314,"","","","","","","","","","","","","","",""
"group_4385","","hypothetical protein",1,1,1,1,4048,22,1,"",500,500,500,"","","","","","","","","","","","","","",""
"group_4386","","hypothetical protein",1,1,1,1,374,NA,NA,"",221,221,221,"","","","","","","","","","","","","","",""
"group_4387","","hypothetical protein",1,1,1,1,1356,72,1,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",560,560,560,"","","","","","","","","","","","","","",""
"group_4388","","hypothetical protein",1,1,1,1,3444,1,336,"",740,740,740,"","","","","","","","","","","","","","",""
