"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","NDSU8","SRR7041622","SRR27313648","SRR14766454","SRR28830416","SRR5905502","SRR27708439","SRR5905278","SRR1556962","SRR3000888","SRR5883584","SRR14766398","SRR14766355","SRR18233389","SRR5905019"
"group_3273","","hypothetical protein",569,569,1,1,2501,46,2,"",245,245,245,"CDDPGOFG_03737","KJAFDFOC_01127","MMJCEBPP_03740","DHLDAANJ_01270","KJPJOPGC_03863","ALBBHPCD_03705","JJJDFGFB_03867","PDACKNEK_02940","BILPJOLC_03818","HAJGLMEJ_03233","KOJKBHOL_03706","POCPDFCE_03597","KIGINCLF_01762","MCIBGAHP_03507","BIAKFFOC_01265"
"ecpR","","HTH-type transcriptional regulator EcpR",568,568,1,1,1488,143,1,"",341,617,616,"CDDPGOFG_03161","KJAFDFOC_02794","MMJCEBPP_02057","DHLDAANJ_01754","KJPJOPGC_02325","ALBBHPCD_01608","JJJDFGFB_02658","PDACKNEK_00364","BILPJOLC_02706","HAJGLMEJ_00418","KOJKBHOL_01654","","KIGINCLF_03780","MCIBGAHP_01324","BIAKFFOC_03078"
"group_2338","","hypothetical protein",568,568,1,1,799,1,548,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",299,299,299,"CDDPGOFG_00642","KJAFDFOC_02878","MMJCEBPP_02983","DHLDAANJ_01389","KJPJOPGC_02988","ALBBHPCD_03005","JJJDFGFB_03146","PDACKNEK_01706","BILPJOLC_03495","HAJGLMEJ_01268","KOJKBHOL_02611","POCPDFCE_01689","KIGINCLF_00955","MCIBGAHP_01984","BIAKFFOC_00227"
"group_2517","","hypothetical protein",568,568,1,1,483,1,211,"",488,488,488,"CDDPGOFG_01331","KJAFDFOC_04580","MMJCEBPP_04581","DHLDAANJ_04380","KJPJOPGC_04654","ALBBHPCD_04546","JJJDFGFB_04599","PDACKNEK_04656","BILPJOLC_04677","HAJGLMEJ_04597","KOJKBHOL_02339","POCPDFCE_04019","KIGINCLF_04577","MCIBGAHP_04684","BIAKFFOC_04550"
"group_2518","","hypothetical protein",568,568,1,1,482,1,212,"",1499,1499,1499,"CDDPGOFG_01330","KJAFDFOC_04579","MMJCEBPP_04582","DHLDAANJ_04379","KJPJOPGC_04653","ALBBHPCD_04547","JJJDFGFB_04598","PDACKNEK_04655","BILPJOLC_04678","HAJGLMEJ_04598","KOJKBHOL_02338","POCPDFCE_04018","KIGINCLF_04578","MCIBGAHP_04685","BIAKFFOC_04549"
"group_3210","","hypothetical protein",568,568,1,1,5602,2,6,"",392,392,392,"CDDPGOFG_03295","KJAFDFOC_04434","MMJCEBPP_03406","","KJPJOPGC_03702","ALBBHPCD_03896","JJJDFGFB_03695","PDACKNEK_04525","BILPJOLC_03414","HAJGLMEJ_04413","KOJKBHOL_02717","POCPDFCE_04143","KIGINCLF_04500","MCIBGAHP_04620","BIAKFFOC_04335"
"group_3398","","hypothetical protein",568,568,1,1,5953,1,579,"",557,557,557,"CDDPGOFG_04744","KJAFDFOC_00937","MMJCEBPP_03700","DHLDAANJ_01937","KJPJOPGC_03405","ALBBHPCD_03453","JJJDFGFB_03399","PDACKNEK_02838","BILPJOLC_03118","HAJGLMEJ_02001","KOJKBHOL_03011","","KIGINCLF_01405","MCIBGAHP_02613","BIAKFFOC_02224"
"group_373","","hypothetical protein",568,568,1,1,158,8,9,"",242,788,625,"CDDPGOFG_03888","KJAFDFOC_04477","MMJCEBPP_03031","DHLDAANJ_04532","KJPJOPGC_03036","ALBBHPCD_03053","JJJDFGFB_03098","PDACKNEK_01659","BILPJOLC_03448","HAJGLMEJ_04209","KOJKBHOL_02658","POCPDFCE_03668","KIGINCLF_04154","MCIBGAHP_02031","BIAKFFOC_00274"
"glgX_1","","Glycogen operon protein GlgX ",568,568,1,1,5071,17,4,"",1805,2075,2074,"CDDPGOFG_00494","KJAFDFOC_00551","MMJCEBPP_01918","DHLDAANJ_01512","KJPJOPGC_01920","ALBBHPCD_01469","JJJDFGFB_00319","PDACKNEK_03556","BILPJOLC_00314","HAJGLMEJ_01903","KOJKBHOL_00429","","KIGINCLF_02616","MCIBGAHP_00846","BIAKFFOC_00621"
"group_789","","hypothetical protein",568,568,1,1,155,8,4,"",401,773,772,"CDDPGOFG_03891","KJAFDFOC_04480","MMJCEBPP_03034","","KJPJOPGC_03039","ALBBHPCD_03056","JJJDFGFB_03095","PDACKNEK_01656","BILPJOLC_03445","HAJGLMEJ_04206","KOJKBHOL_02661","POCPDFCE_03671","KIGINCLF_04157","MCIBGAHP_02034","BIAKFFOC_00277"
"malS","","Periplasmic alpha-amylase",568,568,1,1,1837,64,2,"",1424,2027,2025,"","KJAFDFOC_00268","MMJCEBPP_02153","DHLDAANJ_00188","KJPJOPGC_02229","ALBBHPCD_01704","JJJDFGFB_02562","PDACKNEK_00268","BILPJOLC_02610","HAJGLMEJ_00514","KOJKBHOL_01750","POCPDFCE_01583","KIGINCLF_00189","MCIBGAHP_01228","BIAKFFOC_01077"
"rob_1","","Right origin-binding protein",567,567,1,1,4933,131,2,"",392,851,850,"CDDPGOFG_00378","KJAFDFOC_00435","MMJCEBPP_01801","DHLDAANJ_04547","KJPJOPGC_01805","ALBBHPCD_01353","JJJDFGFB_00203","PDACKNEK_02076","BILPJOLC_00203","HAJGLMEJ_02733","KOJKBHOL_00545","","KIGINCLF_02686","MCIBGAHP_00731","BIAKFFOC_00737"
"group_1197","","hypothetical protein",567,567,1,1,5043,1,514,"",215,578,576,"CDDPGOFG_00475","KJAFDFOC_00532","MMJCEBPP_01899","","KJPJOPGC_01902","ALBBHPCD_01450","JJJDFGFB_00300","PDACKNEK_03537","BILPJOLC_00300","HAJGLMEJ_01922","KOJKBHOL_00448","POCPDFCE_01818","KIGINCLF_03283","MCIBGAHP_00828","BIAKFFOC_00640"
"feaB","","Phenylacetaldehyde dehydrogenase",567,567,1,1,2776,1,436,"",533,1484,1482,"CDDPGOFG_02479","KJAFDFOC_04122","MMJCEBPP_00447","DHLDAANJ_04489","KJPJOPGC_00448","ALBBHPCD_00447","JJJDFGFB_00966","PDACKNEK_00817","BILPJOLC_01189","HAJGLMEJ_00193","","POCPDFCE_04290","KIGINCLF_00506","MCIBGAHP_00382","BIAKFFOC_03845"
"hcp1_1","","Protein hcp1",567,567,1,1,2772,1,432,"",407,485,484,"CDDPGOFG_02477","KJAFDFOC_04120","MMJCEBPP_00449","DHLDAANJ_04491","KJPJOPGC_00450","ALBBHPCD_00449","JJJDFGFB_00964","PDACKNEK_00815","BILPJOLC_01191","HAJGLMEJ_00195","","POCPDFCE_04288","KIGINCLF_00504","MCIBGAHP_00384","BIAKFFOC_03843"
"rlmC","","23S rRNA (uracil(747)-C(5))-methyltransferase RlmC",567,567,1,1,4321,36,2,"",1127,1163,1127,"CDDPGOFG_04332","KJAFDFOC_00878","MMJCEBPP_00787","","KJPJOPGC_01036","ALBBHPCD_01034","JJJDFGFB_01778","PDACKNEK_00783","BILPJOLC_01530","HAJGLMEJ_01345","KOJKBHOL_01237","POCPDFCE_02906","KIGINCLF_02199","MCIBGAHP_03232","BIAKFFOC_02020"
"iraD","","Anti-adapter protein IraD",567,567,1,1,2773,1,433,"",380,380,380,"CDDPGOFG_02478","KJAFDFOC_04121","MMJCEBPP_00448","DHLDAANJ_04490","KJPJOPGC_00449","ALBBHPCD_00448","JJJDFGFB_00965","PDACKNEK_00816","BILPJOLC_01190","HAJGLMEJ_00194","","POCPDFCE_04289","KIGINCLF_00505","MCIBGAHP_00383","BIAKFFOC_03844"
"group_2497","","hypothetical protein",567,567,1,1,525,200,1,"",188,188,188,"CDDPGOFG_01359","KJAFDFOC_03461","MMJCEBPP_02739","DHLDAANJ_04412","KJPJOPGC_02743","","JJJDFGFB_03390","PDACKNEK_04108","BILPJOLC_04357","HAJGLMEJ_01024","KOJKBHOL_02367","POCPDFCE_01565","KIGINCLF_04587","MCIBGAHP_01742","BIAKFFOC_04583"
"group_2636","","hypothetical protein",567,567,1,1,2125,12,3,"",272,272,272,"CDDPGOFG_04064","","MMJCEBPP_01266","DHLDAANJ_02258","KJPJOPGC_01491","ALBBHPCD_02716","JJJDFGFB_02008","PDACKNEK_03740","BILPJOLC_02009","HAJGLMEJ_02901","KOJKBHOL_00857","POCPDFCE_04593","KIGINCLF_03604","MCIBGAHP_02234","BIAKFFOC_01788"
"yjiK_1","","putative protein YjiK",567,567,1,1,2123,12,1,"",860,860,860,"CDDPGOFG_04062","","MMJCEBPP_01264","DHLDAANJ_02260","KJPJOPGC_01493","ALBBHPCD_02714","JJJDFGFB_02006","PDACKNEK_03742","BILPJOLC_02007","HAJGLMEJ_02899","KOJKBHOL_00855","","KIGINCLF_03602","MCIBGAHP_02236","BIAKFFOC_01790"
"pbpC","","Penicillin-binding protein 1C",567,567,1,1,4128,159,1,"",2315,2315,2315,"CDDPGOFG_00074","KJAFDFOC_02410","MMJCEBPP_02658","DHLDAANJ_03418","KJPJOPGC_02661","ALBBHPCD_02209","JJJDFGFB_02994","PDACKNEK_03358","BILPJOLC_02830","HAJGLMEJ_00943","KOJKBHOL_02044","POCPDFCE_02056","KIGINCLF_04000","MCIBGAHP_01661",""
"ompF","","Outer membrane porin F",567,567,1,1,4404,57,1,"",185,1091,1080,"CDDPGOFG_02695","KJAFDFOC_00803","","DHLDAANJ_03404","KJPJOPGC_00961","ALBBHPCD_00959","JJJDFGFB_01703","","BILPJOLC_01605","HAJGLMEJ_01420","KOJKBHOL_01312","POCPDFCE_02196","KIGINCLF_02274","MCIBGAHP_03157","BIAKFFOC_02095"
"group_663","","hypothetical protein",567,567,1,1,4936,33,2,"",284,824,822,"CDDPGOFG_00381","KJAFDFOC_00438","MMJCEBPP_01804","","KJPJOPGC_01808","ALBBHPCD_01356","JJJDFGFB_00206","PDACKNEK_02079","BILPJOLC_00206","HAJGLMEJ_02730","KOJKBHOL_00542","","KIGINCLF_02689","MCIBGAHP_00734","BIAKFFOC_00734"
"fdnH_2","","Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit",566,566,1,1,5057,1,503,"",647,884,883,"CDDPGOFG_00483","KJAFDFOC_00540","MMJCEBPP_01907","DHLDAANJ_04361","KJPJOPGC_01909","ALBBHPCD_01458","JJJDFGFB_00308","PDACKNEK_03545","","HAJGLMEJ_01914","KOJKBHOL_00440","POCPDFCE_03185","KIGINCLF_02627","MCIBGAHP_00835","BIAKFFOC_00632"
"steT","","Serine/threonine exchanger SteT",566,566,1,1,2780,1,440,"",1367,1499,1498,"CDDPGOFG_02482","KJAFDFOC_04125","MMJCEBPP_00444","DHLDAANJ_04486","KJPJOPGC_00445","ALBBHPCD_00444","JJJDFGFB_00969","PDACKNEK_00820","BILPJOLC_01186","HAJGLMEJ_00190","","POCPDFCE_04293","KIGINCLF_00509","MCIBGAHP_00379","BIAKFFOC_03848"
"ydfO","","putative protein YdfO",566,566,1,1,4738,39,1,"",341,341,341,"CDDPGOFG_01764","KJAFDFOC_02176","MMJCEBPP_01615","DHLDAANJ_04027","KJPJOPGC_01619","ALBBHPCD_01167","JJJDFGFB_00016","PDACKNEK_01890","BILPJOLC_00017","HAJGLMEJ_04600","KOJKBHOL_00730","","KIGINCLF_04562","MCIBGAHP_04295","BIAKFFOC_02365"
"malT_1","","HTH-type transcriptional regulator MalT",566,566,1,1,2782,1,442,"",683,683,683,"CDDPGOFG_02484","KJAFDFOC_04127","MMJCEBPP_00442","DHLDAANJ_04484","KJPJOPGC_00443","ALBBHPCD_00442","JJJDFGFB_00971","PDACKNEK_00822","BILPJOLC_01184","HAJGLMEJ_00188","","POCPDFCE_04295","KIGINCLF_00511","MCIBGAHP_00377","BIAKFFOC_03850"
"group_2264","","hypothetical protein",566,566,1,1,2781,1,441,"",551,557,556,"CDDPGOFG_02483","KJAFDFOC_04126","MMJCEBPP_00443","DHLDAANJ_04485","KJPJOPGC_00444","ALBBHPCD_00443","JJJDFGFB_00970","PDACKNEK_00821","BILPJOLC_01185","HAJGLMEJ_00189","","POCPDFCE_04294","KIGINCLF_00510","MCIBGAHP_00378","BIAKFFOC_03849"
"group_2265","","hypothetical protein",566,566,1,1,2779,1,439,"",374,374,374,"CDDPGOFG_02481","KJAFDFOC_04124","MMJCEBPP_00445","DHLDAANJ_04487","KJPJOPGC_00446","ALBBHPCD_00445","JJJDFGFB_00968","PDACKNEK_00819","BILPJOLC_01187","HAJGLMEJ_00191","","POCPDFCE_04292","KIGINCLF_00508","MCIBGAHP_00380","BIAKFFOC_03847"
"puuB","","Gamma-glutamylputrescine oxidoreductase",566,566,1,1,2778,1,438,"",1301,1301,1301,"CDDPGOFG_02480","KJAFDFOC_04123","MMJCEBPP_00446","DHLDAANJ_04488","KJPJOPGC_00447","ALBBHPCD_00446","JJJDFGFB_00967","PDACKNEK_00818","BILPJOLC_01188","HAJGLMEJ_00192","","POCPDFCE_04291","KIGINCLF_00507","MCIBGAHP_00381","BIAKFFOC_03846"
"group_271","pdhR_1","Pyruvate dehydrogenase complex repressor",566,566,1,1,5082,1,136,"",473,671,669,"CDDPGOFG_00502","KJAFDFOC_00559","MMJCEBPP_01926","DHLDAANJ_01504","KJPJOPGC_01928","ALBBHPCD_01477","JJJDFGFB_00327","PDACKNEK_03564","BILPJOLC_00322","HAJGLMEJ_01895","KOJKBHOL_00421","POCPDFCE_04344","KIGINCLF_02608","MCIBGAHP_00854","BIAKFFOC_00613"
"group_2813","","IS256 family transposase ISEc39",566,566,1,1,3959,14,3,"",500,500,500,"CDDPGOFG_00215","KJAFDFOC_01512","MMJCEBPP_02516","DHLDAANJ_04450","KJPJOPGC_02519","ALBBHPCD_02067","JJJDFGFB_02852","PDACKNEK_01515","BILPJOLC_02971","HAJGLMEJ_00802","KOJKBHOL_02185","","KIGINCLF_00676","MCIBGAHP_01518","BIAKFFOC_00415"
"group_2826","","putative protein",566,566,1,1,4108,169,1,"",812,812,812,"CDDPGOFG_00055","KJAFDFOC_02429","MMJCEBPP_02677","","KJPJOPGC_02680","ALBBHPCD_02228","JJJDFGFB_03013","PDACKNEK_03339","BILPJOLC_02811","HAJGLMEJ_00962","KOJKBHOL_02025","POCPDFCE_02037","KIGINCLF_04535","MCIBGAHP_01680","BIAKFFOC_03362"
"group_3177","","hypothetical protein",566,566,1,1,5657,1,262,"",152,152,152,"CDDPGOFG_03347","KJAFDFOC_02917","MMJCEBPP_03458","","KJPJOPGC_03648","ALBBHPCD_03949","JJJDFGFB_03642","PDACKNEK_04184","BILPJOLC_03361","HAJGLMEJ_03912","KOJKBHOL_02769","POCPDFCE_04577","KIGINCLF_02796","MCIBGAHP_02371","BIAKFFOC_03759"
"group_470","","hypothetical protein",566,566,1,1,4811,38,2,"",149,452,422,"CDDPGOFG_01694","KJAFDFOC_03321","MMJCEBPP_01686","DHLDAANJ_02583","KJPJOPGC_01690","ALBBHPCD_01238","JJJDFGFB_00087","PDACKNEK_01961","BILPJOLC_00088","HAJGLMEJ_03901","KOJKBHOL_00660","","KIGINCLF_02459","MCIBGAHP_00616","BIAKFFOC_02436"
"rfaB","","Lipopolysaccharide 1,6-galactosyltransferase",566,566,1,1,1898,5,6,"",968,1079,1077,"CDDPGOFG_03050","","MMJCEBPP_02097","DHLDAANJ_04630","KJPJOPGC_02285","ALBBHPCD_01648","JJJDFGFB_02618","PDACKNEK_00324","BILPJOLC_02666","HAJGLMEJ_00458","KOJKBHOL_01694","","KIGINCLF_00245","MCIBGAHP_01284","BIAKFFOC_03038"
"group_1654","","hypothetical protein",565,565,1,1,5653,1,266,"",485,734,701,"CDDPGOFG_03343","KJAFDFOC_02913","MMJCEBPP_03454","DHLDAANJ_04617","KJPJOPGC_03652","ALBBHPCD_03945","JJJDFGFB_03646","PDACKNEK_04188","BILPJOLC_03365","HAJGLMEJ_03908","KOJKBHOL_02765","POCPDFCE_04591","KIGINCLF_04643","MCIBGAHP_02367","BIAKFFOC_03763"
"yeeN","","putative transcriptional regulatory protein YeeN",565,565,1,1,6144,34,3,"",479,710,703,"CDDPGOFG_04755","KJAFDFOC_04281","MMJCEBPP_01440","DHLDAANJ_04137","KJPJOPGC_01317","ALBBHPCD_03439","JJJDFGFB_02182","PDACKNEK_02671","BILPJOLC_02183","HAJGLMEJ_04657","KOJKBHOL_01031","","KIGINCLF_01587","MCIBGAHP_02062","BIAKFFOC_04177"
"yddG","","Methyl viologen resistance protein YddG",565,565,1,1,5052,1,523,"",881,881,881,"CDDPGOFG_00480","KJAFDFOC_00537","MMJCEBPP_01904","DHLDAANJ_04364","KJPJOPGC_01906","ALBBHPCD_01455","JJJDFGFB_00305","PDACKNEK_03542","","HAJGLMEJ_01917","KOJKBHOL_00443","POCPDFCE_03188","KIGINCLF_03288","MCIBGAHP_00832","BIAKFFOC_00635"
"yfcP_1","","putative fimbrial-like protein YfcP",565,565,1,1,2952,145,1,"",491,491,491,"CDDPGOFG_02987","KJAFDFOC_02561","MMJCEBPP_00270","DHLDAANJ_01181","KJPJOPGC_00270","ALBBHPCD_00270","JJJDFGFB_01142","PDACKNEK_00994","BILPJOLC_01012","HAJGLMEJ_00016","KOJKBHOL_03962","POCPDFCE_04354","KIGINCLF_02724","MCIBGAHP_00205","BIAKFFOC_01436"
"group_2515","","hypothetical protein",565,565,1,1,485,1,209,"",389,389,389,"CDDPGOFG_01333","KJAFDFOC_04582","MMJCEBPP_04579","DHLDAANJ_04382","KJPJOPGC_04656","ALBBHPCD_04544","JJJDFGFB_04601","PDACKNEK_04658","BILPJOLC_04675","HAJGLMEJ_04595","KOJKBHOL_02341","POCPDFCE_04021","KIGINCLF_04575","MCIBGAHP_04682","BIAKFFOC_04552"
"group_2516","","hypothetical protein",565,565,1,1,484,1,210,"",404,404,404,"CDDPGOFG_01332","KJAFDFOC_04581","MMJCEBPP_04580","DHLDAANJ_04381","KJPJOPGC_04655","ALBBHPCD_04545","JJJDFGFB_04600","PDACKNEK_04657","BILPJOLC_04676","HAJGLMEJ_04596","KOJKBHOL_02340","POCPDFCE_04020","KIGINCLF_04576","MCIBGAHP_04683","BIAKFFOC_04551"
"group_3213","","hypothetical protein",565,565,1,1,5599,2,9,"",494,494,494,"CDDPGOFG_03292","KJAFDFOC_04431","MMJCEBPP_03403","DHLDAANJ_03983","KJPJOPGC_03705","ALBBHPCD_03893","JJJDFGFB_03698","PDACKNEK_04522","BILPJOLC_03417","HAJGLMEJ_04410","KOJKBHOL_02714","POCPDFCE_04146","KIGINCLF_04503","MCIBGAHP_04623","BIAKFFOC_04332"
"arcC2","","Carbamate kinase 2",565,565,1,1,562,65,3,"",566,893,891,"CDDPGOFG_00850","KJAFDFOC_03425","MMJCEBPP_02775","DHLDAANJ_02349","KJPJOPGC_02779","","JJJDFGFB_03354","PDACKNEK_04072","BILPJOLC_04393","HAJGLMEJ_01060","KOJKBHOL_02403","POCPDFCE_01529","KIGINCLF_03623","MCIBGAHP_01778","BIAKFFOC_00019"
"dlsT_2","","Serine transporter",565,565,1,1,2657,137,1,"",176,176,176,"CDDPGOFG_02826","KJAFDFOC_01277","MMJCEBPP_00560","DHLDAANJ_00427","KJPJOPGC_00561","ALBBHPCD_00560","JJJDFGFB_00853","PDACKNEK_02226","BILPJOLC_01302","HAJGLMEJ_00306","KOJKBHOL_03581","POCPDFCE_02514","KIGINCLF_00393","MCIBGAHP_00495","BIAKFFOC_01674"
"group_797","","hypothetical protein",565,565,1,1,816,67,1,"",344,740,739,"","KJAFDFOC_02895","MMJCEBPP_03000","DHLDAANJ_01372","KJPJOPGC_03005","ALBBHPCD_03022","JJJDFGFB_03129","PDACKNEK_01689","BILPJOLC_03478","HAJGLMEJ_01285","KOJKBHOL_02628","POCPDFCE_01706","KIGINCLF_00972","MCIBGAHP_02001","BIAKFFOC_00244"
"group_1687","","hypothetical protein",564,564,1,1,1217,1,1088,"",206,575,574,"CDDPGOFG_04560","KJAFDFOC_03235","","DHLDAANJ_03156","KJPJOPGC_04441","ALBBHPCD_04244","","PDACKNEK_04020","BILPJOLC_04619","HAJGLMEJ_03722","KOJKBHOL_04198","POCPDFCE_01067","KIGINCLF_03935","MCIBGAHP_04195","BIAKFFOC_03484"
"fdnG_2","","Formate dehydrogenase, nitrate-inducible, major subunit",564,564,1,1,5056,1,504,"",1061,2411,2401,"CDDPGOFG_00482","KJAFDFOC_00539","MMJCEBPP_01906","DHLDAANJ_04362","KJPJOPGC_01908","ALBBHPCD_01457","JJJDFGFB_00307","PDACKNEK_03544","","HAJGLMEJ_01915","KOJKBHOL_00441","POCPDFCE_03186","KIGINCLF_02628","MCIBGAHP_00834","BIAKFFOC_00633"
"fdnG_1","","Formate dehydrogenase, nitrate-inducible, major subunit",564,564,1,1,5055,1,507,"",587,587,587,"CDDPGOFG_00481","KJAFDFOC_00538","MMJCEBPP_01905","DHLDAANJ_04363","KJPJOPGC_01907","ALBBHPCD_01456","JJJDFGFB_00306","PDACKNEK_03543","","HAJGLMEJ_01916","KOJKBHOL_00442","POCPDFCE_03187","KIGINCLF_03289","MCIBGAHP_00833","BIAKFFOC_00634"
"group_2588","","hypothetical protein",564,564,1,1,6143,34,2,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",107,107,107,"CDDPGOFG_04756","KJAFDFOC_04282","MMJCEBPP_01439","DHLDAANJ_04136","KJPJOPGC_01318","ALBBHPCD_03440","JJJDFGFB_02181","PDACKNEK_02672","BILPJOLC_02182","HAJGLMEJ_04656","KOJKBHOL_01030","","KIGINCLF_01588","MCIBGAHP_02063","BIAKFFOC_04176"
"folP","","Dihydropteroate synthase",564,564,1,1,2604,49,1,"",572,848,840,"CDDPGOFG_02776","KJAFDFOC_01327","MMJCEBPP_00610","DHLDAANJ_00477","KJPJOPGC_00611","ALBBHPCD_00610","JJJDFGFB_00803","PDACKNEK_02276","BILPJOLC_01352","HAJGLMEJ_00356","KOJKBHOL_03531","POCPDFCE_00296","KIGINCLF_00343","MCIBGAHP_00545","BIAKFFOC_01624"
"betI","","HTH-type transcriptional regulator BetI",564,564,1,1,431,10,7,"",212,587,578,"CDDPGOFG_01291","KJAFDFOC_01534","MMJCEBPP_04072","DHLDAANJ_02930","KJPJOPGC_03921","ALBBHPCD_03260","JJJDFGFB_04062","PDACKNEK_03265","BILPJOLC_04033","HAJGLMEJ_02421","KOJKBHOL_03453","POCPDFCE_02356","KIGINCLF_02132","MCIBGAHP_03717","BIAKFFOC_02488"
"bioF","","8-amino-7-oxononanoate synthase",563,563,1,1,4223,53,2,"",683,1157,1151,"CDDPGOFG_02664","KJAFDFOC_03564","MMJCEBPP_00696","DHLDAANJ_01830","KJPJOPGC_01130","ALBBHPCD_01125","JJJDFGFB_01869","PDACKNEK_03593","BILPJOLC_01439","HAJGLMEJ_03804","KOJKBHOL_04254","POCPDFCE_02224","KIGINCLF_03384","MCIBGAHP_03323","BIAKFFOC_03581"
"group_2486","","hypothetical protein",563,563,1,1,541,168,1,"",722,722,722,"","KJAFDFOC_03444","MMJCEBPP_02756","DHLDAANJ_04429","KJPJOPGC_02760","","JJJDFGFB_03373","PDACKNEK_04091","BILPJOLC_04374","HAJGLMEJ_01041","KOJKBHOL_02384","POCPDFCE_01548","","MCIBGAHP_01759","BIAKFFOC_04566"
"group_3262","","hypothetical protein",563,563,1,1,1215,1,1086,"",413,413,413,"CDDPGOFG_04558","KJAFDFOC_03233","","DHLDAANJ_03158","KJPJOPGC_04443","ALBBHPCD_04246","","PDACKNEK_04018","BILPJOLC_04617","HAJGLMEJ_03724","KOJKBHOL_04196","POCPDFCE_01069","KIGINCLF_03937","MCIBGAHP_04193","BIAKFFOC_03482"
"group_3263","","hypothetical protein",563,563,1,1,1216,1,1087,"",302,302,302,"CDDPGOFG_04559","KJAFDFOC_03234","","DHLDAANJ_03157","KJPJOPGC_04442","ALBBHPCD_04245","","PDACKNEK_04019","BILPJOLC_04618","HAJGLMEJ_03723","KOJKBHOL_04197","POCPDFCE_01068","KIGINCLF_03936","MCIBGAHP_04194","BIAKFFOC_03483"
"yjgN_1","","Inner membrane protein YjgN",562,562,1,1,6104,110,1,"",320,320,320,"CDDPGOFG_02294","","MMJCEBPP_01403","DHLDAANJ_04121","KJPJOPGC_01354","ALBBHPCD_02853","JJJDFGFB_02145","PDACKNEK_03114","BILPJOLC_02146","HAJGLMEJ_04549","KOJKBHOL_00994","","KIGINCLF_01624","MCIBGAHP_02099","BIAKFFOC_03200"
"stpA_2","","DNA-binding protein StpA",562,562,1,1,1219,1,1092,"",434,434,434,"CDDPGOFG_04562","KJAFDFOC_03237","","DHLDAANJ_03154","KJPJOPGC_04439","ALBBHPCD_04242","","PDACKNEK_04022","BILPJOLC_04621","HAJGLMEJ_03720","KOJKBHOL_04200","POCPDFCE_01065","KIGINCLF_03933","MCIBGAHP_04197","BIAKFFOC_03486"
"group_3266","","hypothetical protein",562,562,1,1,1223,1,1096,"",95,95,95,"CDDPGOFG_04145","KJAFDFOC_03240","","DHLDAANJ_03151","KJPJOPGC_04436","ALBBHPCD_04239","","PDACKNEK_04025","BILPJOLC_04624","HAJGLMEJ_03717","KOJKBHOL_04203","POCPDFCE_01062","KIGINCLF_03930","MCIBGAHP_04200","BIAKFFOC_03489"
"group_463","","hypothetical protein",562,562,1,1,5084,1,137,"",530,1091,1082,"CDDPGOFG_00503","KJAFDFOC_00560","MMJCEBPP_01927","DHLDAANJ_01503","KJPJOPGC_01929","ALBBHPCD_01478","JJJDFGFB_00328","PDACKNEK_03565","BILPJOLC_00323","HAJGLMEJ_01894","KOJKBHOL_00420","POCPDFCE_04343","KIGINCLF_02607","MCIBGAHP_00855","BIAKFFOC_00612"
"bin3","","Putative transposon Tn552 DNA-invertase bin3",562,562,1,1,1224,1,1098,"",365,644,632,"CDDPGOFG_04146","KJAFDFOC_03241","","DHLDAANJ_03150","KJPJOPGC_04435","ALBBHPCD_04238","","PDACKNEK_04026","BILPJOLC_04625","HAJGLMEJ_03716","KOJKBHOL_04204","POCPDFCE_01061","KIGINCLF_03929","MCIBGAHP_04201","BIAKFFOC_03490"
"galS_1","","HTH-type transcriptional regulator GalS",562,562,1,1,5076,73,2,"",359,980,977,"CDDPGOFG_00497","KJAFDFOC_00554","MMJCEBPP_01921","DHLDAANJ_01509","KJPJOPGC_01923","ALBBHPCD_01472","JJJDFGFB_00322","PDACKNEK_03559","BILPJOLC_00317","HAJGLMEJ_01900","KOJKBHOL_00426","","KIGINCLF_02613","MCIBGAHP_00849","BIAKFFOC_00618"
"symE","","Endoribonuclease SymE",561,561,1,1,175,7,9,"",257,257,257,"CDDPGOFG_03876","","MMJCEBPP_03018","","KJPJOPGC_03023","ALBBHPCD_03040","JJJDFGFB_03111","PDACKNEK_01671","BILPJOLC_03460","HAJGLMEJ_04672","KOJKBHOL_02646","POCPDFCE_04612","KIGINCLF_00990","MCIBGAHP_02019","BIAKFFOC_00262"
"group_262","","hypothetical protein",561,561,1,1,1221,1,1094,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",272,1127,1123,"CDDPGOFG_04144","KJAFDFOC_03239","","DHLDAANJ_03152","KJPJOPGC_04437","ALBBHPCD_04240","","PDACKNEK_04024","BILPJOLC_04623","HAJGLMEJ_03718","KOJKBHOL_04202","POCPDFCE_01063","KIGINCLF_03931","MCIBGAHP_04199","BIAKFFOC_03488"
