"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR14766369","SRR25097973","SRR27714941","SRR14766372","SRR14766387","SRR15146546","SRR14766349","SRR8297625","SRR14095467","SRR14766450","SRR23043674","SRR1515953","SRR9016861","SRR5905515","NDSU26"
"group_4341","","hypothetical protein",1,1,1,69,40,496,33,"",314,314,314,"","","","","","","","","","","","","","",""
"dpnM","","Modification methylase DpnIIA",1,1,1,69,39,496,32,"",911,911,911,"","","","","","","","","","","","","","",""
"group_4343","","hypothetical protein",1,1,1,69,38,496,31,"",422,422,422,"","","","","","","","","","","","","","",""
"group_4344","","hypothetical protein",1,1,1,69,37,496,30,"",413,413,413,"","","","","","","","","","","","","","",""
"group_4345","","hypothetical protein",1,1,1,69,36,496,29,"",506,506,506,"","","","","","","","","","","","","","",""
"group_4346","","hypothetical protein",1,1,1,69,35,496,28,"",2126,2126,2126,"","","","","","","","","","","","","","",""
"group_4347","","hypothetical protein",1,1,1,69,34,496,27,"",578,578,578,"","","","","","","","","","","","","","",""
"group_4348","","hypothetical protein",1,1,1,69,33,496,26,"",1967,1967,1967,"","","","","","","","","","","","","","",""
"group_4349","","hypothetical protein",1,1,1,69,32,496,25,"",365,365,365,"","","","","","","","","","","","","","",""
"group_4350","","hypothetical protein",1,1,1,69,31,496,24,"",629,629,629,"","","","","","","","","","","","","","",""
"group_4351","","hypothetical protein",1,1,1,69,30,496,23,"",1895,1895,1895,"","","","","","","","","","","","","","",""
"group_4352","","hypothetical protein",1,1,1,69,29,496,22,"",647,647,647,"","","","","","","","","","","","","","",""
"group_4353","","hypothetical protein",1,1,1,69,28,496,21,"",1181,1181,1181,"","","","","","","","","","","","","","",""
"group_4354","","hypothetical protein",1,1,1,69,27,496,20,"",287,287,287,"","","","","","","","","","","","","","",""
"group_4355","","hypothetical protein",1,1,1,69,26,496,19,"",569,569,569,"","","","","","","","","","","","","","",""
"group_4356","","hypothetical protein",1,1,1,69,25,496,18,"",2222,2222,2222,"","","","","","","","","","","","","","",""
"group_4357","","hypothetical protein",1,1,1,69,24,496,17,"",545,545,545,"","","","","","","","","","","","","","",""
"group_4358","","hypothetical protein",1,1,1,69,23,496,16,"",482,482,482,"","","","","","","","","","","","","","",""
"group_4359","","hypothetical protein",1,1,1,69,22,496,15,"",488,488,488,"","","","","","","","","","","","","","",""
"group_4360","hns_2","DNA-binding protein H-NS",1,1,1,69,21,496,14,"",446,446,446,"","","","","","","","","","","","","","",""
"group_4361","","hypothetical protein",1,1,1,69,20,496,13,"",266,266,266,"","","","","","","","","","","","","","",""
"group_4362","","hypothetical protein",1,1,1,69,19,496,12,"",539,539,539,"","","","","","","","","","","","","","",""
"group_4363","","hypothetical protein",1,1,1,69,18,496,11,"",557,557,557,"","","","","","","","","","","","","","",""
"group_4364","","hypothetical protein",1,1,1,69,17,496,10,"",296,296,296,"","","","","","","","","","","","","","",""
"group_4365","","hypothetical protein",1,1,1,69,16,496,9,"",122,122,122,"","","","","","","","","","","","","","",""
"group_4366","","hypothetical protein",1,1,1,69,15,496,8,"",293,293,293,"","","","","","","","","","","","","","",""
"group_4367","","hypothetical protein",1,1,1,69,14,496,7,"",422,422,422,"","","","","","","","","","","","","","",""
"group_4368","","hypothetical protein",1,1,1,69,13,496,6,"",311,311,311,"","","","","","","","","","","","","","",""
"group_4369","","hypothetical protein",1,1,1,69,12,496,5,"",209,209,209,"","","","","","","","","","","","","","",""
"group_437","","hypothetical protein",1,1,1,1,1147,1,1027,"",251,251,251,"","","","","","","","","","","","","","",""
"group_4370","","hypothetical protein",1,1,1,69,11,496,4,"",527,527,527,"","","","","","","","","","","","","","",""
"group_4371","","hypothetical protein",1,1,1,69,10,496,3,"",203,203,203,"","","","","","","","","","","","","","",""
"yafQ_2","","mRNA interferase toxin YafQ",1,1,1,69,9,496,2,"",275,275,275,"","","","","","","","","","","","","","",""
"dinJ_2","","Antitoxin DinJ",1,1,1,69,8,496,1,"",260,260,260,"","","","","","","","","","","","","","",""
"group_4374","","hypothetical protein",1,1,1,1,5558,2,105,"",194,194,194,"","","","","","","","","","","","","","",""
"group_4375","","hypothetical protein",1,1,1,1,1702,431,1,"",791,791,791,"","","","","","","","","","","","","","",""
"group_4376","","hypothetical protein",1,1,1,1,2834,432,1,"",698,698,698,"","","","","","","","","","","","","","",""
"group_4377","","hypothetical protein",1,1,1,1,1544,NA,NA,"",2615,2615,2615,"","","","","","","","","","","","","","",""
"group_4380","","hypothetical protein",1,1,1,1,1556,NA,NA,"",671,671,671,"","","","","","","","","","","","","","",""
"group_4381","","hypothetical protein",1,1,1,1,5951,1,582,"",404,404,404,"","","","","","","","","","","","","","",""
"group_4382","","hypothetical protein",1,1,1,1,6184,NA,NA,"",236,236,236,"","","","","","","","","","","","","","",""
"group_4383","","hypothetical protein",1,1,1,1,3519,2,125,"",179,179,179,"","","","","","","","","","","","","","",""
"group_4384","","hypothetical protein",1,1,1,1,4049,22,2,"",314,314,314,"","","","","","","","","","","","","","",""
"group_4385","","hypothetical protein",1,1,1,1,4048,22,1,"",500,500,500,"","","","","","","","","","","","","","",""
"group_4386","","hypothetical protein",1,1,1,1,374,NA,NA,"",221,221,221,"","","","","","","","","","","","","","",""
"group_4387","","hypothetical protein",1,1,1,1,1356,72,1,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",560,560,560,"","","","","","","","","","","","","","",""
"group_4388","","hypothetical protein",1,1,1,1,3444,1,336,"",740,740,740,"","","","","","","","","","","","","","",""
"group_4389","","hypothetical protein",1,1,1,1,3502,443,1,"",524,524,524,"","","","","","","","","","","","","","",""
"rlmM_1","","Ribosomal RNA large subunit methyltransferase M",1,1,1,1,2304,1,17,"",119,119,119,"","","","","","","","","","","","","","",""
"group_4391","","hypothetical protein",1,1,1,1,4533,NA,NA,"",149,149,149,"","","","","","","","","","","","","","",""
"group_4392","","hypothetical protein",1,1,1,1,3576,NA,NA,"",344,344,344,"","","","","","","","","","","","","","",""
"group_4393","","hypothetical protein",1,1,1,1,5307,NA,NA,"",281,281,281,"","","","","","","","","","","","","","",""
"group_4394","","hypothetical protein",1,1,1,1,2337,510,1,"",524,524,524,"","","","","","","","","","","","","","",""
"group_4395","","hypothetical protein",1,1,1,1,3361,1,345,"",461,461,461,"","","","","","","","","","","","","","",""
"group_4396","","hypothetical protein",1,1,1,1,3714,NA,NA,"",677,677,677,"","","","","","","","","","","","","","",""
"group_4398","osmC","Peroxiredoxin OsmC",1,1,1,1,5062,550,1,"",392,392,392,"","","","","","","","","","","","","","",""
"group_4399","","hypothetical protein",1,1,1,1,5849,346,25,"",389,389,389,"","","","","","","","","","","","","","",""
"group_4400","","hypothetical protein",1,1,1,1,5848,346,26,"",452,452,452,"","","","","","","","","","","","","","",""
"group_4401","","hypothetical protein",1,1,1,1,5847,346,27,"",230,230,230,"","","","","","","","","","","","","","",""
"group_4402","","hypothetical protein",1,1,1,1,5846,346,28,"",683,683,683,"","","","","","","","","","","","","","",""
"group_4403","","hypothetical protein",1,1,1,1,5845,346,29,"",215,215,215,"","","","","","","","","","","","","","",""
"group_4404","","hypothetical protein",1,1,1,1,5844,346,30,"",383,383,383,"","","","","","","","","","","","","","",""
"group_4405","","hypothetical protein",1,1,1,1,5843,346,31,"",302,302,302,"","","","","","","","","","","","","","",""
"group_4406","","hypothetical protein",1,1,1,1,5842,346,32,"",272,272,272,"","","","","","","","","","","","","","",""
"group_4407","","hypothetical protein",1,1,1,1,5841,346,33,"",194,194,194,"","","","","","","","","","","","","","",""
"group_4408","","hypothetical protein",1,1,1,1,5840,346,34,"",530,530,530,"","","","","","","","","","","","","","",""
"group_4409","","hypothetical protein",1,1,1,1,5839,346,35,"",269,269,269,"","","","","","","","","","","","","","",""
"group_4410","","hypothetical protein",1,1,1,1,5838,346,36,"",1166,1166,1166,"","","","","","","","","","","","","","",""
"group_4411","","hypothetical protein",1,1,1,1,5837,346,37,"",1769,1769,1769,"","","","","","","","","","","","","","",""
"group_4412","","hypothetical protein",1,1,1,1,5836,346,38,"",911,911,911,"","","","","","","","","","","","","","",""
"group_4413","","hypothetical protein",1,1,1,1,5835,346,39,"",308,308,308,"","","","","","","","","","","","","","",""
"group_4414","","hypothetical protein",1,1,1,1,5834,346,40,"",407,407,407,"","","","","","","","","","","","","","",""
"yejK_2","","Nucleoid-associated protein YejK",1,1,1,1,5833,346,41,"",1007,1007,1007,"","","","","","","","","","","","","","",""
"group_4416","","hypothetical protein",1,1,1,1,5832,346,42,"",1205,1205,1205,"","","","","","","","","","","","","","",""
"group_4417","","hypothetical protein",1,1,1,1,5831,346,43,"",770,770,770,"","","","","","","","","","","","","","",""
"group_4418","","hypothetical protein",1,1,1,1,5830,346,44,"",350,350,350,"","","","","","","","","","","","","","",""
"mltF_2","","Membrane-bound lytic murein transglycosylase F",1,1,1,1,5829,346,45,"",728,728,728,"","","","","","","","","","","","","","",""
"group_4420","","hypothetical protein",1,1,1,1,5828,346,46,"",650,650,650,"","","","","","","","","","","","","","",""
"group_4421","","hypothetical protein",1,1,1,1,5827,346,47,"",326,326,326,"","","","","","","","","","","","","","",""
"group_4422","","hypothetical protein",1,1,1,1,5826,346,48,"",311,311,311,"","","","","","","","","","","","","","",""
"group_4423","","hypothetical protein",1,1,1,1,5825,346,24,"",545,545,545,"","","","","","","","","","","","","","",""
"group_4424","","hypothetical protein",1,1,1,1,5824,346,23,"",1595,1595,1595,"","","","","","","","","","","","","","",""
"group_4425","","hypothetical protein",1,1,1,1,5823,346,22,"",1493,1493,1493,"","","","","","","","","","","","","","",""
"group_4426","","hypothetical protein",1,1,1,1,5822,346,21,"",821,821,821,"","","","","","","","","","","","","","",""
"group_4427","","hypothetical protein",1,1,1,1,5821,346,20,"",458,458,458,"","","","","","","","","","","","","","",""
"group_4428","","hypothetical protein",1,1,1,1,5820,346,19,"",1115,1115,1115,"","","","","","","","","","","","","","",""
"group_4429","","hypothetical protein",1,1,1,1,5819,346,18,"",953,953,953,"","","","","","","","","","","","","","",""
"group_4430","","hypothetical protein",1,1,1,1,5818,346,17,"",338,338,338,"","","","","","","","","","","","","","",""
"group_4431","","hypothetical protein",1,1,1,1,5817,346,16,"",446,446,446,"","","","","","","","","","","","","","",""
"group_4432","","hypothetical protein",1,1,1,1,5816,346,15,"",464,464,464,"","","","","","","","","","","","","","",""
"group_4433","","hypothetical protein",1,1,1,1,5815,346,14,"",251,251,251,"","","","","","","","","","","","","","",""
"group_4434","","hypothetical protein",1,1,1,1,5814,346,13,"",1427,1427,1427,"","","","","","","","","","","","","","",""
"group_4435","","hypothetical protein",1,1,1,1,5813,346,12,"",521,521,521,"","","","","","","","","","","","","","",""
"group_4436","","hypothetical protein",1,1,1,1,5812,346,11,"",281,281,281,"","","","","","","","","","","","","","",""
"group_4437","","hypothetical protein",1,1,1,1,5811,346,10,"",335,335,335,"","","","","","","","","","","","","","",""
"group_4438","","hypothetical protein",1,1,1,1,5810,346,9,"",137,137,137,"","","","","","","","","","","","","","",""
"group_4439","","hypothetical protein",1,1,1,1,5809,346,8,"",2465,2465,2465,"","","","","","","","","","","","","","",""
"group_4440","","hypothetical protein",1,1,1,1,5808,346,7,"",884,884,884,"","","","","","","","","","","","","","",""
"group_4441","","hypothetical protein",1,1,1,1,5807,346,6,"",212,212,212,"","","","","","","","","","","","","","",""
"group_4442","","hypothetical protein",1,1,1,1,5806,346,5,"",1154,1154,1154,"","","","","","","","","","","","","","",""
"group_4443","","hypothetical protein",1,1,1,1,5805,346,4,"",527,527,527,"","","","","","","","","","","","","","",""
"group_4444","","hypothetical protein",1,1,1,1,5804,346,3,"",266,266,266,"","","","","","","","","","","","","","",""
"group_4445","","hypothetical protein",1,1,1,1,5803,346,2,"",1103,1103,1103,"","","","","","","","","","","","","","",""
"group_4446","","hypothetical protein",1,1,1,1,5802,346,1,"",578,578,578,"","","","","","","","","","","","","","",""
"group_4447","hin_1","DNA-invertase hin",1,1,1,1,3498,NA,NA,"",572,572,572,"","","","","","","","","","","","","","",""
"group_4448","tfaE_2","Prophage tail fiber assembly protein TfaE",1,1,1,61,1,347,1,"Investigate",617,617,617,"","","","","","","","","","","","","","",""
"group_4449","","hypothetical protein",1,1,1,60,1,348,2,"Investigate",338,338,338,"","","","","","","","","","","","","","",""
"group_4450","","hypothetical protein",1,1,1,60,2,348,1,"Investigate",368,368,368,"","","","","","","","","","","","","","",""
"group_4451","","hypothetical protein",1,1,1,1,2540,350,1,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",347,347,347,"","","","","","","","","","","","","","",""
"group_4452","","hypothetical protein",1,1,1,66,1,507,1,"Investigate",320,320,320,"","","","","","","","","","","","","","",""
"group_4453","","hypothetical protein",1,1,1,1,5598,2,4,"",125,125,125,"","","","","","","","","","","","","","",""
"group_4454","","hypothetical protein",1,1,1,1,232,518,1,"",245,245,245,"","","","","","","","","","","","","","",""
"group_4457","","hypothetical protein",1,1,1,1,1069,1,70,"",122,122,122,"","","","","","","","","","","","","","",""
"group_4458","","hypothetical protein",1,1,1,1,1068,1,69,"",329,329,329,"","","","","","","","","","","","","","",""
"group_4459","","hypothetical protein",1,1,1,1,3500,255,1,"",497,497,497,"","","","","","","","","","","","","","AAOLMGCP_02766",""
"group_446","dinG_2","3'-5' exonuclease DinG",1,1,1,67,2,444,1,"Investigate",830,830,830,"","","","","","","","","","","","","","",""
"group_4460","","hypothetical protein",1,1,1,1,3816,1,633,"",176,176,176,"","","","","","","","","","","","","","AAOLMGCP_04654",""
"group_4461","","hypothetical protein",1,1,1,1,3815,1,632,"",341,341,341,"","","","","","","","","","","","","","AAOLMGCP_04655",""
"group_4462","","hypothetical protein",1,1,1,1,3814,1,631,"",191,191,191,"","","","","","","","","","","","","","AAOLMGCP_04656",""
"group_4463","","hypothetical protein",1,1,1,1,3813,1,630,"",455,455,455,"","","","","","","","","","","","","","AAOLMGCP_04657",""
"group_4464","","hypothetical protein",1,1,1,1,3812,1,629,"",1241,1241,1241,"","","","","","","","","","","","","","AAOLMGCP_04658",""
"yceD_2","","General stress protein 16U",1,1,1,1,3811,1,628,"",575,575,575,"","","","","","","","","","","","","","AAOLMGCP_04659",""
"yceD_3","","General stress protein 16U",1,1,1,1,3810,1,627,"",578,578,578,"","","","","","","","","","","","","","AAOLMGCP_04660",""
"alx_2","","Putative membrane-bound redox modulator Alx",1,1,1,1,3809,1,626,"",1040,1040,1040,"","","","","","","","","","","","","","AAOLMGCP_04661",""
"group_4468","","hypothetical protein",1,1,1,1,3808,1,625,"",455,455,455,"","","","","","","","","","","","","","AAOLMGCP_04662",""
"group_4469","","hypothetical protein",1,1,1,1,3807,1,624,"",1157,1157,1157,"","","","","","","","","","","","","","AAOLMGCP_04663",""
"yceD_4","","General stress protein 16U",1,1,1,1,3806,1,623,"",581,581,581,"","","","","","","","","","","","","","AAOLMGCP_04664",""
"group_4471","","hypothetical protein",1,1,1,1,3805,1,622,"",1058,1058,1058,"","","","","","","","","","","","","","AAOLMGCP_04665",""
"group_4472","","hypothetical protein",1,1,1,1,3804,1,621,"",1142,1142,1142,"","","","","","","","","","","","","","AAOLMGCP_04666",""
"group_4473","","hypothetical protein",1,1,1,1,3803,1,620,"",773,773,773,"","","","","","","","","","","","","","AAOLMGCP_04667",""
"stiP","","Cysteine protease StiP",1,1,1,1,3802,1,619,"",1079,1079,1079,"","","","","","","","","","","","","","AAOLMGCP_04668",""
"group_4475","","hypothetical protein",1,1,1,1,3801,1,618,"",956,956,956,"","","","","","","","","","","","","","AAOLMGCP_04669",""
"group_4476","","hypothetical protein",1,1,1,1,3800,1,617,"",1208,1208,1208,"","","","","","","","","","","","","","AAOLMGCP_04670",""
"group_4477","","hypothetical protein",1,1,1,1,3799,1,616,"",467,467,467,"","","","","","","","","","","","","","AAOLMGCP_04671",""
"group_4478","","hypothetical protein",1,1,1,1,3798,1,615,"",161,161,161,"","","","","","","","","","","","","","AAOLMGCP_04672",""
"group_4479","","hypothetical protein",1,1,1,1,3797,1,614,"",638,638,638,"","","","","","","","","","","","","","AAOLMGCP_04673",""
"yceD_5","","General stress protein 16U",1,1,1,1,3796,1,613,"",641,641,641,"","","","","","","","","","","","","","AAOLMGCP_04674",""
"group_4481","","hypothetical protein",1,1,1,1,3795,1,612,"",638,638,638,"","","","","","","","","","","","","","AAOLMGCP_04675",""
"group_4482","","hypothetical protein",1,1,1,1,3794,1,611,"",1040,1040,1040,"","","","","","","","","","","","","","AAOLMGCP_04676",""
"group_4483","","hypothetical protein",1,1,1,1,3793,1,610,"",1637,1637,1637,"","","","","","","","","","","","","","AAOLMGCP_04677",""
"group_4484","","hypothetical protein",1,1,1,1,3792,1,609,"",1556,1556,1556,"","","","","","","","","","","","","","AAOLMGCP_04678",""
"group_4485","","hypothetical protein",1,1,1,1,3791,1,608,"",1082,1082,1082,"","","","","","","","","","","","","","AAOLMGCP_04679",""
"group_4486","hha_2","Hemolysin expression-modulating protein Hha",1,1,1,1,3790,1,607,"",212,212,212,"","","","","","","","","","","","","","AAOLMGCP_04680",""
"group_4487","","hypothetical protein",1,1,1,1,3789,1,606,"",1175,1175,1175,"","","","","","","","","","","","","","AAOLMGCP_04681",""
"group_4488","","hypothetical protein",1,1,1,1,3788,1,605,"",329,329,329,"","","","","","","","","","","","","","AAOLMGCP_04682",""
"group_4489","","hypothetical protein",1,1,1,1,3787,1,604,"",905,905,905,"","","","","","","","","","","","","","AAOLMGCP_04683",""
"group_449","","hypothetical protein",1,1,1,1,1274,1,1,"",1169,1169,1169,"","","","","","","","","","","","","","",""
"group_4490","","hypothetical protein",1,1,1,1,3786,1,603,"",980,980,980,"","","","","","","","","","","","","","AAOLMGCP_04684",""
"group_4491","","hypothetical protein",1,1,1,1,3785,1,602,"",446,446,446,"","","","","","","","","","","","","","AAOLMGCP_04685",""
"group_4492","","hypothetical protein",1,1,1,1,3784,1,601,"",536,536,536,"","","","","","","","","","","","","","AAOLMGCP_04686",""
"group_4493","","hypothetical protein",1,1,1,1,3783,1,600,"",257,257,257,"","","","","","","","","","","","","","AAOLMGCP_04687",""
"group_4494","","hypothetical protein",1,1,1,1,3782,1,599,"",464,464,464,"","","","","","","","","","","","","","AAOLMGCP_04688",""
"group_4495","","hypothetical protein",1,1,1,1,3781,1,598,"",275,275,275,"","","","","","","","","","","","","","AAOLMGCP_04689",""
"group_4496","","hypothetical protein",1,1,1,1,3780,1,597,"",956,956,956,"","","","","","","","","","","","","","AAOLMGCP_04690",""
"group_4497","","hypothetical protein",1,1,1,1,3779,1,596,"",521,521,521,"","","","","","","","","","","","","","AAOLMGCP_04691",""
"group_4498","","hypothetical protein",1,1,1,19,1,239,6,"",1052,1052,1052,"","","","","","","","","","","","","","AAOLMGCP_04769",""
"group_4499","","hypothetical protein",1,1,1,19,2,239,7,"",200,200,200,"","","","","","","","","","","","","","AAOLMGCP_04770",""
"group_4500","","hypothetical protein",1,1,1,19,3,239,8,"",716,716,716,"","","","","","","","","","","","","","AAOLMGCP_04771",""
"group_4501","","hypothetical protein",1,1,1,19,4,239,5,"",854,854,854,"","","","","","","","","","","","","","AAOLMGCP_04772",""
"dam_4","","DNA adenine methylase",1,1,1,19,8,239,4,"",773,773,773,"","","","","","","","","","","","","","AAOLMGCP_04773",""
"group_4503","","hypothetical protein",1,1,1,19,7,239,3,"",1163,1163,1163,"","","","","","","","","","","","","","AAOLMGCP_04774",""
"group_4504","","hypothetical protein",1,1,1,19,6,239,2,"",254,254,254,"","","","","","","","","","","","","","AAOLMGCP_04775",""
"group_4505","","hypothetical protein",1,1,1,19,5,239,1,"",296,296,296,"","","","","","","","","","","","","","AAOLMGCP_04776",""
"group_4506","","hypothetical protein",1,1,1,18,1,237,1,"",482,482,482,"","","","","","","","","","","","","","AAOLMGCP_04777",""
"group_4507","","hypothetical protein",1,1,1,18,2,237,2,"",1355,1355,1355,"","","","","","","","","","","","","","AAOLMGCP_04778",""
"group_4508","","hypothetical protein",1,1,1,18,3,237,3,"",461,461,461,"","","","","","","","","","","","","","AAOLMGCP_04779",""
"group_4509","","hypothetical protein",1,1,1,18,9,237,4,"",1271,1271,1271,"","","","","","","","","","","","","","AAOLMGCP_04780",""
"group_4510","","hypothetical protein",1,1,1,18,8,237,5,"",788,788,788,"","","","","","","","","","","","","","AAOLMGCP_04781",""
"group_4511","","hypothetical protein",1,1,1,18,7,237,6,"",260,260,260,"","","","","","","","","","","","","","AAOLMGCP_04782",""
"group_4512","","hypothetical protein",1,1,1,18,6,237,7,"",353,353,353,"","","","","","","","","","","","","","AAOLMGCP_04783",""
"group_4513","","hypothetical protein",1,1,1,18,5,237,9,"",200,200,200,"","","","","","","","","","","","","","AAOLMGCP_04784",""
"group_4514","repB","RepFIB replication protein A",1,1,1,18,4,237,8,"",875,875,875,"","","","","","","","","","","","","","AAOLMGCP_04785",""
"group_4515","","hypothetical protein",1,1,1,20,2,241,1,"",857,857,857,"","","","","","","","","","","","","","AAOLMGCP_04786",""
"group_4516","","hypothetical protein",1,1,1,20,3,241,2,"",401,401,401,"","","","","","","","","","","","","","AAOLMGCP_04787",""
"group_4517","","hypothetical protein",1,1,1,20,4,241,3,"",872,872,872,"","","","","","","","","","","","","","AAOLMGCP_04788",""
"uvrD_2","","DNA helicase II",1,1,1,20,5,241,7,"",1784,1784,1784,"","","","","","","","","","","","","","AAOLMGCP_04789",""
"group_4519","","hypothetical protein",1,1,1,20,6,241,6,"",872,872,872,"","","","","","","","","","","","","","AAOLMGCP_04790",""
"group_4520","","hypothetical protein",1,1,1,20,7,241,5,"",377,377,377,"","","","","","","","","","","","","","AAOLMGCP_04791",""
"group_4521","","hypothetical protein",1,1,1,20,1,241,4,"",977,977,977,"","","","","","","","","","","","","","AAOLMGCP_04792",""
"group_4522","","hypothetical protein",1,1,1,1,3822,1,593,"",173,173,173,"","","","","","","","","","","","","","AAOLMGCP_04810",""
"group_4523","","hypothetical protein",1,1,1,1,3821,1,592,"",1511,1511,1511,"","","","","","","","","","","","","","AAOLMGCP_04811",""
"group_4524","","hypothetical protein",1,1,1,1,3820,1,591,"",512,512,512,"","","","","","","","","","","","","","AAOLMGCP_04812",""
"group_4525","","hypothetical protein",1,1,1,1,3819,1,590,"",845,845,845,"","","","","","","","","","","","","","AAOLMGCP_04813",""
"group_4526","","hypothetical protein",1,1,1,24,6,244,1,"",743,743,743,"","","","","","","","","","","","","","AAOLMGCP_04814",""
"group_4527","smc_2","Chromosome partition protein Smc",1,1,1,24,5,244,6,"",1205,1205,1205,"","","","","","","","","","","","","","AAOLMGCP_04815",""
"group_4528","","hypothetical protein",1,1,1,24,4,244,5,"",203,203,203,"","","","","","","","","","","","","","AAOLMGCP_04816",""
"group_4529","","hypothetical protein",1,1,1,24,3,244,4,"",1319,1319,1319,"","","","","","","","","","","","","","AAOLMGCP_04817",""
"group_4530","","hypothetical protein",1,1,1,24,2,244,3,"",167,167,167,"","","","","","","","","","","","","","AAOLMGCP_04818",""
"group_4531","dcm_2","DNA-cytosine methyltransferase",1,1,1,24,1,244,2,"",1427,1427,1427,"","","","","","","","","","","","","","AAOLMGCP_04819",""
"group_4532","","hypothetical protein",1,1,1,17,1,238,8,"",122,122,122,"","","","","","","","","","","","","","AAOLMGCP_04820",""
"group_4533","","hypothetical protein",1,1,1,17,9,238,9,"",353,353,353,"","","","","","","","","","","","","","AAOLMGCP_04821",""
"group_4534","","hypothetical protein",1,1,1,17,8,238,7,"",284,284,284,"","","","","","","","","","","","","","AAOLMGCP_04822",""
"group_4535","","hypothetical protein",1,1,1,17,7,238,6,"",299,299,299,"","","","","","","","","","","","","","AAOLMGCP_04823",""
"group_4536","","hypothetical protein",1,1,1,17,6,238,5,"",368,368,368,"","","","","","","","","","","","","","AAOLMGCP_04824",""
"group_4537","","hypothetical protein",1,1,1,17,5,238,4,"",536,536,536,"","","","","","","","","","","","","","AAOLMGCP_04825",""
"group_4538","","hypothetical protein",1,1,1,17,4,238,3,"",437,437,437,"","","","","","","","","","","","","","AAOLMGCP_04826",""
"group_4539","","hypothetical protein",1,1,1,17,3,238,2,"",296,296,296,"","","","","","","","","","","","","","AAOLMGCP_04827",""
"group_4540","","hypothetical protein",1,1,1,17,2,238,1,"",701,701,701,"","","","","","","","","","","","","","AAOLMGCP_04828",""
"group_4541","","hypothetical protein",1,1,1,25,5,246,5,"",113,113,113,"","","","","","","","","","","","","","AAOLMGCP_04829",""
"group_4542","","hypothetical protein",1,1,1,25,4,246,4,"",581,581,581,"","","","","","","","","","","","","","AAOLMGCP_04830",""
"group_4543","","hypothetical protein",1,1,1,25,3,246,3,"",425,425,425,"","","","","","","","","","","","","","AAOLMGCP_04831",""
"group_4544","","hypothetical protein",1,1,1,25,2,246,2,"",452,452,452,"","","","","","","","","","","","","","AAOLMGCP_04832",""
"group_4545","","hypothetical protein",1,1,1,25,1,246,1,"",92,92,92,"","","","","","","","","","","","","","AAOLMGCP_04833",""
"ligA_2","","DNA ligase",1,1,1,1,1195,1,1124,"",500,500,500,"","","","","","","","","","","","","","AAOLMGCP_04834",""
"group_4547","","hypothetical protein",1,1,1,1,1196,1,1125,"",1541,1541,1541,"","","","","","","","","","","","","","AAOLMGCP_04835",""
"ant1_2","","Streptomycin 3''-adenylyltransferase",1,1,1,1,1193,1,1121,"",779,779,779,"","","","","","","","","","","","","","AAOLMGCP_04838",""
"group_4549","","hypothetical protein",1,1,1,21,7,240,6,"",470,470,470,"","","","","","","","","","","","","","AAOLMGCP_04839",""
"group_4550","higB-1","Toxin HigB-1",1,1,1,21,6,240,7,"",296,296,296,"","","","","","","","","","","","","","AAOLMGCP_04840",""
"group_4551","","hypothetical protein",1,1,1,21,5,240,5,"",1145,1145,1145,"","","","","","","","","","","","","","AAOLMGCP_04841",""
"group_4552","","hypothetical protein",1,1,1,21,4,240,4,"",377,377,377,"","","","","","","","","","","","","","AAOLMGCP_04842",""
"group_4553","","hypothetical protein",1,1,1,21,3,240,3,"",428,428,428,"","","","","","","","","","","","","","AAOLMGCP_04843",""
"group_4554","","hypothetical protein",1,1,1,21,2,240,2,"",257,257,257,"","","","","","","","","","","","","","AAOLMGCP_04844",""
"group_4555","","hypothetical protein",1,1,1,21,1,240,1,"",422,422,422,"","","","","","","","","","","","","","AAOLMGCP_04845",""
"group_4556","umuC_2","Protein UmuC",1,1,1,22,1,242,5,"",230,230,230,"","","","","","","","","","","","","","AAOLMGCP_04846",""
"group_4557","","hypothetical protein",1,1,1,22,2,242,6,"",809,809,809,"","","","","","","","","","","","","","AAOLMGCP_04847",""
"group_4558","","hypothetical protein",1,1,1,22,3,242,7,"",611,611,611,"","","","","","","","","","","","","","AAOLMGCP_04848",""
"group_4559","","hypothetical protein",1,1,1,22,4,242,4,"",422,422,422,"","","","","","","","","","","","","","AAOLMGCP_04849",""
"group_4560","","hypothetical protein",1,1,1,22,5,242,3,"",392,392,392,"","","","","","","","","","","","","","AAOLMGCP_04850",""
"group_4561","dsbC_2","Thiol:disulfide interchange protein DsbC",1,1,1,22,7,242,2,"",749,749,749,"","","","","","","","","","","","","","AAOLMGCP_04851",""
"group_4562","","hypothetical protein",1,1,1,22,6,242,1,"",539,539,539,"","","","","","","","","","","","","","AAOLMGCP_04852",""
"group_4563","","hypothetical protein",1,1,1,23,4,243,6,"",275,275,275,"","","","","","","","","","","","","","AAOLMGCP_04874",""
"group_4564","","hypothetical protein",1,1,1,23,5,243,5,"",197,197,197,"","","","","","","","","","","","","","AAOLMGCP_04875",""
